probe,scene,N,q_light,ho_psnr,ho_mae
A,1397ff3d60e04d9aa7b0524d022cf5cf,2,2,13.37013615132458,0.1915065050125122
A,1397ff3d60e04d9aa7b0524d022cf5cf,3,2,13.367073678055547,0.19166100025177002
A,13c868d7ccfa48288730c0e6334a288c,1,2,17.91412695990845,0.08636252582073212
A,13c868d7ccfa48288730c0e6334a288c,2,2,17.914142472687345,0.0863623097538948
A,13c868d7ccfa48288730c0e6334a288c,3,2,17.914133465260594,0.08636239916086197
A,13d4e5021ab84f30afd31f35c213cccb,1,2,9.110039934671153,0.3219797909259796
A,13d4e5021ab84f30afd31f35c213cccb,2,2,9.1100383529512,0.3219798505306244
A,13d4e5021ab84f30afd31f35c213cccb,3,2,9.110037034851677,0.32197993993759155
A,1420fb72273245db90f1e90ab0bc1724,1,2,16.571656209685653,0.11068330705165863
A,1420fb72273245db90f1e90ab0bc1724,2,2,16.571656577035682,0.11068330705165863
A,1420fb72273245db90f1e90ab0bc1724,3,2,16.571653270886554,0.1106833815574646
A,15db5f6f195c4995898af1b0ce431f80,1,2,16.276965831922215,0.10680454224348068
A,15db5f6f195c4995898af1b0ce431f80,2,2,16.27696480217121,0.10680460184812546
A,15db5f6f195c4995898af1b0ce431f80,3,2,16.27696720492393,0.10680463165044785
A,1603ccd8b72e49c1a7074f124b212f0e,1,2,16.441507443327694,0.1498080939054489
A,1603ccd8b72e49c1a7074f124b212f0e,2,2,16.441502452265663,0.14980816841125488
A,1603ccd8b72e49c1a7074f124b212f0e,3,2,16.441507443327694,0.1498081088066101
A,16ffa17d84c8467f89403df9ad894301,1,2,8.288879795701126,0.3520669937133789
A,16ffa17d84c8467f89403df9ad894301,2,2,8.288880232108847,0.35206693410873413
A,16ffa17d84c8467f89403df9ad894301,3,2,8.288880232108847,0.3520669639110565
A,17092add79b24457ba29f0b35d660072,1,2,18.210366211519386,0.08702557533979416
A,17092add79b24457ba29f0b35d660072,2,2,18.210369158069927,0.08702561259269714
A,17092add79b24457ba29f0b35d660072,3,2,18.210369425938257,0.0870254635810852
A,179832b0585c415d979f90dced97ae71,1,2,16.716143362487,0.12293010950088501
A,179832b0585c415d979f90dced97ae71,2,2,16.716139944494447,0.12293028831481934
A,179832b0585c415d979f90dced97ae71,3,2,16.716133868069893,0.12293034046888351
A,17bc5de2691b43cfb873091778a8de52,1,2,14.300488114676376,0.15459279716014862
A,17bc5de2691b43cfb873091778a8de52,2,2,14.30049682478709,0.15459293127059937
A,17bc5de2691b43cfb873091778a8de52,3,2,14.300491598718565,0.15459293127059937
A,18b0f54db566476fb861c8fa187cd8d8,1,2,13.56039280084065,0.15811018645763397
A,18b0f54db566476fb861c8fa187cd8d8,2,2,13.560390964498403,0.15811042487621307
A,18b0f54db566476fb861c8fa187cd8d8,3,2,13.560386557280184,0.15811048448085785
A,1907da7461054e5ba6885302c08c2677,1,2,10.595239222719716,0.27316832542419434
A,1907da7461054e5ba6885302c08c2677,2,2,10.595081505397516,0.2731758654117584
A,1907da7461054e5ba6885302c08c2677,3,2,10.595033634684556,0.27317818999290466
A,191df4fa5f48453d81ede86ed863a3c2,1,2,19.427144339883714,0.09357666224241257
A,191df4fa5f48453d81ede86ed863a3c2,2,2,19.426467679157845,0.09358499199151993
A,191df4fa5f48453d81ede86ed863a3c2,3,2,19.4262975558022,0.09358713030815125
A,193c0e81efc74ed0bd5834586cf3fe8f,1,2,18.637211770066436,0.09971962124109268
A,193c0e81efc74ed0bd5834586cf3fe8f,2,2,18.637209996870283,0.0997195914387703
A,193c0e81efc74ed0bd5834586cf3fe8f,3,2,18.63721679412613,0.09971953928470612
A,195a37929e644c3dbfbe25de252b0969,1,2,14.259381706476965,0.15521186590194702
A,195a37929e644c3dbfbe25de252b0969,2,2,14.259382569281945,0.15521186590194702
A,195a37929e644c3dbfbe25de252b0969,3,2,14.25938602050357,0.1552116870880127
A,1ada36a1a86a4bdaaa106bee7d9ac67d,1,2,15.417595337738657,0.12950609624385834
A,1ada36a1a86a4bdaaa106bee7d9ac67d,2,2,15.417596745872855,0.12950614094734192
A,1ada36a1a86a4bdaaa106bee7d9ac67d,3,2,15.417596745872855,0.12950608134269714
A,1b98302c1ed9406a8343b3d39d6c5095,1,2,18.185169568533045,0.10579398274421692
A,1b98302c1ed9406a8343b3d39d6c5095,2,2,18.18516610639343,0.1057940274477005
A,1b98302c1ed9406a8343b3d39d6c5095,3,2,18.185171432763212,0.10579399764537811
A,1bbd90606751424ca876f2c94e183784,1,2,21.610531494799368,0.07441610842943192
A,1bbd90606751424ca876f2c94e183784,2,2,21.61049369448467,0.07441630214452744
A,1bbd90606751424ca876f2c94e183784,3,2,21.610479043288375,0.07441643625497818
A,1bc61e7f64a54ccc9f3942b874779522,1,2,16.744462042915266,0.1269703358411789
A,1bc61e7f64a54ccc9f3942b874779522,2,2,16.744460131607827,0.1269703358411789
A,1bc61e7f64a54ccc9f3942b874779522,3,2,16.744461278392187,0.1269703060388565
A,1d29f591697e493387d51a116b895934,1,2,14.208829814129093,0.13704036176204681
A,1d29f591697e493387d51a116b895934,2,2,14.208825123621269,0.13704045116901398
