scene,N,subset,pixel_seed,init_mode,information,reconstruction_error,final_objective,grad_norm,proj_grad_norm
conf_prism8,3,"2,17,30",105734942,oracle_local,-7.988209428706352,0.0037337196990847588,5.752204015152529e-05,0.00037230721754902393,3.6686582565307617
conf_prism8,5,"2,6,9,10,12",1911260805,global,-7.3307712348757095,0.003441072069108486,5.145060640643351e-05,0.00028780425447308704,2.309293031692505
conf_prism8,5,"2,6,9,10,12",1911260805,oracle_local,-7.3307712348757095,0.0037059166934341192,6.361771374940872e-05,0.00037320534839056687,3.353069543838501
conf_prism8,5,"2,14,15,20,30",1796839744,global,-8.126863225341221,0.02423393912613392,5.607472485280596e-05,0.0002442467299652641,1.5670684576034546
conf_prism8,5,"2,14,15,20,30",1796839744,oracle_local,-8.126863225341221,0.003728404873982072,5.8284706028643996e-05,0.0003709043423331241,3.598799467086792
conf_prism8,5,"2,16,17,20,22",1261123707,global,-7.32965821153571,0.003398807952180505,5.633978435071185e-05,0.0003022569055381789,2.369567632675171
conf_prism8,5,"2,16,17,20,22",1261123707,oracle_local,-7.32965821153571,0.003568922635167837,6.617554754484445e-05,0.0003680580574273822,3.162459373474121
conf_prism8,5,"1,10,16,17,25",1519717983,global,-7.278250812305572,0.0033083197195082903,5.9769925428554416e-05,0.0003146842681803377,2.4165847301483154
conf_prism8,5,"1,10,16,17,25",1519717983,oracle_local,-7.278250812305572,0.003448129864409566,6.819412374170497e-05,0.0003738988760123563,3.115487575531006
conf_prism8,5,"2,3,18,21,26",1028064713,global,-7.167595350816893,0.0030803820118308067,7.321611337829381e-05,0.00033640640459970967,2.3267717361450195
conf_prism8,5,"2,3,18,21,26",1028064713,oracle_local,-7.167595350816893,0.0031287262681871653,7.952067244332284e-05,0.0003725439456508576,2.697484016418457
conf_prism8,5,"6,8,19,23,25",1568605243,global,-7.1351591854490435,0.003253063652664423,6.543906056322157e-05,0.00032996932329188767,2.4577536582946777
conf_prism8,5,"6,8,19,23,25",1568605243,oracle_local,-7.1351591854490435,0.0033621108159422874,7.283324521267787e-05,0.000369889393906417,2.876894950866699
conf_prism8,5,"4,8,9,24,31",1747515893,global,-7.1528868714725835,0.0032628446351736784,6.533700070576742e-05,0.0003349806052014304,2.5650219917297363
conf_prism8,5,"4,8,9,24,31",1747515893,oracle_local,-7.1528868714725835,0.003328829538077116,7.049267878755927e-05,0.0003702869821122368,2.986238718032837
conf_prism8,5,"0,6,24,26,27",1209252601,global,-7.061001359701515,0.00317677715793252,7.392119732685387e-05,0.00034262152820114817,2.3886101245880127
conf_prism8,5,"0,6,24,26,27",1209252601,oracle_local,-7.061001359701515,0.0032337408047169447,7.846223888918757e-05,0.00037118067749387327,2.6937813758850098
conf_prism8,5,"10,14,23,26,29",41139415,global,-7.495167233544896,0.007754678372293711,6.865282921353355e-05,0.00031214263179246384,2.2952864170074463
conf_prism8,5,"10,14,23,26,29",41139415,oracle_local,-7.495167233544896,0.00318341888487339,7.15390415280126e-05,0.0003750697755282677,3.0202577114105225
conf_prism8,5,"2,5,7,9,20",12028345,global,-7.034552994725736,0.003442812943831086,6.0355960158631206e-05,0.0003127178510696889,2.3920164108276367
conf_prism8,5,"2,5,7,9,20",12028345,oracle_local,-7.034552994725736,0.003585181664675474,6.794647197239101e-05,0.00037406101140882947,3.11027455329895
conf_cylinder_r03_d12,3,"10,18,28",1721400203,global,-7.37551646323231,0.006114390213042498,9.966250217985362e-05,0.000428943323486697,2.083646535873413
conf_cylinder_r03_d12,3,"10,18,28",1721400203,oracle_local,-7.37551646323231,0.003428078256547451,8.78591017681174e-05,0.0005573495169386903,3.714174509048462
conf_cylinder_r03_d12,3,"8,17,31",1231273073,global,-7.12396246464286,0.004478619433939457,9.952753316611052e-05,0.00048799052067744614,2.5890352725982666
conf_cylinder_r03_d12,3,"8,17,31",1231273073,oracle_local,-7.12396246464286,0.00335330399684608,8.474213245790452e-05,0.0005596164214467889,3.8298211097717285
conf_cylinder_r03_d12,3,"10,18,24",497657971,global,-7.344660302752497,0.007855668663978577,0.00010883684444706887,0.00041504537281395273,1.8580087423324585
conf_cylinder_r03_d12,3,"10,18,24",497657971,oracle_local,-7.344660302752497,0.0037732890341430902,9.415325621375814e-05,0.0005336901623242029,3.3343465328216553
conf_cylinder_r03_d12,3,"6,9,11",438105898,global,-7.635460631186498,0.0035982418339699507,6.0527636378537863e-05,0.0004294025027090013,2.89933443069458
conf_cylinder_r03_d12,3,"6,9,11",438105898,oracle_local,-7.635460631186498,0.0038555264472961426,6.964713975321501e-05,0.0005696295150996343,4.7179484367370605
conf_cylinder_r03_d12,3,"1,15,21",1346701744,global,-7.289802897597687,0.004911697003990412,8.97667050594464e-05,0.0004621428974530961,2.557915687561035
conf_cylinder_r03_d12,3,"1,15,21",1346701744,oracle_local,-7.289802897597687,0.0035086669959127903,7.493450539186597e-05,0.0005704954046720203,4.397930145263672
conf_cylinder_r03_d12,3,"4,21,28",2091684747,global,-7.306641598454995,0.005078222136944532,9.176379535347223e-05,0.0004629373518930847,2.5353496074676514
conf_cylinder_r03_d12,3,"4,21,28",2091684747,oracle_local,-7.306641598454995,0.0035022145602852106,7.710653153480962e-05,0.0005644450693899598,4.192269325256348
conf_cylinder_r03_d12,3,"9,13,30",1062093051,global,-7.08826223233024,0.003907425329089165,8.712751150596887e-05,0.0005058980814363792,3.0398590564727783
conf_cylinder_r03_d12,3,"9,13,30",1062093051,oracle_local,-7.08826223233024,0.00356469489634037,7.607100997120142e-05,0.0005667027939151423,4.234647750854492
conf_cylinder_r03_d12,3,"12,20,27",1255115746,global,-9.157840962757927,0.05401241034269333,0.00011375657049939036,0.00034889010732040525,1.1415659189224243
conf_cylinder_r03_d12,3,"12,20,27",1255115746,oracle_local,-9.157840962757927,0.003827110631391406,6.663661042694002e-05,0.0005880058869224139,5.331264972686768
conf_cylinder_r03_d12,3,"5,11,21",1307997811,global,-7.092517587873998,0.007244305219501257,0.00011445261770859361,0.00045045310700377055,2.0905768871307373
conf_cylinder_r03_d12,3,"5,11,21",1307997811,oracle_local,-7.092517587873998,0.003237832337617874,8.694993448443711e-05,0.0005571863280043721,3.633789539337158
conf_cylinder_r03_d12,3,"0,4,15",691973399,global,-6.981682617213643,0.0037971935234963894,8.493430505041033e-05,0.0004963034018461235,3.042308807373047
conf_cylinder_r03_d12,3,"0,4,15",691973399,oracle_local,-6.981682617213643,0.003480401588603854,7.70529150031507e-05,0.0005726073009234726,4.288923740386963
conf_cylinder_r03_d12,5,"7,11,14,17,27",1176139539,global,-7.902691706765089,0.003670679172500968,5.911165499128401e-05,0.00044235320559404926,3.1701245307922363
conf_cylinder_r03_d12,5,"7,11,14,17,27",1176139539,oracle_local,-7.902691706765089,0.0038134115748107433,6.782828859286383e-05,0.0005658025271560232,4.7716827392578125
conf_cylinder_r03_d12,5,"7,11,20,22,29",2098893796,global,-7.739622179929044,0.0035024245735257864,7.08306542946957e-05,0.0004628223037518171,2.957094669342041
conf_cylinder_r03_d12,5,"7,11,20,22,29",2098893796,oracle_local,-7.739622179929044,0.0035521218087524176,7.694002124480903e-05,0.0005650717568536239,4.2495198249816895
conf_cylinder_r03_d12,5,"3,6,19,27,29",1194129727,global,-7.343591682895896,0.0034211520105600357,7.824109343346208e-05,0.0004838396304301681,2.9905457496643066
conf_cylinder_r03_d12,5,"3,6,19,27,29",1194129727,oracle_local,-7.343591682895896,0.003390312660485506,8.147110929712653e-05,0.0005784314689006095,4.234691143035889
conf_cylinder_r03_d12,5,"1,8,12,26,29",2076345851,global,-7.169195410880437,0.0037210748996585608,8.659283048473299e-05,0.0004993009488729805,2.996206760406494
conf_cylinder_r03_d12,5,"1,8,12,26,29",2076345851,oracle_local,-7.169195410880437,0.003378946101292968,8.189177606254816e-05,0.0005547040297865164,3.843752145767212
conf_cylinder_r03_d12,5,"4,9,14,15,25",1290072192,global,-8.536422822643921,0.0038007497787475586,4.7325014747912064e-05,0.00040000609943490584,3.1270785331726074
conf_cylinder_r03_d12,5,"4,9,14,15,25",1290072192,oracle_local,-8.536422822643921,0.003988818731158972,5.9642698033712804e-05,0.0005700606944133027,5.436586380004883
conf_cylinder_r03_d12,5,"0,2,17,21,24",1904653433,global,-7.0328234595291645,0.003458340186625719,8.488587627653033e-05,0.0005151159840938252,3.200939178466797
conf_cylinder_r03_d12,5,"0,2,17,21,24",1904653433,oracle_local,-7.0328234595291645,0.003310378873720765,8.272944978671148e-05,0.0005735449673807979,3.998945951461792
conf_cylinder_r03_d12,5,"1,11,14,18,29",1733665728,global,-7.51154215772098,0.003673768602311611,7.834778807591647e-05,0.0004611051342224012,2.8151674270629883
conf_cylinder_r03_d12,5,"1,11,14,18,29",1733665728,oracle_local,-7.51154215772098,0.003407473675906658,7.949230348458514e-05,0.0005531295018381402,3.969775915145874
conf_cylinder_r03_d12,5,"1,9,13,28,30",2114126044,global,-7.190062936004253,0.003589335596188903,6.857957487227395e-05,0.0005091355152712572,3.704829216003418
conf_cylinder_r03_d12,5,"1,9,13,28,30",2114126044,oracle_local,-7.190062936004253,0.003681526053696871,7.228901813505217e-05,0.0005613580735850859,4.383533477783203
conf_cylinder_r03_d12,5,"0,10,12,15,26",92798745,global,-7.038589212328268,0.0034736108500510454,8.423162944382057e-05,0.000508592329870264,3.130284070968628
conf_cylinder_r03_d12,5,"0,10,12,15,26",92798745,oracle_local,-7.038589212328268,0.003307355334982276,8.326119859702885e-05,0.0005778359978616845,4.130307674407959
conf_cylinder_r03_d12,5,"3,11,12,13,27",402152389,global,-7.119259479043636,0.0033262050710618496,7.992561586434022e-05,0.0005199398756385146,3.373143196105957
conf_cylinder_r03_d12,5,"3,11,12,13,27",402152389,oracle_local,-7.119259479043636,0.003339193295687437,8.214970875997096e-05,0.0005744254012310442,4.046866416931152
conf_cone_r04_d12,3,"9,16,25",749076469,global,-7.555450655877678,0.007099294103682041,0.00012145390792284161,0.0005063167192159414,1.9685755968093872
conf_cone_r04_d12,3,"9,16,25",749076469,oracle_local,-7.555450655877678,0.007289206609129906,0.00012433883966878057,0.000650360802880647,3.026174306869507
conf_cone_r04_d12,3,"1,9,20",1213028355,global,-8.820750410775542,0.009110034443438053,9.263376705348492e-05,0.00041778322093347276,1.6267081499099731
conf_cone_r04_d12,3,"1,9,20",1213028355,oracle_local,-8.820750410775542,0.007854637689888477,0.00010803477925946936,0.0006373873797677643,3.284022092819214
conf_cone_r04_d12,3,"14,15,31",572085614,global,-7.93146537150264,0.006721725687384605,0.00012443953892216086,0.0004945321487195046,1.7540898323059082
conf_cone_r04_d12,3,"14,15,31",572085614,oracle_local,-7.93146537150264,0.006886601913720369,0.00012747655273415148,0.0006258071800693185,2.748544692993164
conf_cone_r04_d12,3,"7,26,29",1759562668,global,-7.68169788391065,0.007873720489442348,0.00014731570263393223,0.000492939978183065,1.5580675601959229
conf_cone_r04_d12,3,"7,26,29",1759562668,oracle_local,-7.68169788391065,0.006707505788654089,0.00013852922711521387,0.0006525191476238357,2.807732105255127
conf_cone_r04_d12,3,"10,15,23",885301637,global,-7.433632252925435,0.006386324297636747,0.00014351779827848077,0.0005350760931590784,1.7789759635925293
conf_cone_r04_d12,3,"10,15,23",885301637,oracle_local,-7.433632252925435,0.006626132410019636,0.0001436742313671857,0.0006421278260460411,2.529020309448242
conf_cone_r04_d12,3,"23,25,27",1480195778,global,-8.095454212080035,0.006420960649847984,0.00011929540778510273,0.0005191202805019023,1.943793535232544
conf_cone_r04_d12,3,"23,25,27",1480195778,oracle_local,-8.095454212080035,0.0068189287558197975,0.00013006043445784599,0.0006586116516741731,2.983273983001709
conf_cone_r04_d12,3,"0,14,30",1158488926,global,-7.000751562812194,0.0074745286256074905,0.00014759995974600315,0.0005505929299354628,1.8354839086532593
conf_cone_r04_d12,3,"0,14,30",1158488926,oracle_local,-7.000751562812194,0.007470874581485987,0.00014827449922449887,0.000623824034965042,2.3753554821014404
conf_cone_r04_d12,3,"1,2,31",1454053372,global,-7.401672176113336,0.0067483228631317616,0.00012664005043916404,0.0005220290374384644,1.871161937713623
conf_cone_r04_d12,3,"1,2,31",1454053372,oracle_local,-7.401672176113336,0.007195015903562307,0.0001268130145035684,0.0006393253779932785,2.8990817070007324
conf_cone_r04_d12,3,"7,22,29",483066236,global,-7.923616877245594,0.006689156871289015,0.00012324405543040484,0.0005016913578899682,1.7606600522994995
conf_cone_r04_d12,3,"7,22,29",483066236,oracle_local,-7.923616877245594,0.00693895947188139,0.00012875832908321172,0.0006318935538991011,2.7475860118865967
conf_cone_r04_d12,3,"5,13,28",1611935818,global,-7.092769679856568,0.007184700109064579,0.0001838382740970701,0.0005563458265873735,1.5391128063201904
conf_cone_r04_d12,3,"5,13,28",1611935818,oracle_local,-7.092769679856568,0.0068046231754124165,0.00017250781820621341,0.0005989120334781755,1.9432079792022705
conf_cone_r04_d12,5,"4,5,20,21,22",1113461860,global,-7.103684817226524,0.006889175157994032,0.0001367441436741501,0.0005664739872235857,2.028630256652832
conf_cone_r04_d12,5,"4,5,20,21,22",1113461860,oracle_local,-7.103684817226524,0.007161243353039026,0.00014305245713330805,0.0006229470025159141,2.4266669750213623
conf_cone_r04_d12,5,"0,9,16,20,25",1195785055,global,-7.0561794896627275,0.00703353201970458,0.00013424901408143342,0.0005494902665735851,2.0362706184387207
conf_cone_r04_d12,5,"0,9,16,20,25",1195785055,oracle_local,-7.0561794896627275,0.007323225028812885,0.00014223289326764643,0.0006294137224459439,2.4829177856445312
conf_cone_r04_d12,5,"9,13,16,17,24",1043813799,global,-7.1969605215996015,0.006913534831255674,0.00013022826169617474,0.0005506479469232848,2.0494332313537598
conf_cone_r04_d12,5,"9,13,16,17,24",1043813799,oracle_local,-7.1969605215996015,0.00726810097694397,0.00013607711298391223,0.0006357923974654844,2.640087604522705
conf_cone_r04_d12,5,"0,5,7,9,10",1812025864,global,-7.02986334796089,0.007039863150566816,0.0001493987365392968,0.0005589251640033332,1.860146403312683
conf_cone_r04_d12,5,"0,5,7,9,10",1812025864,oracle_local,-7.02986334796089,0.007191898766905069,0.00015704578254371881,0.0006061434008052764,2.1504194736480713
conf_cone_r04_d12,5,"0,4,6,18,25",1181035725,global,-7.066498351264579,0.007282128557562828,0.00012693353346548975,0.0005547358192524949,2.1283962726593018
conf_cone_r04_d12,5,"0,4,6,18,25",1181035725,oracle_local,-7.066498351264579,0.007470350246876478,0.00013316216063685715,0.0006224980551588718,2.610795736312866
conf_cone_r04_d12,5,"5,11,21,26,30",207025684,global,-7.192837364763594,0.006715215276926756,0.00014401235966943204,0.0005736209645260832,1.9638893604278564
conf_cone_r04_d12,5,"5,11,21,26,30",207025684,oracle_local,-7.192837364763594,0.007060691714286804,0.00014793657464906573,0.0006213602441444286,2.3504855632781982
