scene,N,subset,pixel_seed,cheap_info
A_cylinder,3,"5,28,31",229657031,-5.9523030373967485
A_cylinder,3,"3,4,21",483719750,-5.940474507350814
A_cylinder,3,"3,11,31",739622668,-6.092024943445181
A_cylinder,3,"4,23,27",580361031,-6.572965381694859
A_cylinder,3,"0,8,9",1541519630,-5.88719479221461
A_cylinder,3,"23,30,31",763633621,-6.783837546906724
A_cylinder,3,"4,17,25",998392810,-8.00516220222827
A_cylinder,3,"9,17,21",350179320,-6.01528018254735
A_cylinder,3,"4,5,27",1944549088,-5.821572958716259
A_cylinder,3,"2,15,17",1019175341,-6.524826447601413
A_cylinder,3,"2,14,16",1319298015,-6.096324860043947
A_cylinder,3,"2,6,12",1010060963,-6.444915483393701
A_cylinder,3,"10,16,20",1406163090,-6.0629514430693465
A_cylinder,3,"12,14,29",100242909,-6.32903480704497
A_cylinder,3,"10,18,29",317007037,-6.150197502030444
A_cylinder,3,"12,17,19",176279149,-7.136265879921634
A_cylinder,3,"9,14,23",637149609,-6.558287094578718
A_cylinder,3,"3,8,30",1554872924,-5.840065053304376
A_cylinder,3,"14,22,27",2014651724,-7.104177686481558
A_cylinder,3,"10,12,29",101723644,-6.201883848766971
A_cylinder,3,"5,6,9",1014307864,-5.886665029728877
A_cylinder,3,"4,14,20",306539694,-8.070496985773831
A_cylinder,3,"11,20,27",380478907,-6.553761522409107
A_cylinder,3,"11,14,18",1204982570,-6.155049023986614
A_cylinder,3,"5,8,15",1085571167,-5.845491318842741
A_cylinder,3,"0,22,27",1693142417,-5.806597134643978
A_cylinder,3,"15,25,28",470505837,-7.180268087855736
A_cylinder,3,"22,26,28",592604310,-6.268471247292777
A_cylinder,3,"7,15,31",611976257,-6.748433343641553
A_cylinder,3,"2,14,27",528004789,-6.717166690387753
A_cylinder,3,"5,6,20",94296995,-5.856082656459027
A_cylinder,3,"9,14,28",82457072,-7.541144665218791
A_cylinder,3,"1,2,29",2036901942,-6.343979654977335
A_cylinder,3,"14,26,31",186054905,-6.16748849060043
A_cylinder,3,"1,7,16",147293489,-5.961940173760582
A_cylinder,3,"16,24,28",1353797140,-6.11573539625572
A_cylinder,3,"8,22,26",1335116425,-5.9114230683977205
A_cylinder,3,"8,11,12",1682847653,-5.911716618250744
A_cylinder,3,"13,17,30",1591118182,-5.894622862818548
A_cylinder,3,"13,15,28",117443655,-5.9739197962734165
A_cylinder,3,"7,8,9",385271253,-5.845048548898705
A_cylinder,3,"0,8,31",794015929,-5.8883129570630155
A_cylinder,3,"0,8,20",1691185116,-5.809247430733009
A_cylinder,3,"4,18,31",1711326936,-6.1878816219305195
A_cylinder,3,"11,22,23",1829202292,-6.48000199735796
A_cylinder,3,"10,17,30",191016329,-6.301113971448228
A_cylinder,3,"17,19,28",167593753,-7.052517156841629
A_cylinder,3,"7,14,26",1816222870,-6.196334433394792
A_cylinder,3,"8,16,24",694369209,-5.931316260361998
A_cylinder,3,"2,17,28",1866175447,-6.710501339630186
A_cylinder,3,"12,14,21",1647319192,-5.993423258143499
A_cylinder,3,"0,24,31",841484697,-5.857912177499892
A_cylinder,3,"3,4,11",1658028527,-5.933082880447059
A_cylinder,3,"8,14,31",1319552549,-5.930762951389546
A_cylinder,3,"21,23,31",1099813617,-6.075299912607125
A_cylinder,3,"9,13,23",1625836502,-5.971026863100285
A_cylinder,3,"4,12,23",1471840595,-6.568086044647006
A_cylinder,3,"9,11,24",1362991143,-6.280054767879993
A_cylinder,3,"2,8,20",1758801571,-5.937676467470733
A_cylinder,3,"7,27,31",208103824,-6.61263109568969
A_cylinder,3,"11,14,15",1849452245,-6.388036261056234
A_cylinder,3,"1,9,15",2090736598,-7.135740425739574
A_cylinder,3,"4,9,26",84177489,-6.1886270467107805
A_cylinder,3,"8,24,26",643109838,-5.926639582786424
A_cylinder,3,"11,21,30",352953892,-6.142436354518916
A_cylinder,3,"0,2,8",460882285,-5.901420411961425
