scene,N,subset,solver_seed,render_realization,reconstruction_error,ho_psnr,query_light,final_objective,grad_norm,proj_grad_norm,tail_rel_change,tail_range_abs,conv_finite,old_style_converged,iters,trace_file
conf_cylinder_r03_d12,2,"20,29",40000,0,0.008690443821251392,18.72173627614466,0,0.00012860429706051946,0.000438859574993106,1.656997799873352,0.10943738246269924,,1,0,1200,conf_cylinder_r03_d12_N2_20-29_s40000_r0.npy
conf_cylinder_r03_d12,2,"20,29",40001,0,0.008718840777873993,18.79153998277439,0,0.00012842498836107552,0.00043723292548585724,1.6528905630111694,0.11029791855187213,,1,0,1200,conf_cylinder_r03_d12_N2_20-29_s40001_r0.npy
conf_cylinder_r03_d12,3,"0,6,14",40000,0,0.003736835904419422,27.7875715130659,1,8.470342436339706e-05,0.0005099641281849929,3.1580235958099365,0.05604511426743002,,1,0,1400,conf_cylinder_r03_d12_N3_0-6-14_s40000_r0.npy
conf_cylinder_r03_d12,3,"0,6,14",40001,0,0.0037155994214117527,27.788268428150026,1,8.42790468595922e-05,0.0005056537960377808,3.1339972019195557,0.041507442142187705,,1,0,1400,conf_cylinder_r03_d12_N3_0-6-14_s40001_r0.npy
conf_cylinder_r03_d12,3,"1,3,8",40000,0,0.004210361745208502,21.715209452477882,0,9.131760452874005e-05,0.00048013454547578906,2.7486727237701416,0.054709354041831956,,1,0,1400,conf_cylinder_r03_d12_N3_1-3-8_s40000_r0.npy
conf_cylinder_r03_d12,3,"1,3,8",40001,0,0.004204536322504282,21.751145254762818,0,9.237234917236492e-05,0.0004828189416589167,2.734776258468628,0.043683149359551636,,1,0,1400,conf_cylinder_r03_d12_N3_1-3-8_s40001_r0.npy
conf_cylinder_r03_d12,5,"1,2,8,12,28",40000,0,0.0035199171397835016,19.66971031334085,0,6.953119009267539e-05,0.0005028196363639451,3.55354380607605,0.02682567112313623,,1,0,1800,conf_cylinder_r03_d12_N5_1-2-8-12-28_s40000_r0.npy
conf_cylinder_r03_d12,5,"1,2,8,12,28",40001,0,0.0035195352975279093,19.682529531802405,0,6.935324927326292e-05,0.0004967748846513219,3.5306053161621094,0.031087813284279484,,1,0,1800,conf_cylinder_r03_d12_N5_1-2-8-12-28_s40001_r0.npy
conf_cylinder_r03_d12,5,"2,13,19,26,28",40000,0,0.003491761162877083,20.47885092055263,0,8.324907685164362e-05,0.0005058097023074559,3.1012065410614014,0.02333130507392892,,1,0,1800,conf_cylinder_r03_d12_N5_2-13-19-26-28_s40000_r0.npy
conf_cylinder_r03_d12,5,"2,13,19,26,28",40001,0,0.0034823352470993996,20.547763150371722,0,8.281615737359971e-05,0.0004982890886075029,3.0551657676696777,0.02265675970636872,,1,0,1800,conf_cylinder_r03_d12_N5_2-13-19-26-28_s40001_r0.npy
conf_cylinder_r03_d12,8,"0,1,3,8,10,18,21,30",40000,0,0.003217057092115283,19.579080400716165,2,7.870513945817947e-05,0.0005310980841181795,3.564544916152954,0.021041582849163996,,1,0,2400,conf_cylinder_r03_d12_N8_0-1-3-8-10-18-21-30_s40000_r0.npy
conf_cylinder_r03_d12,8,"0,1,3,8,10,18,21,30",40001,0,0.003211728297173977,19.57623001745049,2,7.83470823080279e-05,0.0005296285976507856,3.574460506439209,0.01970255966298478,,1,0,2400,conf_cylinder_r03_d12_N8_0-1-3-8-10-18-21-30_s40001_r0.npy
conf_cylinder_r03_d12,8,"0,4,11,14,16,17,18,25",40000,0,0.003372878534719348,27.530827825916884,1,7.288131746463478e-05,0.0005224953871624567,3.7676141262054443,0.02597453940067479,,1,0,2400,conf_cylinder_r03_d12_N8_0-4-11-14-16-17-18-25_s40000_r0.npy
conf_cylinder_r03_d12,8,"0,4,11,14,16,17,18,25",40001,0,0.003378382883965969,27.529559252645047,1,7.296542025869712e-05,0.000526678632898371,3.7086358070373535,0.02164386733492277,,1,0,2400,conf_cylinder_r03_d12_N8_0-4-11-14-16-17-18-25_s40001_r0.npy
conf_cone_r04_d12,2,"11,26",40000,0,0.008703011088073254,17.73753379665804,0,0.00016336036787834018,0.0004937940295131754,1.4215328693389893,0.023672819950117756,,1,0,1200,conf_cone_r04_d12_N2_11-26_s40000_r0.npy
conf_cone_r04_d12,2,"11,26",40001,0,0.008619309403002262,17.77736199016453,0,0.0001628239406272769,0.0004917035195352716,1.4168565273284912,0.023686730819141643,,1,0,1200,conf_cone_r04_d12_N2_11-26_s40001_r0.npy
conf_cone_r04_d12,2,"16,26",40000,0,0.013889354653656483,17.681188891713294,0,0.0001941249065566808,0.00044705591988473573,1.0763310194015503,0.0258762974542588,,1,0,1200,conf_cone_r04_d12_N2_16-26_s40000_r0.npy
conf_cone_r04_d12,2,"16,26",40001,0,0.01374333817511797,17.701168700320245,0,0.00019373485702089965,0.0004415644814367839,1.066319227218628,0.023162300600644857,,1,0,1200,conf_cone_r04_d12_N2_16-26_s40001_r0.npy
conf_cone_r04_d12,3,"15,23,30",40000,0,0.006281010806560516,16.596691500351525,0,0.00012649472046177834,0.0005182737435838246,1.850144624710083,0.018289242257626587,,1,0,1400,conf_cone_r04_d12_N3_15-23-30_s40000_r0.npy
conf_cone_r04_d12,3,"15,23,30",40001,0,0.006285750772804022,16.610264245475644,0,0.00012630046694539487,0.0005144888980227282,1.810081124305725,0.01896442824549716,,1,0,1400,conf_cone_r04_d12_N3_15-23-30_s40001_r0.npy
conf_cone_r04_d12,3,"0,4,15",40000,0,0.007549499627202749,32.99755748880412,1,0.0001522580860182643,0.0005285370834642635,1.6632404327392578,0.0404235992864827,,1,0,1400,conf_cone_r04_d12_N3_0-4-15_s40000_r0.npy
conf_cone_r04_d12,3,"0,4,15",40001,0,0.007562066428363323,32.98544866576374,1,0.0001521820668131113,0.0005350819065434231,1.6949374675750732,0.04337842344981847,,1,0,1400,conf_cone_r04_d12_N3_0-4-15_s40001_r0.npy
conf_cone_r04_d12,5,"2,11,17,19,28",40000,0,0.006690376438200474,15.558292073252357,0,0.00011404891847632825,0.0004950955932698673,1.8270543813705444,0.015333181411854111,,1,0,1800,conf_cone_r04_d12_N5_2-11-17-19-28_s40000_r0.npy
conf_cone_r04_d12,5,"2,11,17,19,28",40001,0,0.006732392590492964,15.549638572447343,0,0.00011537464160937816,0.0004996473369012029,1.8299063444137573,0.015614332372451988,,1,0,1800,conf_cone_r04_d12_N5_2-11-17-19-28_s40001_r0.npy
conf_cone_r04_d12,5,"5,16,17,27,30",40000,0,0.006866179406642914,18.16169562349088,0,0.00013621231482829899,0.0005524232150030076,1.951459527015686,0.018583102779688002,,1,0,1800,conf_cone_r04_d12_N5_5-16-17-27-30_s40000_r0.npy
conf_cone_r04_d12,5,"5,16,17,27,30",40001,0,0.006863300688564777,18.140201731198648,0,0.00013597443467006087,0.0005591059733099793,1.9857171773910522,0.014558396899345597,,1,0,1800,conf_cone_r04_d12_N5_5-16-17-27-30_s40001_r0.npy
conf_cone_r04_d12,8,"1,5,9,13,16,26,28,31",40000,0,0.00691806897521019,18.382354498412234,0,0.00013267910981085151,0.000561836359570499,2.0498461723327637,0.012713708011470952,,1,0,2400,conf_cone_r04_d12_N8_1-5-9-13-16-26-28-31_s40000_r0.npy
conf_cone_r04_d12,8,"1,5,9,13,16,26,28,31",40001,0,0.006915190257132053,18.389102898826103,0,0.00013246684102341533,0.0005641263498075545,2.0851404666900635,0.015602129923019225,,1,0,2400,conf_cone_r04_d12_N8_1-5-9-13-16-26-28-31_s40001_r0.npy
conf_cone_r04_d12,8,"5,10,18,20,21,23,25,30",40000,0,0.00662018870934844,18.62435239630001,0,0.00013739352289121598,0.0005627505872207661,2.023106336593628,0.017375318682373166,,1,0,2400,conf_cone_r04_d12_N8_5-10-18-20-21-23-25-30_s40000_r0.npy
