metric,n,rho_min,cv_mean,cv_max
G1_rank,18,0.9122489476096209,0.18852209878843665,0.2047009942021494
G2_logdet,18,0.4117647058823529,0.28933239774178715,0.3764269284964993
G3_effrank,18,0.9876160990712075,0.2950782867902706,0.2974065982567713
G4_cond,18,0.9277605779153767,2.972547385201035,4.074563542820655
G5_mineig,18,0.7770897832817338,0.8076841804567699,0.8950139732159007
