domain,scene,E_S3,E_S3_new,E_S3_dup,d_new,d_dup
analytic_noisy_sh,0ae2a05bf20c4b028b86c33e26aa9e0c,0.02591795101761818,0.02799294888973236,0.025697266682982445,-0.0020749978721141815,0.00022068433463573456
analytic_noisy_sh,0af17e65f26647cc99709f7d15944994,0.044003892689943314,0.04634224995970726,0.044132109731435776,-0.0023383572697639465,-0.00012821704149246216
analytic_noisy_sh,0b1cc5fa9d8744ddabb84d3ec55b9a97,0.020801972597837448,0.023097507655620575,0.01901332102715969,-0.002295535057783127,0.0017886515706777573
analytic_noisy_sh,0b6168841a3f46bdaa56947d469c79da,0.00014688089140690863,0.00014688317605759948,0.00014687996008433402,-2.2846506908535957e-09,9.313225746154785e-10
analytic_noisy_sh,0bba5774d2bd40e48a2d246fdd0b92f5,0.029876435175538063,0.031116535887122154,0.03038022108376026,-0.0012401007115840912,-0.0005037859082221985
analytic_noisy_sh,0c5eb9cedea94e2180187a07cb661ceb,0.01063450425863266,0.010938011109828949,0.010552002117037773,-0.00030350685119628906,8.250214159488678e-05
analytic_noisy_sh,0c87b9d50c7f4a2292e337ceb54ec36a,0.034796085208654404,0.03609951585531235,0.03503374010324478,-0.0013034306466579437,-0.0002376548945903778
analytic_noisy_sh,0cc862bb5d9f41269631ff62504cfdf9,0.012123296968638897,0.01279844157397747,0.01213530357927084,-0.0006751446053385735,-1.2006610631942749e-05
analytic_noisy_sh,0e63e1ef419b49278ddc45ec63f69979,0.007861088961362839,0.008141627535223961,0.007913424633443356,-0.00028053857386112213,-5.2335672080516815e-05
analytic_noisy_sh,0e92245b9cac4423810aece64743decd,0.05440085753798485,0.05448714271187782,0.05439664423465729,-8.628517389297485e-05,4.213303327560425e-06
analytic_noisy_sh,0f3d54f4b2b74580a2c1891c1116dc5f,0.029250696301460266,0.029866524040699005,0.029524631798267365,-0.000615827739238739,-0.0002739354968070984
analytic_noisy_sh,0f48025ff969419582312f9a02fd7af0,0.04330073297023773,0.04453008994460106,0.04338216781616211,-0.001229356974363327,-8.143484592437744e-05
analytic_noisy_sh,10edcd93ffa94c2a8cc0bc2e9bcf7eae,0.00014732973068021238,0.0001473299489589408,0.00014733007992617786,-2.1827872842550278e-10,-3.4924596548080444e-10
analytic_noisy_sh,1175f68a974a45f5b9b6e51c08f1a432,0.02126379683613777,0.022459635511040688,0.02138165757060051,-0.001195838674902916,-0.00011786073446273804
analytic_noisy_sh,11940acb7fe34046ae965ed2fc1a3359,0.0002893933851737529,0.00028939248295500875,0.0002893927739933133,9.022187441587448e-10,6.111804395914078e-10
analytic_noisy_sh,1199736697cb491a899f77c0b75112dd,0.0001473969896323979,0.00014739730977453291,0.0001473970914958045,-3.2014213502407074e-10,-1.0186340659856796e-10
analytic_noisy_sh,11b4c003677148478409d6a66a65eb0e,0.009907986037433147,0.009909314103424549,0.0098972637206316,-1.3280659914016724e-06,1.0722316801548004e-05
analytic_noisy_sh,12aef634af8944ff86f9a967ccb1608b,0.013992655090987682,0.014113898389041424,0.013951051980257034,-0.00012124329805374146,4.160311073064804e-05
analytic_noisy_sh,1397ff3d60e04d9aa7b0524d022cf5cf,0.00014802916848566383,0.00014802851364947855,0.00014802924124523997,6.548361852765083e-10,-7.275957614183426e-11
analytic_noisy_sh,13c868d7ccfa48288730c0e6334a288c,0.028896348550915718,0.030847104266285896,0.02977256290614605,-0.0019507557153701782,-0.0008762143552303314
analytic_noisy_sh,13d4e5021ab84f30afd31f35c213cccb,0.008776829577982426,0.008764263242483139,0.008722501806914806,1.2566335499286652e-05,5.4327771067619324e-05
analytic_noisy_sh,1420fb72273245db90f1e90ab0bc1724,0.01635369472205639,0.01737731136381626,0.016857365146279335,-0.0010236166417598724,-0.0005036704242229462
analytic_noisy_sh,15db5f6f195c4995898af1b0ce431f80,0.010768860578536987,0.011186966672539711,0.010936594568192959,-0.0004181060940027237,-0.00016773398965597153
analytic_noisy_sh,1603ccd8b72e49c1a7074f124b212f0e,0.00014745834050700068,0.00014745838416274637,0.00014745899534318596,-4.3655745685100555e-11,-6.548361852765083e-10
analytic_noisy_sh,16ffa17d84c8467f89403df9ad894301,0.008982330560684204,0.008849851787090302,0.009078125469386578,0.0001324787735939026,-9.57949087023735e-05
analytic_noisy_sh,17092add79b24457ba29f0b35d660072,0.025497330352663994,0.027544720098376274,0.025754131376743317,-0.0020473897457122803,-0.0002568010240793228
analytic_noisy_sh,179832b0585c415d979f90dced97ae71,0.03771557658910751,0.04054784029722214,0.038802310824394226,-0.002832263708114624,-0.0010867342352867126
analytic_noisy_sh,17bc5de2691b43cfb873091778a8de52,0.00014618525165133178,0.00014618334535043687,0.00014618514978792518,1.9063008949160576e-09,1.0186340659856796e-10
analytic_noisy_sh,18b0f54db566476fb861c8fa187cd8d8,0.04957855865359306,0.0540209598839283,0.0499836802482605,-0.004442401230335236,-0.0004051215946674347
