domain,model,scene,N,si_mae_A,light_dir_err,light_shape_err
analytic15_sh,sh,02c1619333c74000886bee7b9667e1d6,10,0.00014788364933338016,98.38218319598539,1.110359133408259
analytic15_sh,sh,02c1619333c74000886bee7b9667e1d6,15,0.00014788303815294057,83.01815682493263,1.1166354394424693
analytic15_sh,sh,02fc000a981e416386d8cc51c858de5b,1,0.17389315366744995,13.10203442307698,0.400305940114446
analytic15_sh,sh,02fc000a981e416386d8cc51c858de5b,2,0.16557322442531586,11.611467307564272,0.37650251174787774
analytic15_sh,sh,02fc000a981e416386d8cc51c858de5b,3,0.06031815707683563,11.756134940421338,0.4541001797671862
analytic15_sh,sh,02fc000a981e416386d8cc51c858de5b,5,0.04619825631380081,13.556901289519857,0.49833314066894036
analytic15_sh,sh,02fc000a981e416386d8cc51c858de5b,7,0.06960655003786087,13.32237726039943,0.46088721160135193
analytic15_sh,sh,02fc000a981e416386d8cc51c858de5b,10,0.05178886651992798,10.882327616237154,0.44091713349234674
analytic15_sh,sh,02fc000a981e416386d8cc51c858de5b,15,0.052663180977106094,12.835769773219992,0.4525674279123816
analytic15_sh,sh,03ba54375bcb45d1a92a5dcb9e8e3a59,1,0.09088937938213348,21.150945958668608,0.6458857339273882
analytic15_sh,sh,03ba54375bcb45d1a92a5dcb9e8e3a59,2,0.11322876811027527,16.18378099787636,0.4703976636237075
analytic15_sh,sh,03ba54375bcb45d1a92a5dcb9e8e3a59,3,0.03336428850889206,23.64071089452321,0.6174781202621563
analytic15_sh,sh,03ba54375bcb45d1a92a5dcb9e8e3a59,5,0.027918903157114983,15.98099683383496,0.5097598785951968
analytic15_sh,sh,03ba54375bcb45d1a92a5dcb9e8e3a59,7,0.03563455492258072,20.569355442511714,0.5828917329725065
analytic15_sh,sh,03ba54375bcb45d1a92a5dcb9e8e3a59,10,0.029708633199334145,13.98366306521448,0.4548179957867817
analytic15_sh,sh,03ba54375bcb45d1a92a5dcb9e8e3a59,15,0.03002602979540825,15.02716760129408,0.48559312630122337
