P,N,cutoff,path,full_lam_min_pos_norm,full_lam_max_norm,full_logdet_pos_norm,full_a_opt_pos_norm,full_d_pos,full_trace,full_min_eig,full_gauge_residual,full_offdiag_max,rank_Fk_min,active_frac_min,boundary_frac_max,proxy_lam_min_norm,proxy_logdet_norm,proxy_a_opt_norm,proxy_valid_frac,scene,subset,variant
1000,12,1e-06,dense,6.886177167126555e-05,0.0027143188445870408,-7.156334023987215,1488.4599205418344,997,1980.108504247609,8.562000652490874e-12,1.0159831942981621e-05,1.4320359410607113,2,0.201,0.0,0.0005661881786806044,-7.155486925506514,1476.283129980669,1.0,cube,"1,4,10,13,14,16,17,20,21,22,24,27",cap1000_cut1e-6
1000,12,1e-06,dense,6.711811289464145e-08,0.0018886963167556224,-6.989575755035606,16070.24635451192,998,2505.7977270408196,4.596796371705378e-10,2.1503442094405684e-05,0.7683596024098567,3,0.205,0.0,0.0007752561824503508,-6.979916682716001,1132.2640660359548,1.0,cube,"2,4,5,6,8,10,13,15,17,21,30,31",cap1000_cut1e-6
1000,12,1e-06,dense,1.2441436285363496e-08,0.003436929612726906,-7.456736797864288,82767.32847259393,998,1729.6438895708116,1.3841675539784723e-12,6.525995019549599e-06,1.299635545945723,2,0.207,0.0,0.0003646534022663984,-7.44449671458492,2218.34445415151,1.0,cube,"1,2,3,6,16,17,20,25,26,28,30,31",cap1000_cut1e-6
1000,12,1e-06,dense,6.469843996691545e-05,0.0024213768353943147,-7.071668061868646,1314.2515723280073,997,2557.2715805045386,2.2372030708560824e-11,7.254080654219727e-06,0.9529620377661954,2,0.195,0.0,0.0006559953838973648,-7.071162382109175,1301.5955950676869,1.0,cube,"0,3,8,9,17,20,22,23,25,28,30,31",cap1000_cut1e-6
1000,12,1e-06,dense,1.825461912367701e-05,0.0027960346243356207,-7.172910563785276,1560.8958829616647,997,1657.013476054488,1.1792393540408491e-11,9.32367388774881e-06,0.8633184851547273,2,0.199,0.0,0.0005536938184802419,-7.17040489121906,1507.9555670382192,1.0,cube,"1,3,4,6,10,11,14,18,19,21,22,29",cap1000_cut1e-6
1000,12,1e-06,dense,1.179917716136967e-07,0.0017459364269255247,-6.973526433016116,9604.617570730028,998,2948.1587059382477,7.594826426335457e-11,1.9369597763040154e-05,1.4306751649384055,2,0.219,0.0,0.0007980408024295899,-6.9649123895396166,1105.52546255304,1.0,cube,"0,2,3,5,8,9,11,20,26,28,30,31",cap1000_cut1e-6
1000,12,1e-06,dense,2.6683723205167524e-05,0.0035774643700538624,-7.474929173814382,2325.83991240144,997,1744.2890413266227,7.687888526606877e-12,5.513279784608332e-06,0.8475294484792175,2,0.2,0.0,0.0003556663230297983,-7.471950927289112,2289.758775444314,1.0,cube,"2,4,9,16,17,18,19,23,26,27,28,31",cap1000_cut1e-6
1000,12,1e-06,dense,2.68817777856972e-08,0.0020186251324520966,-7.012337219431688,38457.40793168893,998,2604.4198189107315,4.296130011870465e-11,1.413208143714604e-05,0.5872797946912021,3,0.206,0.0,0.00074006033422601,-7.001565123942938,1172.2699710872266,1.0,cube,"0,2,7,11,12,13,15,16,21,25,28,31",cap1000_cut1e-6
1000,12,1e-06,dense,1.6587539684019665e-08,0.0025326775920639704,-7.154643373684215,61882.0812451371,998,2085.339091606063,8.018175379350703e-11,1.4052511172848411e-05,0.4696631940887415,2,0.221,0.0,0.0005633090308317504,-7.142688036646133,1459.799583469654,1.0,cube,"6,7,8,9,10,11,14,21,22,24,26,28",cap1000_cut1e-6
1000,12,1e-06,dense,6.946251804699522e-08,0.002061598271563674,-7.021028626323755,15632.738009490371,998,2005.04190911576,5.841670718418424e-11,1.3975569366939161e-05,0.5447346130051804,2,0.204,0.0,0.0007278053765206416,-7.010797574015182,1189.0727344834922,1.0,cube,"0,1,2,4,10,11,12,14,15,21,22,26",cap1000_cut1e-6
1000,12,1e-06,dense,3.023713416120741e-08,0.0025360185955985185,-7.099424928864532,34481.96742072281,998,2627.0467837943233,9.80113408663093e-11,1.2462787745197615e-05,0.657261542250596,2,0.19,0.0,0.0006376124740833565,-7.088557963192972,1335.2745937485554,1.0,cube,"0,3,12,15,21,22,23,24,26,27,29,30",cap1000_cut1e-6
1000,12,1e-06,dense,4.961913946801916e-08,0.0016179567566349908,-6.933671782063497,21227.914077738576,998,2972.426863401533,7.191831661412638e-10,3.734429990949165e-05,0.9280325468375961,2,0.182,0.0,0.0009030884036128877,-6.924790140328767,1031.6457690848088,1.0,cube,"0,2,5,6,7,8,10,13,17,24,25,26",cap1000_cut1e-6
1000,3,1e-06,dense,2.390557616235317e-07,0.0014455960328888023,-7.076320028261762,6037.1693717462285,997,1250.9677959525861,1.8406881059207857e-13,1.8860547722275675e-08,0.03535867022603751,5,1.0,0.0,3.173954287307432e-05,-7.071882695156777,1789.786382140391,1.0,cylinder,"2,13,18",cap1000_cut1e-6
1000,3,1e-06,dense,3.985092516553982e-07,0.0014386384385798865,-7.037807040687988,4025.1868587008876,997,789.8135515497931,1.4679006476542563e-12,1.360306463338336e-08,0.05079460845615269,5,0.578,0.0,4.803668397026063e-05,-7.034013997346954,1515.6269897104166,1.0,cylinder,"12,13,14",cap1000_cut1e-6
1000,3,1e-06,dense,1.3689383796420082e-07,0.0029325094561835053,-7.687432438208538,42843.97396943035,997,426.770200384591,-1.297977205626372e-13,1.3393693373200052e-08,0.059604543949533254,5,0.589,0.0,1.097230840063129e-06,-7.686097283961097,36737.691148328006,1.0,cylinder,"6,12,24",cap1000_cut1e-6
1000,3,1e-06,dense,3.8269849211290424e-07,0.0013227662620775862,-6.978447705099976,3844.202588595517,997,1467.6494822894254,2.962137557691064e-13,1.2643773955533561e-08,0.03207449965911252,5,0.706,0.0,0.0001674424148504855,-6.973871007388661,1185.1089284721716,1.0,cylinder,"0,7,13",cap1000_cut1e-6
1000,3,1e-06,dense,2.5790116965533262e-08,0.0013182526215863872,-6.998397297894146,40273.96929146581,997,700.9625636830265,-2.8075653824613057e-13,4.984495500296914e-06,0.03453486394616331,4,0.329,0.0,9.588295658075889e-05,-6.990475159495776,1297.3874745115352,1.0,cylinder,"1,6,8",cap1000_cut1e-6
1000,3,1e-06,dense,2.1830490229687974e-08,0.001610556867250741,-7.015444536102976,47942.497620669186,998,769.668848183071,2.0586652196024314e-13,1.3166183998545784e-08,0.058112459413865156,5,0.506,0.0,9.040653614614166e-05,-7.002190653807247,1373.540795363116,1.0,cylinder,"8,9,22",cap1000_cut1e-6
1000,3,1e-06,dense,5.131647512238185e-07,0.0019381906437815914,-7.339776833052105,7824.636720890401,997,1135.1234126565719,2.0956287780126748e-13,1.0803347744305222e-08,0.07958156019263397,5,0.695,0.0,5.947145460196117e-06,-7.337674370668013,6054.0832422113235,1.0,cylinder,"21,25,31",cap1000_cut1e-6
1000,3,1e-06,dense,1.2239449009339027e-08,0.0033205299953901865,-7.69536330766595,151879.48797277847,997,475.9900903303966,2.855673602948822e-13,3.0522157512891773e-06,0.07735127832944341,4,0.335,0.0,1.6138824735273254e-07,-7.69163056337534,73582.76266141693,1.0,cylinder,"1,24,25",cap1000_cut1e-6
1000,3,1e-06,dense,4.97237915458408e-08,0.003047232475775547,-7.777197995655914,183973.0151345162,991,666.5829000592832,-8.418115099861942e-13,1.0533662456363713e-08,0.09339484222090694,5,0.745,0.0,4.776789812096839e-08,-7.783545079307299,206013.27574481897,0.995,cylinder,"20,24,28",cap1000_cut1e-6
