scene,N,subset,final_loss,success,converged,grad_norm,tail_range,restart,iters,si_mae_A,ho_psnr
conf_cube_axis,8,"12,17,18,20,21,22,25,27",5.857276846654713e-05,0,0,0.000259080955462131,nan,0,2400,0.0031285870354622602,17.39417220804203
conf_cube_plus_cone,3,"1,6,28",7.810936222085729e-05,0,0,0.0002935331055310425,nan,0,1400,0.02217625454068184,13.611675301892534
conf_cube_plus_cone,3,"1,10,22",0.0001575158239575103,0,0,0.00038765962316638096,nan,0,1400,0.005900361575186253,16.713213611037915
conf_cube_plus_cone,3,"1,13,24",0.0005606929771602154,0,0,0.00042699278384109935,nan,0,1400,0.008382321335375309,20.058299807927433
conf_cube_plus_cone,3,"2,3,26",0.00014842176460660994,0,0,0.0004393478570396007,nan,0,1400,0.004473355133086443,19.495855135685723
conf_cube_plus_cone,3,"2,11,26",0.0001398183812852949,0,0,0.0004074486403584304,nan,0,1400,0.005056749098002911,18.229834777187378
conf_cube_plus_cone,3,"3,8,20",0.0005912836641073227,0,0,0.0004317762576923977,nan,0,1400,0.01453800406306982,18.94117903569764
conf_cube_plus_cone,3,"3,10,25",0.00014086597366258502,0,0,0.00042083917059719577,nan,0,1400,0.004375581629574299,18.834434068771458
conf_cube_plus_cone,3,"3,13,16",0.000833592377603054,0,0,0.0004496800668530931,nan,0,1400,0.010355386883020401,21.203678824846584
conf_cube_plus_cone,3,"3,19,24",0.00037640176014974713,0,0,0.0003921352777454446,nan,0,1400,0.03494838625192642,16.0423157524377
conf_cube_plus_cone,3,"4,5,9",0.00015232258010655642,0,0,0.0004291440811133836,nan,0,1400,0.004880483727902174,19.150574303891396
conf_cube_plus_cone,3,"4,9,27",0.00018391726189292967,0,0,0.0002899462729708895,nan,0,1400,0.031552910804748535,13.010128724335054
conf_cube_plus_cone,3,"4,10,30",0.00011864196858368814,0,0,0.0003915758166006226,nan,0,1400,0.005821617785841227,16.88238353335536
conf_cube_plus_cone,3,"5,10,17",0.00015179476758930832,0,0,0.0004422969586766826,nan,0,1400,0.004261533264070749,19.92181416755956
conf_cube_plus_cone,3,"5,12,13",0.00016192329348996282,0,0,0.0004570081964051062,nan,0,1400,0.004135828465223312,21.46442078848942
conf_cube_plus_cone,3,"6,21,28",0.0001379848108626902,0,0,0.00043403699549579973,nan,0,1400,0.005229202099144459,19.301335733685015
conf_cube_plus_cone,3,"7,16,26",0.0008662912296131253,0,0,0.00042975594196461973,nan,0,1400,0.007386918179690838,19.88399646965032
conf_cube_plus_cone,3,"8,21,31",0.0007361581083387136,0,0,0.0004489854626708144,nan,0,1400,0.007193901110440493,20.776610157407895
conf_cube_plus_cone,3,"9,21,27",0.00029376120073720813,0,0,0.00041866980138789044,nan,0,1400,0.0067802900448441505,19.09305001277899
conf_cube_plus_cone,3,"9,22,24",0.0002812994353007525,0,0,0.0003348193342086099,nan,0,1400,0.027252288535237312,14.226363750259132
conf_cube_plus_cone,3,"10,14,19",0.0002859062806237489,0,0,0.00038665407148379604,nan,0,1400,0.006185084115713835,16.76012820362597
conf_cube_plus_cone,3,"10,15,29",0.0004221071139909327,0,0,0.0004162124769435346,nan,0,1400,0.005192379467189312,18.488572664195527
conf_cube_plus_cone,3,"10,23,26",0.00014793068112339824,0,0,0.0004227854922197408,nan,0,1400,0.004432902671396732,19.067584911998537
conf_cube_plus_cone,3,"13,14,17",0.00016763561870902777,0,0,0.00045206527375756705,nan,0,1400,0.00495618162676692,20.02658855355225
conf_cube_plus_cone,3,"13,21,24",0.0006104970234446228,0,0,0.00044398013119034094,nan,0,1400,0.005468275863677263,21.347031081573444
conf_cube_plus_cone,3,"14,20,30",0.00013019563630223274,0,0,0.00029829506196062084,nan,0,1400,0.030293701216578484,13.641690997676081
conf_cube_plus_cone,3,"16,18,28",0.0008634148980490863,0,0,0.00044369915760560227,nan,0,1400,0.0062147025018930435,20.224509185705244
conf_cube_plus_cone,3,"18,22,30",0.00017011802992783487,0,0,0.0004286486138039376,nan,0,1400,0.005372727755457163,18.360691217357186
conf_cube_plus_cone,3,"21,22,23",0.00019290928321424872,0,0,0.0004326901505031675,nan,0,1400,0.004887476097792387,19.413866123362983
conf_cube_plus_cone,3,"26,27,30",0.000272018660325557,0,0,0.00041052886333245176,nan,0,1400,0.006285512819886208,18.082582495043205
conf_cube_plus_cone,5,"0,1,3,9,17",0.0001342095056315884,0,0,0.00043266923114804065,nan,0,1800,0.004886431619524956,20.215033705739017
conf_cube_plus_cone,5,"0,1,4,8,31",0.0004923974629491568,0,0,0.00043277681716830747,nan,0,1800,0.017384592443704605,21.028568715912485
conf_cube_plus_cone,5,"0,1,5,21,29",0.0003147399111185223,0,0,0.0004465013159377688,nan,0,1800,0.005490992218255997,21.263087626977075
conf_cube_plus_cone,5,"0,4,9,23,30",0.000132753950310871,0,0,0.0004193905690702553,nan,0,1800,0.005362318828701973,22.230071697573422
conf_cube_plus_cone,5,"0,5,15,20,24",0.00042511391802690923,0,0,0.00043872425727846273,nan,0,1800,0.005080800969153643,22.777846379834905
conf_cube_plus_cone,5,"0,7,8,23,25",0.0005255417781881988,0,0,0.0004395823155828217,nan,0,1800,0.013332321308553219,22.640733758888942
conf_cube_plus_cone,5,"0,7,20,23,26",0.00014443164400290698,0,0,0.0004394495544453443,nan,0,1800,0.004809635225683451,22.59160890047435
conf_cube_plus_cone,5,"0,17,21,29,31",0.00031008938094601035,0,0,0.0004477801082783279,nan,0,1800,0.005812573246657848,22.8339072571693
conf_cube_plus_cone,5,"1,7,8,12,27",0.0004992877366021276,0,0,0.00039176329554108693,nan,0,1800,0.01097035314887762,17.1648616195997
conf_cube_plus_cone,5,"1,9,10,11,15",0.00011917385563720018,0,0,0.0003774401883858643,nan,0,1800,0.006086352746933699,16.067647835151682
conf_cube_plus_cone,5,"1,14,18,25,27",0.0002150336222257465,0,0,0.00039818156975266893,nan,0,1800,0.0065583763644099236,16.81259901559796
conf_cube_plus_cone,5,"1,14,19,21,27",0.00029395497404038906,0,0,0.0003993212593079559,nan,0,1800,0.008792426437139511,17.458148259409743
conf_cube_plus_cone,5,"2,4,9,13,19",0.000217784006963484,0,0,0.00041595685709163203,nan,0,1800,0.005630164872854948,18.43694719425391
conf_cube_plus_cone,5,"2,7,9,17,22",0.00012392070493660867,0,0,0.00033806988428892993,nan,0,1800,0.006411650683730841,13.910992085473755
conf_cube_plus_cone,5,"3,5,7,10,13",0.00015856117533985525,0,0,0.00045126229107482653,nan,0,1800,0.004114523064345121,20.455948086680444
conf_cube_plus_cone,5,"5,9,18,20,27",0.0002412421745248139,0,0,0.000427411674703394,nan,0,1800,0.005018038209527731,19.316243334273253
conf_cube_plus_cone,5,"5,10,25,26,31",0.0001476028119213879,0,0,0.00043720598611103856,nan,0,1800,0.004282244946807623,19.719556208280736
conf_cube_plus_cone,5,"5,12,16,20,28",0.0005752299330197275,0,0,0.0004267161964011118,nan,0,1800,0.005887155421078205,19.427146466799194
conf_cube_plus_cone,5,"5,14,20,21,24",0.0004408492532093078,0,0,0.00043891519282515255,nan,0,1800,0.006457753945142031,19.850422946998847
conf_cube_plus_cone,5,"5,15,22,23,26",0.00016567506827414036,0,0,0.00042555224176042857,nan,0,1800,0.004790039733052254,19.289924046340293
conf_cube_plus_cone,5,"6,9,11,22,24",0.00024742784444242716,0,0,0.000339899387353795,nan,0,1800,0.019383713603019714,14.089360892402325
conf_cube_plus_cone,5,"6,18,21,22,24",0.000430976040661335,0,0,0.00042031000680056057,nan,0,1800,0.007450419012457132,19.2156972139588
conf_cube_plus_cone,5,"7,9,15,19,26",0.00020723481429740787,0,0,0.0003868093506654202,nan,0,1800,0.0060013532638549805,16.603980310436906
conf_cube_plus_cone,5,"7,11,17,24,27",0.0004248382174409926,0,0,0.00035253092018956575,nan,0,1800,0.010911385528743267,14.996865668407914
conf_cube_plus_cone,5,"8,14,18,23,28",0.000536044011823833,0,0,0.00043115203578705834,nan,0,1800,0.014759732410311699,19.505629490466468
conf_cube_plus_cone,5,"8,16,17,24,28",0.000982985133305192,0,0,0.0004113510547687418,nan,0,1800,0.021363988518714905,17.998536170289185
conf_cube_plus_cone,5,"9,11,16,20,31",0.0005557677359320223,0,0,0.00040404599717472816,nan,0,1800,0.009667406789958477,17.40747591829691
conf_cube_plus_cone,5,"10,13,26,27,31",0.00024210484116338193,0,0,0.00043814493981296585,nan,0,1800,0.004460977856069803,20.03808020013007
conf_cube_plus_cone,5,"12,18,19,21,26",0.0002326011745026335,0,0,0.00044254080271125034,nan,0,1800,0.004331725649535656,19.951811918867605
conf_cube_plus_cone,5,"14,17,18,19,25",0.0002088820474455133,0,0,0.0004015309878630841,nan,0,1800,0.005929994862526655,16.89593812621563
conf_cube_plus_cone,8,"0,1,2,6,9,21,28,29",0.00023853458696976304,0,0,0.00042160054848628244,nan,0,2400,0.005419042427092791,16.089745196003854
conf_cube_plus_cone,8,"0,1,5,11,14,16,17,18",0.00042070134077221155,0,0,0.0004335407479603674,nan,0,2400,0.005621795076876879,20.633264358047036
conf_cube_plus_cone,8,"0,1,6,7,15,21,26,31",0.00013641257828567177,0,0,0.00043331043422687387,nan,0,2400,0.004822553601115942,20.369307322509094
conf_cube_plus_cone,8,"0,1,14,15,18,21,23,26",0.0001527172717032954,0,0,0.00043653887767540744,nan,0,2400,0.0045491172932088375,20.59867637759001
conf_cube_plus_cone,8,"0,2,3,5,7,8,19,24",0.0005974288214929402,0,0,0.0004346540198760403,nan,0,2400,0.014270471408963203,22.54580422749997
conf_cube_plus_cone,8,"0,2,15,16,21,23,24,31",0.0005886556464247406,0,0,0.0004236996530481637,nan,0,2400,0.005948227364569902,22.537084931490114
conf_cube_plus_cone,8,"0,3,6,15,16,18,19,31",0.00045987157500348985,0,0,0.00042661863428072226,nan,0,2400,0.005353734828531742,22.474929416825013
conf_cube_plus_cone,8,"0,4,16,25,26,28,29,30",0.0005039980751462281,0,0,0.000424587900865502,nan,0,2400,0.007622245699167252,22.46493892629561
conf_cube_plus_cone,8,"0,5,6,7,11,12,17,28",0.00012902621529065073,0,0,0.0004178673924548363,nan,0,2400,0.005145216826349497,22.25848797153846
conf_cube_plus_cone,8,"0,5,8,9,17,25,28,29",0.00046811564243398607,0,0,0.0004307853352562926,nan,0,2400,0.01447885762900114,22.55758370853276
conf_cube_plus_cone,8,"0,5,10,11,21,22,25,27",0.0002167929196730256,0,0,0.00043603759319610564,nan,0,2400,0.004780968651175499,22.633906245140487
conf_cube_plus_cone,8,"0,6,8,12,15,21,25,27",0.0004198316019028425,0,0,0.0004305492183038627,nan,0,2400,0.016244124621152878,22.444727994996207
conf_cube_plus_cone,8,"0,6,15,16,20,22,24,30",0.0005683507188223302,0,0,0.0004049183779086932,nan,0,2400,0.009084774181246758,22.116674220376073
conf_cube_plus_cone,8,"0,7,17,19,24,25,27,30",0.00038635614328086376,0,0,0.00039176957049245746,nan,0,2400,0.008184188045561314,21.77875214986221
conf_cube_plus_cone,8,"0,14,15,21,22,24,26,31",0.00033973465906456113,0,0,0.00043287582875994754,nan,0,2400,0.005647656507790089,22.52042524342937
conf_cube_plus_cone,8,"1,3,4,6,16,22,24,30",0.0004269002238288522,0,0,0.00036574730730379193,nan,0,2400,0.028974689543247223,15.156240958802133
conf_cube_plus_cone,8,"1,5,19,20,25,27,28,31",0.00021732547611463815,0,0,0.0003990194873534936,nan,0,2400,0.005951781757175922,17.223732747036255
conf_cube_plus_cone,8,"2,3,6,7,10,18,25,26",0.00013740299618802965,0,0,0.0004076737508515251,nan,0,2400,0.004871679004281759,18.239316441586997
conf_cube_plus_cone,8,"2,9,10,12,14,18,26,27",0.0002074108342640102,0,0,0.0004023459996664768,nan,0,2400,0.005320433992892504,17.69994245168858
conf_cube_plus_cone,8,"2,12,16,17,18,22,28,31",0.0004148781590629369,0,0,0.00040165918443314276,nan,0,2400,0.005827788729220629,17.672202557299425
conf_cube_plus_cone,8,"3,4,9,16,21,24,28,29",0.0006464611506089568,0,0,0.0004133724715071814,nan,0,2400,0.017480261623859406,18.54749174493001
conf_cube_plus_cone,8,"4,8,11,14,16,25,26,31",0.0006220688810572028,0,0,0.0004165285501133294,nan,0,2400,0.022856825962662697,18.683122259777342
conf_cube_plus_cone,8,"5,6,17,21,23,26,30,31",0.00013422527990769595,0,0,0.0004267540380987402,nan,0,2400,0.004671541973948479,19.10454666881612
conf_cube_plus_cone,8,"5,8,9,10,16,18,21,30",0.0006611563148908317,0,0,0.000445064395783447,nan,0,2400,0.011687804013490677,20.32155099455192
conf_cube_plus_cone,8,"5,8,9,12,20,21,23,30",0.0003850081702694297,0,0,0.0004334191938919812,nan,0,2400,0.011371512897312641,19.52605054343704
conf_cube_plus_cone,8,"5,8,10,11,14,15,17,22",0.00040149234700948,0,0,0.00042367668632212516,nan,0,2400,0.011963398195803165,18.92604120520455
conf_cube_plus_cone,8,"5,9,12,13,16,21,23,29",0.0005276951706036925,0,0,0.0004395539262366508,nan,0,2400,0.0063528865575790405,20.183783191266368
conf_cube_plus_cone,8,"5,14,15,16,19,21,26,28",0.00047722156159579754,0,0,0.00043110055254147055,nan,0,2400,0.005194477271288633,19.66742808733907
conf_cube_plus_cone,8,"7,10,13,15,19,20,22,26",0.00020245157065801322,0,0,0.00041696738438146066,nan,0,2400,0.005160638131201267,18.607710748435295
conf_cube_plus_cone,8,"9,15,16,17,20,22,23,24",0.0005596984410658479,0,0,0.00037262396402016674,nan,0,2400,0.009637697599828243,16.447347705863567
conf_cyl_plus_sphere,3,"0,1,13",0.000306563830235973,0,0,0.0004692531772924396,nan,0,1400,0.0074284737929701805,20.24575306629277
conf_cyl_plus_sphere,3,"0,7,13",0.0002887630835175514,0,0,0.000464943668429316,nan,0,1400,0.008430971764028072,27.748150593384032
conf_cyl_plus_sphere,3,"1,4,8",0.00024178183230105788,0,0,0.0005042092212303097,nan,0,1400,0.007258635945618153,20.437797205483292
conf_cyl_plus_sphere,3,"1,6,24",0.0005014714552089572,0,0,0.00039633514071374853,nan,0,1400,0.016787435859441757,15.783296497165459
conf_cyl_plus_sphere,3,"1,6,26",0.0005281100166030228,0,0,0.0004404589018057182,nan,0,1400,0.011987828649580479,18.393299857054032
conf_cyl_plus_sphere,3,"1,10,28",0.00038527161814272404,0,0,0.0003927608313971165,nan,0,1400,0.013530793599784374,16.883869047114576
conf_cyl_plus_sphere,3,"1,18,25",0.00027162631158716977,0,0,0.00046022378665019084,nan,0,1400,0.00826571136713028,18.742269592670564
conf_cyl_plus_sphere,3,"1,27,28",0.0003699181543197483,0,0,0.0003475997148647784,nan,0,1400,0.03961089625954628,13.89011334880059
conf_cyl_plus_sphere,3,"2,9,11",0.0004903765511699021,0,0,0.0003849643504057859,nan,0,1400,0.014466620050370693,14.607568518324925
conf_cyl_plus_sphere,3,"3,6,22",0.000502740906085819,0,0,0.0004294169402855801,nan,0,1400,0.013912037014961243,16.697467023054205
conf_cyl_plus_sphere,3,"3,13,19",0.0006709968438372016,0,0,0.00044403471754534513,nan,0,1400,0.015459364280104637,20.11940992992313
conf_cyl_plus_sphere,3,"4,7,28",0.0002131722867488861,0,0,0.0003480576158735493,nan,0,1400,0.019130893051624298,14.121254452049712
conf_cyl_plus_sphere,3,"4,12,17",9.567659435560927e-05,0,0,0.0003654959512400818,nan,0,1400,0.008138393051922321,12.725075348969073
conf_cyl_plus_sphere,3,"4,13,22",0.00020325620425865054,0,0,0.0005062390416520423,nan,0,1400,0.007485601119697094,21.029755957849385
conf_cyl_plus_sphere,3,"5,21,24",0.00039517198456451297,0,0,0.00044915925505044867,nan,0,1400,0.012936074286699295,21.720915635425648
conf_cyl_plus_sphere,3,"5,26,27",0.0003483562031760812,0,0,0.0004512667359401081,nan,0,1400,0.012483248487114906,21.283332243973575
conf_cyl_plus_sphere,3,"6,17,30",0.00041509492439217865,0,0,0.00031696855805032567,nan,0,1400,0.04849330335855484,13.054893694050016
conf_cyl_plus_sphere,3,"8,11,30",0.0005210784147493541,0,0,0.00045896661025852264,nan,0,1400,0.01193175371736288,20.60943802016864
conf_cyl_plus_sphere,3,"10,15,19",0.0006570130935870111,0,0,0.0004028036361513292,nan,0,1400,0.010650189593434334,16.747512031944275
conf_cyl_plus_sphere,3,"11,21,24",0.0005856763455085456,0,0,0.0004046302908110312,nan,0,1400,0.01605953462421894,19.257017739762624
conf_cyl_plus_sphere,3,"11,21,28",0.0005902168340981007,0,0,0.00042831508193620166,nan,0,1400,0.01342109777033329,19.464749244012
conf_cyl_plus_sphere,3,"12,13,19",0.0004468521219678223,0,0,0.00047676775584794555,nan,0,1400,0.009571687318384647,20.721875206307324
conf_cyl_plus_sphere,3,"12,14,15",0.00039855026989243925,0,0,0.00038188885823125406,nan,0,1400,0.008081149309873581,14.07824994114514
conf_cyl_plus_sphere,3,"12,24,28",0.00031324324663728476,0,0,0.000430553046067547,nan,0,1400,0.009084178134799004,16.383967924124487
conf_cyl_plus_sphere,3,"14,17,23",0.0003531155816745013,0,0,0.00043204581638764443,nan,0,1400,0.007237745448946953,15.879268532035047
conf_cyl_plus_sphere,3,"16,17,28",0.0002745788369793445,0,0,0.0004690862070458011,nan,0,1400,0.008678081445395947,18.786291729312644
conf_cyl_plus_sphere,3,"17,21,29",0.00016916540334932506,0,0,0.000471454976747279,nan,0,1400,0.01102541759610176,20.662351814693057
conf_cyl_plus_sphere,3,"17,23,28",0.00021605007350444794,0,0,0.00038427337781784604,nan,0,1400,0.010563654825091362,15.72579874577519
conf_cyl_plus_sphere,3,"18,22,29",0.0002655046118889004,0,0,0.0004543852871798278,nan,0,1400,0.011574494652450085,19.853638652114917
conf_cyl_plus_sphere,5,"0,3,10,13,23",0.0005152150988578796,0,0,0.0004936694068288319,nan,0,1800,0.007798883132636547,27.65333740505578
conf_cyl_plus_sphere,5,"0,7,11,24,25",0.00047477096086367965,0,0,0.0004883153560851332,nan,0,1800,0.008961839601397514,27.32377031944804
conf_cyl_plus_sphere,5,"0,7,12,23,30",0.0002272741694469005,0,0,0.0004989951279595214,nan,0,1800,0.007414333987981081,27.307640564726547
conf_cyl_plus_sphere,5,"0,8,11,13,29",0.0004228590405546129,0,0,0.0005127802849828022,nan,0,1800,0.007486230228096247,27.848377108516182
conf_cyl_plus_sphere,5,"0,23,25,26,31",0.00021850541816093028,0,0,0.0004918608125895873,nan,0,1800,0.008358837105333805,27.35885582707723
conf_cyl_plus_sphere,5,"1,18,19,22,25",0.00038200212293304503,0,0,0.0004750227564190221,nan,0,1800,0.007523158099502325,17.757200241896204
conf_cyl_plus_sphere,5,"2,3,14,16,30",0.00047019089106470346,0,0,0.00047240358313976476,nan,0,1800,0.009892664849758148,18.046578573841913
conf_cyl_plus_sphere,5,"2,4,5,10,13",0.0003443320747464895,0,0,0.00047924928310617376,nan,0,1800,0.00918527226895094,20.482701300333144
conf_cyl_plus_sphere,5,"2,8,21,24,27",0.0003931629762519151,0,0,0.000505167560094697,nan,0,1800,0.007212458178400993,20.83170575462511
conf_cyl_plus_sphere,5,"3,6,14,17,30",0.0004573496407829225,0,0,0.0004247037908956857,nan,0,1800,0.013240734115242958,15.854324520310621
conf_cyl_plus_sphere,5,"3,7,9,16,23",0.0004180271062068641,0,0,0.0004796070518641652,nan,0,1800,0.009128978475928307,18.035770347141153
conf_cyl_plus_sphere,5,"3,8,17,19,29",0.0004396631265990436,0,0,0.000503939965669192,nan,0,1800,0.009047227911651134,19.837999630212096
conf_cyl_plus_sphere,5,"4,6,7,17,18",0.00037669888115487993,0,0,0.00047010423516976907,nan,0,1800,0.007192249875515699,17.429710043392316
conf_cyl_plus_sphere,5,"4,7,10,11,23",0.0005375435575842857,0,0,0.00041735582696388176,nan,0,1800,0.008898066356778145,16.834445226141202
conf_cyl_plus_sphere,5,"5,12,21,27,31",0.000255934486631304,0,0,0.0005162751294266642,nan,0,1800,0.00676635280251503,20.906945249742655
conf_cyl_plus_sphere,5,"5,13,15,21,31",0.00025574275059625506,0,0,0.00048590299429297984,nan,0,1800,0.008343507535755634,21.17517003776176
conf_cyl_plus_sphere,5,"6,9,15,21,28",0.0004294289683457464,0,0,0.0004811671356988723,nan,0,1800,0.007224476430565119,18.620479063819076
conf_cyl_plus_sphere,5,"6,10,12,16,19",0.0005966161843389273,0,0,0.00045386799509975926,nan,0,1800,0.010311726480722427,17.934274644712087
conf_cyl_plus_sphere,5,"6,21,26,28,29",0.0003784801810979843,0,0,0.0004995033307475592,nan,0,1800,0.0074881273321807384,20.140890800362186
conf_cyl_plus_sphere,5,"7,8,11,26,27",0.0004751511150971055,0,0,0.0004878312792118705,nan,0,1800,0.00842416100203991,20.215457875360407
conf_cyl_plus_sphere,5,"7,13,19,20,31",0.0003876861883327365,0,0,0.0005025327522411735,nan,0,1800,0.006656816694885492,19.999604545123947
conf_cyl_plus_sphere,5,"8,9,17,20,28",0.0001976524799829349,0,0,0.0004957794935887724,nan,0,1800,0.0072580548003315926,19.52555301405855
conf_cyl_plus_sphere,5,"9,11,13,20,21",0.00041994694038294256,0,0,0.0005063260800745531,nan,0,1800,0.00753129692748189,20.853453207149126
conf_cyl_plus_sphere,5,"9,15,17,18,29",0.00023467896971851587,0,0,0.0004719377686420667,nan,0,1800,0.007293364964425564,18.6471974716885
conf_cyl_plus_sphere,5,"9,20,25,27,30",0.00020309460524003953,0,0,0.00037081787678508953,nan,0,1800,0.008239113725721836,13.708817318971114
conf_cyl_plus_sphere,5,"10,11,16,20,25",0.0005192175740376115,0,0,0.00046724724148612326,nan,0,1800,0.00883257482200861,18.196776579621257
conf_cyl_plus_sphere,5,"10,13,17,29,31",0.00024925736943259835,0,0,0.00047651547751281434,nan,0,1800,0.007991346530616283,20.51966179008504
conf_cyl_plus_sphere,5,"11,17,19,27,29",0.00042183618643321097,0,0,0.000422016625657933,nan,0,1800,0.011675501242280006,16.307242833669893
conf_cyl_plus_sphere,5,"14,19,25,28,31",0.00042168324580416083,0,0,0.00042015744134096025,nan,0,1800,0.008432537317276001,16.022394116738557
conf_cyl_plus_sphere,5,"15,18,19,29,30",0.00039831805042922497,0,0,0.000478601488406391,nan,0,1800,0.0070876204408705235,18.6542548506584
conf_cyl_plus_sphere,8,"0,1,2,4,5,13,24,30",0.00030291223083622754,0,0,0.0005289643450959028,nan,0,2400,0.007107050623744726,18.16342909853962
conf_cyl_plus_sphere,8,"0,3,10,14,15,20,26,30",0.00045451385085470974,0,0,0.0004939728419650776,nan,0,2400,0.007333364803344011,27.38849333847049
conf_cyl_plus_sphere,8,"0,3,11,13,15,18,20,27",0.0005423963884823024,0,0,0.0004947686698576444,nan,0,2400,0.008084799163043499,27.462564966473405
conf_cyl_plus_sphere,8,"0,5,8,9,12,18,21,29",0.0001923420641105622,0,0,0.0005295243498175889,nan,0,2400,0.0074739656411111355,27.80366398603009
conf_cyl_plus_sphere,8,"0,5,10,13,16,18,26,30",0.00027524540200829506,0,0,0.0004994074796613565,nan,0,2400,0.0075231692753732204,27.66826945734301
conf_cyl_plus_sphere,8,"0,5,10,16,17,24,25,26",0.00030751770827919245,0,0,0.0005301593462511085,nan,0,2400,0.0070372228510677814,27.644476118842242
conf_cyl_plus_sphere,8,"0,8,11,12,17,20,21,26",0.0003217303310520947,0,0,0.0005283089837739509,nan,0,2400,0.007247165311127901,27.737805992408468
conf_cyl_plus_sphere,8,"1,2,3,6,15,18,20,24",0.0005860376404598355,0,0,0.00044749074322794207,nan,0,2400,0.00960362609475851,17.56672631485337
conf_cyl_plus_sphere,8,"1,2,6,11,22,25,29,31",0.0004990619490854442,0,0,0.000424528197560116,nan,0,2400,0.010646091774106026,16.789809423733246
conf_cyl_plus_sphere,8,"1,3,7,8,9,12,20,25",0.0003381833666935563,0,0,0.0004666539068684438,nan,0,2400,0.009080102667212486,18.362169767886453
conf_cyl_plus_sphere,8,"1,4,6,8,18,24,27,30",0.0003855878603644669,0,0,0.0004904565691070314,nan,0,2400,0.007980060763657093,19.404217972647615
conf_cyl_plus_sphere,8,"1,4,12,15,17,23,27,29",0.0002597321872599423,0,0,0.0004594722541088912,nan,0,2400,0.0068568638525903225,16.558120639805264
conf_cyl_plus_sphere,8,"1,4,14,15,18,23,25,31",0.0003129879478365183,0,0,0.00044481835894586656,nan,0,2400,0.007926098071038723,17.37675559991919
conf_cyl_plus_sphere,8,"1,5,18,20,21,23,25,26",0.00024111292441375554,0,0,0.00048566530055223884,nan,0,2400,0.00803377851843834,20.22235580587871
conf_cyl_plus_sphere,8,"1,8,9,12,18,19,27,30",0.00032562462729401886,0,0,0.0004908520580640069,nan,0,2400,0.007357908878475428,19.109590222167352
conf_cyl_plus_sphere,8,"2,3,7,11,20,21,25,27",0.0005027406150475144,0,0,0.0004613144423953943,nan,0,2400,0.009382459335029125,17.838547274323865
conf_cyl_plus_sphere,8,"2,4,7,9,10,18,20,27",0.00033915575477294624,0,0,0.0004586509293035141,nan,0,2400,0.0074478620663285255,17.381924112752476
conf_cyl_plus_sphere,8,"2,7,13,22,23,24,27,30",0.00035532566835172474,0,0,0.0005019674468773247,nan,0,2400,0.006582748144865036,18.995652256562575
conf_cyl_plus_sphere,8,"2,9,11,13,15,16,19,24",0.0005224616033956409,0,0,0.0004640276798140435,nan,0,2400,0.008978929370641708,18.227005872338303
conf_cyl_plus_sphere,8,"3,5,7,8,14,21,23,27",0.00044403935316950083,0,0,0.0005046793279692333,nan,0,2400,0.007512302603572607,20.679856637524804
conf_cyl_plus_sphere,8,"3,5,7,13,17,18,22,25",0.00034652266185730696,0,0,0.0005139369253167257,nan,0,2400,0.007185723166912794,20.747873632632423
conf_cyl_plus_sphere,8,"3,5,7,19,20,23,25,28",0.00047227618051692843,0,0,0.0004664372974315786,nan,0,2400,0.007905174978077412,18.811102966529127
conf_cyl_plus_sphere,8,"3,5,9,11,12,13,18,23",0.0005027874140068889,0,0,0.0004902223883340691,nan,0,2400,0.008016404695808887,20.288544766857672
conf_cyl_plus_sphere,8,"3,6,8,12,16,17,22,24",0.0004085735126864165,0,0,0.00047579348070520775,nan,0,2400,0.009983254596590996,18.808200751463687
conf_cyl_plus_sphere,8,"3,8,10,12,13,15,16,30",0.0004172629560343921,0,0,0.0004900954702126566,nan,0,2400,0.0077644335106015205,20.43507091078888
conf_cyl_plus_sphere,8,"4,5,10,14,15,18,22,23",0.00036230101250112057,0,0,0.0004520229218808427,nan,0,2400,0.009001837112009525,18.972630647248565
conf_cyl_plus_sphere,8,"4,6,8,9,10,12,24,30",0.00037139010964892805,0,0,0.0004885999137243438,nan,0,2400,0.007477514911442995,19.12354315907066
conf_cyl_plus_sphere,8,"5,6,15,17,19,20,21,28",0.00044723195605911314,0,0,0.0004885084903824652,nan,0,2400,0.007151325233280659,19.41487344063024
conf_cyl_plus_sphere,8,"5,8,13,15,22,25,26,27",0.00026847192202694714,0,0,0.0005155826695878798,nan,0,2400,0.0069872853346168995,21.264095888080263
conf_cyl_plus_sphere,8,"15,16,17,19,20,21,25,31",0.00033760888618417084,0,0,0.0004858010482449056,nan,0,2400,0.006936002988368273,19.013223997955155
conf_cylinder_r03_d12,3,"0,5,23",0.00011085569713031873,0,0,0.00046194156078434583,nan,0,1400,0.005550825502723455,28.166161328813047
conf_cylinder_r03_d12,3,"0,9,10",9.721110109239817e-05,0,0,0.0004991075407513013,nan,0,1400,0.004544687457382679,27.882996555931253
conf_cylinder_r03_d12,3,"0,24,27",0.00010546021076152101,0,0,0.0004809819636364605,nan,0,1400,0.005578076001256704,27.905096112514947
conf_cylinder_r03_d12,3,"1,5,28",8.140615682350472e-05,0,0,0.0004890526211984443,nan,0,1400,0.0037060037720948458,20.79659373826106
conf_cylinder_r03_d12,3,"1,26,27",8.638904546387494e-05,0,0,0.00045334870494024974,nan,0,1400,0.004429632797837257,18.74729543725512
