P,N,cutoff,path,full_lam_min_pos_norm,full_lam_max_norm,full_logdet_pos_norm,full_a_opt_pos_norm,full_d_pos,full_trace,full_min_eig,full_gauge_residual,full_offdiag_max,rank_Fk_min,active_frac_min,boundary_frac_max,scene,subset
1000,3,1e-08,dense,1.6675281998926223e-08,0.009912927701744782,-9.03425211314818,342370.60443040484,802,138.50679727048254,-7.666396121507078e-16,5.11194676162229e-09,0.05354695188930439,5,0.559,0.0,conf_cylinder_r03_d12,"9,14,17"
1000,3,1e-08,dense,1.0462995933494968e-07,0.0019548571104410556,-7.383378236867937,15589.596752397196,997,544.1391464072163,1.459179891730196e-13,1.8589167784186397e-08,0.02733560892035556,5,0.903,0.0,conf_cylinder_r03_d12,"10,11,15"
1000,3,1e-08,dense,1.9504255274129105e-07,0.0013062707010066791,-6.976735256053815,6338.412216828782,997,1496.4565521033362,2.4863185237758303e-13,1.4796563816225073e-08,0.023908014943063785,5,0.953,0.0,conf_cylinder_r03_d12,"0,5,23"
1000,3,1e-08,dense,2.521190812991882e-06,0.0018167489498558617,-7.248918193696331,3972.472994634969,996,558.9585788613557,-9.90269042333154e-13,1.9583220808822114e-08,0.05280707372148403,5,0.648,0.0,conf_cylinder_r03_d12,"6,14,16"
1000,3,1e-08,dense,4.256017354258319e-06,0.002246349295337426,-7.450087469683779,6572.3543947029475,996,454.4822418654927,9.203411854739326e-15,1.4656706260998523e-08,0.04103184946875225,5,0.663,0.0,conf_cylinder_r03_d12,"7,10,19"
1000,3,1e-08,dense,1.6405503958083987e-05,0.0014484625013081026,-7.022902768537166,1469.2943369757118,996,747.970108021264,-3.1309511473866634e-12,1.7677243072530897e-08,0.051194937717606234,5,0.371,0.0,conf_cylinder_r03_d12,"1,5,28"
1000,3,1e-08,dense,1.292152863388112e-07,0.0013078241618192591,-6.9897199055480295,8998.615569215344,997,1238.4857220775052,-5.816921451805831e-13,1.3967495379964211e-08,0.04873471269955838,5,0.847,0.0,conf_cylinder_r03_d12,"0,24,27"
1000,3,1e-08,dense,6.83366806289587e-07,0.0050316240374492106,-7.72261382443706,9962.690758668923,997,149.66608960225216,1.201979149942656e-13,1.250271838056998e-08,0.024500045700308254,5,0.587,0.0,conf_cylinder_r03_d12,"2,6,12"
1000,3,1e-08,dense,2.2963356161517936e-07,0.0028618205564581,-7.942018277531598,107936.47071263587,959,435.3907808123545,-2.6973300108739895e-16,1.5739220881309654e-08,0.044619650397187904,5,0.774,0.0,conf_cylinder_r03_d12,"6,15,23"
1000,3,1e-08,dense,3.419999863814179e-08,0.0017471983915455255,-7.308413396001746,34755.609272530564,997,541.3836179836981,3.4305421292072595e-13,2.470435459645017e-08,0.031449415347277826,5,0.652,0.0,conf_cylinder_r03_d12,"2,7,18"
1000,3,1e-08,dense,2.1255634556769884e-07,0.002225610801080067,-7.322825479406631,9488.556873842825,997,849.5134950090019,8.499672859364618e-14,6.75290823602368e-09,0.07031941939762554,5,0.697,0.0,conf_cylinder_r03_d12,"20,21,25"
1000,3,1e-08,dense,1.0904261973000997e-07,0.0020719820970534586,-7.5647688410973695,41050.84408628348,997,1028.1058521152352,-3.9455968226731346e-13,7.564265091651942e-09,0.060588141284658545,5,0.706,0.0,conf_cylinder_r03_d12,"24,25,26"
1000,3,1e-08,dense,1.6579882636550665e-08,0.006004280187088783,-8.546547516885424,251272.13357323158,997,253.572157398709,-1.5076587767703214e-15,6.5992578532765025e-09,0.06424732185286551,5,0.572,0.0,conf_cylinder_r03_d12,"12,17,19"
1000,3,1e-08,dense,1.3115162713011395e-07,0.001408005142220498,-7.058105092319406,9244.867364493994,997,1058.8517980739855,-1.5485707002502917e-13,1.280488822470269e-08,0.039644128763143174,5,0.909,0.0,conf_cylinder_r03_d12,"8,10,19"
1000,3,1e-08,dense,5.377801837595138e-07,0.002494673100171797,-7.629055773123437,20042.22105316684,979,757.5140995420836,-1.8283204959160367e-15,9.126720820197057e-09,0.0724132166713485,5,0.676,0.0,conf_cylinder_r03_d12,"19,20,29"
1000,3,1e-08,dense,8.844881038672135e-08,0.0031647508663065252,-7.93225401532665,94048.04741634172,996,577.7335785626708,1.3802189528624018e-13,7.191210362433154e-09,0.08249459978591915,5,0.694,0.0,conf_cylinder_r03_d12,"15,24,25"
1000,3,1e-08,dense,5.051187357174728e-08,0.0017545796318199365,-7.33073519747341,25233.124014129626,997,908.7447012027603,1.8227096679367963e-13,1.0988343819629214e-08,0.04491964198405564,5,0.9,0.0,conf_cylinder_r03_d12,"11,15,21"
1000,3,1e-08,dense,2.326689956190886e-08,0.002172107347391691,-7.413652353080305,49061.511052877824,997,551.1022534707462,-7.99546835808383e-13,2.22249249030642e-08,0.04206868830088178,5,0.847,0.0,conf_cylinder_r03_d12,"2,10,28"
1000,3,1e-08,dense,9.772782132914037e-08,0.003613929785266652,-7.951457312213138,88252.31945279893,996,562.3145253079913,-6.513196228831292e-13,6.159806956105364e-09,0.07121513335977864,5,0.687,0.0,conf_cylinder_r03_d12,"20,24,25"
1000,3,1e-08,dense,7.729865838569997e-08,0.00358978826260943,-8.200981712942767,232048.38335283528,978,616.2911132377952,-8.543627853259815e-13,1.0144518726043665e-08,0.0757353866259891,5,0.704,0.0,conf_cylinder_r03_d12,"23,25,28"
1000,3,1e-08,dense,3.848650732457616e-06,0.005835575314890542,-7.783698286983028,7339.573500224263,997,156.17052112066477,-2.0855030134034203e-13,9.386871038055396e-09,0.03782796940464491,5,0.573,0.0,conf_cylinder_r03_d12,"2,9,14"
1000,3,1e-08,dense,1.0415413601627834e-07,0.001656152108080807,-7.181425929693407,11956.19896585264,997,864.3558405262452,-7.970066535054769e-13,1.6471304847731604e-08,0.042073523397626114,5,0.671,0.0,conf_cylinder_r03_d12,"3,14,29"
1000,3,1e-08,dense,1.7618081565221275e-07,0.0014508282789314215,-7.045154267631234,7379.607756008357,997,1331.9976915749598,2.5445873871423668e-14,9.931640201097786e-09,0.023582602380288753,5,0.774,0.0,conf_cylinder_r03_d12,"6,8,13"
1000,5,1e-08,dense,4.139826690799965e-08,0.0019311569409994171,-7.417616111962351,31472.493954313963,997,1378.150868847686,-4.953291909602787e-13,1.0606543323325804e-08,0.1013748371330319,5,0.902,0.0,conf_cylinder_r03_d12,"11,15,19,21,23"
1000,5,1e-08,dense,1.425646701117174e-07,0.002149826692898945,-7.197684906662848,9244.416998664785,997,701.9501282493258,4.059985999096092e-14,2.329977904122186e-08,0.04939009796421388,5,0.353,0.0,conf_cylinder_r03_d12,"1,3,11,14,19"
1000,5,1e-08,dense,2.942094524852218e-06,0.0014485393453004501,-7.074930262467976,1995.8025351156698,997,2085.0587506402776,6.031186014005593e-13,9.996856978506977e-09,0.07084777788192245,5,0.643,0.0,conf_cylinder_r03_d12,"5,8,17,24,26"
1000,5,1e-08,dense,1.1217539655744802e-08,0.002019185523873303,-7.142955455893306,91714.30565680537,998,980.3180464828789,1.2210120825343123e-12,9.685776699266312e-09,0.08977511180661675,5,0.569,0.0,conf_cylinder_r03_d12,"2,4,13,14,30"
1000,5,1e-08,dense,2.650145382531276e-07,0.0016391313770898139,-7.197093741633511,6586.810289365318,997,1903.5271457894687,-6.893765661397285e-13,1.2405269353696561e-08,0.07788837887083652,5,0.785,0.0,conf_cylinder_r03_d12,"6,13,18,26,28"
1000,5,1e-08,dense,2.0276962098775167e-08,0.0013041302636940877,-6.999308219574848,50998.804347704674,998,1759.1201799797254,-9.111881998114913e-13,1.2561203332621412e-08,0.05366466730432283,5,0.585,0.0,conf_cylinder_r03_d12,"0,11,12,13,19"
1000,5,1e-08,dense,2.1872749352174105e-06,0.0014450745622099721,-7.07628726242371,2202.6895140743195,997,1637.7084205496471,-4.1659917139650115e-13,1.266694076644415e-08,0.055928682419767006,5,0.59,0.0,conf_cylinder_r03_d12,"2,8,10,12,21"
1000,5,1e-08,dense,5.7137831695719664e-08,0.00189191744430861,-7.171991977516642,20221.49942101619,998,1229.3497089550592,6.007563137719634e-13,1.0614896298823505e-08,0.071016074424326,5,0.558,0.0,conf_cylinder_r03_d12,"4,10,13,25,27"
1000,5,1e-08,dense,2.2286400608603523e-07,0.0028862796374338824,-7.653953367095998,22948.58498668232,997,410.7695608687329,-2.7932830204482364e-12,1.4778338352806805e-08,0.04671828164515829,5,0.336,0.0,conf_cylinder_r03_d12,"1,2,6,11,15"
1000,5,1e-08,dense,1.161692584833119e-06,0.002086867681376872,-7.2315252059591275,3431.243212780512,997,1378.9842053722414,-1.3790732710050062e-12,9.552054831692162e-09,0.12371008565390486,5,0.659,0.0,conf_cylinder_r03_d12,"3,21,22,27,28"
1000,5,1e-08,dense,7.244393505562642e-07,0.0013712305728095875,-7.014272729043646,2726.791736413348,997,2112.0176892578784,3.874197698811546e-13,1.3113213708790475e-08,0.05556095347097401,5,0.9,0.0,conf_cylinder_r03_d12,"0,2,13,15,26"
1000,5,1e-08,dense,7.326166958209205e-08,0.0031100449952927945,-7.655251929547007,25007.012047325614,998,903.4389795230188,3.218444187386364e-13,7.316383327849341e-09,0.1258386150875208,5,0.578,0.0,conf_cylinder_r03_d12,"4,9,25,26,28"
1000,5,1e-08,dense,1.179210040379333e-07,0.0015772828507808951,-7.140520943260994,10676.178649093423,998,986.5322067267127,-2.8837534236712483e-13,2.303945150950213e-08,0.04888960026997362,5,0.573,0.0,conf_cylinder_r03_d12,"3,4,11,16,17"
1000,5,1e-08,dense,7.102530786181962e-08,0.006062965114097207,-8.280542190506589,29969.384061402652,998,458.62731874763216,-9.111346586114687e-14,5.079231482401262e-09,0.08679597651412763,5,0.553,0.0,conf_cylinder_r03_d12,"2,4,22,25,30"
1000,5,1e-08,dense,2.837051208270123e-06,0.0019390459538078447,-7.451904765960915,8264.741008136605,997,978.7661534153168,-1.0770972985321248e-12,1.0591336024576337e-08,0.0625845002443233,5,0.386,0.0,conf_cylinder_r03_d12,"1,4,10,19,29"
1000,5,1e-08,dense,2.3476446638314494e-08,0.0018929671524717823,-7.304703870840378,49553.449930642644,998,1114.3411204947188,-2.8924005444475906e-13,1.2026626682819001e-08,0.06279352305670985,5,0.575,0.0,conf_cylinder_r03_d12,"2,12,16,18,25"
1000,5,1e-08,dense,4.02616375565127e-06,0.002487445017174013,-7.257155241560326,2749.7167102059043,997,857.7679915477488,-1.4491069389102998e-13,1.0378370696427367e-08,0.06522017804480416,5,0.594,0.0,conf_cylinder_r03_d12,"3,12,15,17,24"
1000,5,1e-08,dense,1.1123352511918992e-08,0.0015683032398717898,-7.078295776884735,92124.0151453833,998,1443.771417297721,-3.644888965860981e-13,1.4270987383801377e-08,0.07546822789814601,5,0.636,0.0,conf_cylinder_r03_d12,"3,8,17,24,25"
1000,5,1e-08,dense,3.287190842552889e-07,0.001469695036494444,-7.099294275670277,4911.7259724983105,997,1512.7523543822588,-1.6364022884311443e-12,1.567798478017433e-08,0.0519643349929578,5,0.644,0.0,conf_cylinder_r03_d12,"8,10,14,15,18"
1000,5,1e-08,dense,1.1427208276314389e-06,0.002555140302139221,-7.551573043935356,9255.423822068185,997,1050.971116680782,3.431427649485252e-13,8.986280379157176e-09,0.0905845006340763,5,0.602,0.0,conf_cylinder_r03_d12,"10,11,17,27,31"
1000,5,1e-08,dense,3.317159488373063e-06,0.0016582199047704023,-7.127853549417029,2214.6073971093297,997,1465.8671820578513,-5.3633273325792106e-14,1.1065542960208772e-08,0.11568832408796058,5,0.639,0.0,conf_cylinder_r03_d12,"5,17,18,22,24"
1000,5,1e-08,dense,1.2697409351068387e-07,0.0013600412022222567,-7.020124122110682,9320.71365920507,997,1887.1405921920943,5.830912633305353e-13,1.3992689669440388e-08,0.03874669026540785,5,0.922,0.0,conf_cylinder_r03_d12,"3,5,8,10,19"
1000,5,1e-08,dense,1.0161070969543266e-08,0.0025851961258072645,-7.492880988651017,106715.10322744511,998,1019.7691628481109,-2.015683884689265e-12,9.101765803978443e-09,0.09505945752269933,5,0.343,0.0,conf_cylinder_r03_d12,"1,9,18,30,31"
1000,5,1e-08,dense,2.1999142345240909e-07,0.0018639010048432385,-7.282174481483322,8485.957538068702,997,1438.5976761913048,1.7167750906766237e-13,1.1256239095047825e-08,0.09735244261390105,5,0.686,0.0,conf_cylinder_r03_d12,"6,16,21,25,27"
1000,5,1e-08,dense,4.0349908904756765e-08,0.0019627274868492966,-7.300610807161165,29266.85777148612,997,1321.3103771808965,4.4658565287108396e-13,1.1002256123232718e-08,0.10572786546736412,5,0.713,0.0,conf_cylinder_r03_d12,"10,15,20,21,27"
1000,5,1e-08,dense,1.452314398050173e-07,0.002064926906008921,-7.528695671449616,23664.3708607844,997,1842.3370013274957,4.230977159573317e-13,8.664913478838591e-09,0.12906543233198547,5,0.831,0.0,conf_cylinder_r03_d12,"18,23,26,27,29"
1000,5,1e-08,dense,1.4423242675549268e-06,0.001253484192244426,-6.989751676472425,1965.723007203793,997,1892.2829018515984,-4.860047512536178e-13,1.3792053751849596e-08,0.06246094899879562,5,0.692,0.0,conf_cylinder_r03_d12,"0,10,13,20,30"
1000,5,1e-08,dense,2.3971366536919753e-06,0.0013355896430458905,-6.971475243726597,1596.0846739908739,997,1474.4084308674664,3.62914552172337e-12,1.0985272108775353e-08,0.04790830507834865,5,0.347,0.0,conf_cylinder_r03_d12,"0,1,2,8,17"
1000,5,1e-08,dense,1.464194766601999e-08,0.0018468844958837137,-7.12693705777934,70680.6007109551,998,1301.4572013971897,8.417409487782981e-13,9.67083361109176e-09,0.12058763739270328,5,0.594,0.0,conf_cylinder_r03_d12,"5,12,16,22,28"
1000,5,1e-08,dense,1.1522454912130617e-08,0.002215494518492478,-7.1414789926212485,89620.11067171903,998,1024.2840444029216,1.504426761795029e-12,9.313001502998918e-09,0.08444642469947627,5,0.544,0.0,conf_cylinder_r03_d12,"2,9,13,20,30"
1000,8,1e-08,dense,2.878070302186485e-08,0.0014323191721481287,-7.099417516658825,37003.25926146746,998,2660.73312239841,-2.088217090009184e-12,1.0690633726581226e-08,0.0955731426498424,5,0.358,0.0,conf_cylinder_r03_d12,"1,4,8,9,13,16,21,27"
1000,8,1e-08,dense,2.1601346064675298e-07,0.0019081042200048198,-7.400086405075443,10742.40398669847,997,2041.3688339076323,1.5461685797234649e-12,1.1975997573060666e-08,0.12137642266679567,5,0.655,0.0,conf_cylinder_r03_d12,"2,7,10,16,18,20,28,29"
1000,8,1e-08,dense,1.457553964915593e-07,0.0016795142923486214,-7.215774561427885,9683.924929609464,997,2086.7318201904513,1.5618531136788544e-12,1.2545861471644903e-08,0.13018493685640614,5,0.642,0.0,conf_cylinder_r03_d12,"6,7,11,13,14,16,23,24"
1000,8,1e-08,dense,1.5912025615299095e-08,0.002165820338604166,-7.473208027373604,70741.64130208231,998,1708.173593760438,4.987648446874429e-13,1.0510806397918456e-08,0.13805309251394388,5,0.552,0.0,conf_cylinder_r03_d12,"4,7,9,10,18,22,29,31"
1000,8,1e-08,dense,3.025830108985173e-08,0.0014751354412353465,-7.063001265278334,35123.500450860636,998,2567.473072235154,-1.060241343149255e-12,1.0705654317037936e-08,0.14204120435410345,5,0.579,0.0,conf_cylinder_r03_d12,"0,6,9,13,15,24,28,31"
1000,8,1e-08,dense,1.2223716670492421e-08,0.0022906090133581465,-7.517912475046636,91299.20079263224,998,2078.3630433596013,-7.166257323504254e-13,7.226103048463029e-09,0.1693257800431873,5,0.563,0.0,conf_cylinder_r03_d12,"9,11,12,21,28,29,30,31"
1000,8,1e-08,dense,2.8566895682077033e-07,0.001394370384467022,-7.014535314630921,4838.930529907562,997,2216.3796317372444,-1.804627342353014e-12,1.490155389781616e-08,0.14275623549933864,5,0.685,0.0,conf_cylinder_r03_d12,"0,2,5,7,11,15,27,31"
1000,8,1e-08,dense,8.497134615746506e-08,0.0015320343177393809,-7.063354804819344,13515.78993981549,998,2122.834546446022,3.3126555145097654e-13,1.1274065567093346e-08,0.09953335148074857,5,0.556,0.0,conf_cylinder_r03_d12,"0,4,6,10,11,21,28,30"
1000,8,1e-08,dense,1.8833721312527836e-08,0.002078699257969049,-7.299101421228546,56878.463975186285,998,2048.991743238688,-3.3244329411355636e-13,9.107504672401052e-09,0.12048168978397081,5,0.586,0.0,conf_cylinder_r03_d12,"3,12,15,20,21,25,26,28"
1000,8,1e-08,dense,9.021565287731221e-07,0.0022348696318718795,-7.293683947070972,4289.955420048688,997,1616.8695122478234,-1.891423951971963e-12,1.1089363687813346e-08,0.12872390670530476,5,0.645,0.0,conf_cylinder_r03_d12,"2,3,7,14,16,24,28,30"
1000,8,1e-08,dense,4.152375944393258e-08,0.0013651250832112645,-7.031906489716568,25841.823736752467,998,2711.650813424766,4.086692877839203e-13,1.3034655306172437e-08,0.09669097620650785,5,0.566,0.0,conf_cylinder_r03_d12,"0,3,4,6,8,20,21,24"
1000,8,1e-08,dense,5.813645588030108e-07,0.001821430015992192,-7.335358309674561,7165.129762578432,997,2425.6056678598998,2.666797115158282e-13,9.87645505498591e-09,0.14007885811714785,5,0.567,0.0,conf_cylinder_r03_d12,"6,11,12,16,18,21,28,29"
1000,8,1e-08,dense,4.029588146888677e-08,0.001301987463334082,-6.992658571099675,26486.947097918524,998,2409.4432505481227,-7.987687815052068e-13,1.38756977274173e-08,0.08217610450391477,5,0.557,0.0,conf_cylinder_r03_d12,"0,2,4,5,6,8,10,27"
1000,8,1e-08,dense,1.4568100294343331e-06,0.0015579901747199898,-7.157751059561447,2993.84328482621,997,3230.1167441816647,-2.9758080474009477e-13,9.786693446374819e-09,0.10590340850866613,5,0.59,0.0,conf_cylinder_r03_d12,"8,10,12,13,16,19,26,29"
1000,8,1e-08,dense,1.6688057776107939e-06,0.001678420131866366,-7.225454122673326,3673.487116332696,997,2776.31246647334,1.4466761884577303e-13,9.913852717587444e-09,0.14148278303471173,5,0.643,0.0,conf_cylinder_r03_d12,"11,13,14,16,17,24,26,31"
1000,8,1e-08,dense,3.679904691260774e-08,0.0019120449001791846,-7.105561424702548,29080.998165412522,998,2111.6398881102914,-5.2242154155422e-13,8.854628887719268e-09,0.14586357689427126,5,0.561,0.0,conf_cylinder_r03_d12,"0,2,9,11,25,29,30,31"
1000,8,1e-08,dense,2.4728780711652455e-07,0.0017210179793348082,-7.132330895687574,5959.7840909635615,997,2293.142401072562,-6.324329562384939e-14,1.2210178003720463e-08,0.1407180737148289,5,0.676,0.0,conf_cylinder_r03_d12,"5,6,8,15,22,23,28,31"
1000,8,1e-08,dense,1.1729831885862542e-06,0.0019703236125826386,-7.179693648201808,3017.78390450262,997,1802.2283534534445,1.4984453513793476e-13,1.2705225577967645e-08,0.13070069925006922,5,0.661,0.0,conf_cylinder_r03_d12,"5,6,10,15,18,19,22,30"
1000,8,1e-08,dense,9.041859223963423e-07,0.0016696949995335607,-7.143093926460837,3159.847115844482,997,2302.4233411682335,1.3666909791096056e-12,1.1730055900115679e-08,0.11380612674613345,5,0.364,0.0,conf_cylinder_r03_d12,"1,3,8,19,20,24,26,30"
1000,8,1e-08,dense,2.7511904767913358e-08,0.0014239197058125682,-7.0568558905891425,38140.48268265992,998,2684.1731914001243,5.3467276251635895e-12,1.0209753650012946e-08,0.11536562452491533,5,0.349,0.0,conf_cylinder_r03_d12,"0,1,4,5,9,26,29,31"
1000,8,1e-08,dense,1.4192767114474367e-08,0.0021560784839717117,-7.441831836578198,78644.81422654068,998,1658.6731416731145,-2.583089424050426e-13,1.1630647240765587e-08,0.15563838262461002,5,0.542,0.0,conf_cylinder_r03_d12,"4,10,12,15,18,19,20,29"
1000,8,1e-08,dense,2.0586950682002284e-08,0.0024073558624295374,-7.211297497697397,51477.54817416961,998,1567.8635070573878,-1.0835143461815362e-12,1.1045556021642197e-08,0.12874848628080102,5,0.606,0.0,conf_cylinder_r03_d12,"2,8,12,14,15,23,25,28"
1000,8,1e-08,dense,1.0276781541507617e-08,0.0016690542932282187,-7.198658476567828,100317.5641659058,998,2649.1871038827558,4.778040786553404e-13,9.601170509961411e-09,0.13732193193272185,5,0.628,0.0,conf_cylinder_r03_d12,"5,14,16,17,21,23,26,30"
1000,8,1e-08,dense,5.574692204645665e-08,0.0025339937101749774,-7.20845351237852,20324.902930502747,998,1352.6961682474703,9.298701350777173e-13,7.895529407133226e-09,0.12618941854740567,5,0.322,0.0,conf_cylinder_r03_d12,"1,4,5,12,14,15,29,30"
1000,8,1e-08,dense,9.183979404472061e-07,0.0020131120308559316,-7.318199571976637,4688.5168973069985,997,2180.738273352048,-1.1995967764374117e-12,1.327580218651327e-08,0.12291482002408101,5,0.769,0.0,conf_cylinder_r03_d12,"2,3,16,19,24,27,29,30"
1000,8,1e-08,dense,8.967557040217809e-07,0.0017054348783353552,-7.099088280224841,2770.888025463094,997,2349.137612591754,3.2092613292047198e-12,1.208936265434259e-08,0.16141515324477276,5,0.36,0.0,conf_cylinder_r03_d12,"0,1,15,18,22,23,28,29"
1000,8,1e-08,dense,1.6991183274350986e-08,0.0019639352120376964,-7.363462488475722,65293.07566253341,998,2344.305921048868,-1.5928346089835688e-13,8.456126779435276e-09,0.16754077176749765,5,0.561,0.0,conf_cylinder_r03_d12,"9,15,16,21,23,25,26,30"
1000,8,1e-08,dense,6.448839825815983e-08,0.0018833039682757133,-7.034861737016975,17122.026521603195,998,1619.644421578988,-2.574547937997694e-12,9.185780003384614e-09,0.1262738002951319,5,0.312,0.0,conf_cylinder_r03_d12,"0,1,2,4,16,20,22,28"
1000,8,1e-08,dense,1.4471691823803876e-08,0.0021252912251980417,-7.274039388627294,72605.1329900452,998,1673.0362669783626,1.2095177801152637e-12,9.236371957895715e-09,0.10167961510011148,5,0.551,0.0,conf_cylinder_r03_d12,"7,9,11,13,17,20,23,24"
1000,8,1e-08,dense,2.1849498148096476e-06,0.0017466134895169707,-7.099524187436075,2229.6165736148137,997,2238.4287770005194,2.9739362451916762e-12,9.171419599902897e-09,0.1476945250792412,5,0.339,0.0,conf_cylinder_r03_d12,"1,5,8,17,21,22,27,30"
1000,3,1e-08,dense,1.76058982286824e-06,0.0022095482187516535,-7.399014013211983,6586.41726937198,997,527.225444699408,-1.1397379289866515e-12,8.423747144255065e-09,0.09470440362399175,5,0.443,0.0,conf_cylinder_r06_d06,"4,6,29"
1000,3,1e-08,dense,6.237247926955207e-07,0.0020747428436929095,-7.207465477517122,4323.997390341418,997,877.091950261081,-6.347533113356857e-13,7.301332883513324e-09,0.0906861344477653,5,0.601,0.0,conf_cylinder_r06_d06,"17,21,27"
1000,3,1e-08,dense,1.1045914449456825e-08,0.015115427232966846,-9.059762161748203,345493.744675307,683,54.50509999105179,-1.9329258449802898e-16,3.990301717594017e-09,0.03959785043351775,5,0.485,0.0,conf_cylinder_r06_d06,"4,9,12"
1000,3,1e-08,dense,8.232213301576409e-07,0.001367722818256914,-7.021761161665969,2632.7963950475873,997,1412.2277333662728,1.5156957026439768e-12,9.733733379612143e-09,0.08628288137465906,5,0.656,0.0,conf_cylinder_r06_d06,"8,21,22"
1000,3,1e-08,dense,3.1604890308565247e-07,0.0024742128734895597,-7.221792583103417,5786.241026811979,997,660.4514904661658,-5.791420369935389e-13,7.466126411994267e-09,0.07652713261614523,5,0.579,0.0,conf_cylinder_r06_d06,"12,16,30"
1000,3,1e-08,dense,3.0500729255735554e-06,0.001289476528190146,-6.961447339405131,1475.5754726949754,997,1504.86266260834,7.36140679615958e-13,9.51472759848315e-09,0.03480360126601001,5,0.596,0.0,conf_cylinder_r06_d06,"0,13,17"
1000,3,1e-08,dense,2.627559995842641e-07,0.0015740156589115744,-7.174257636527659,6356.688105689907,997,768.0606476794928,2.287147788231471e-13,1.4540885545060494e-08,0.05017320124869039,5,0.591,0.0,conf_cylinder_r06_d06,"10,12,18"
1000,3,1e-08,dense,9.809765250465162e-08,0.0015307333050866621,-7.006518422396396,11541.830908635413,997,888.4695826305147,-1.9536199404269257e-13,1.1185634300291966e-08,0.07421045850935748,5,0.689,0.0,conf_cylinder_r06_d06,"8,15,25"
1000,3,1e-08,dense,2.668655777625136e-08,0.005728754874770185,-8.350636517568974,592904.2938374449,972,174.06136824385712,-8.283304597789322e-17,8.564054038616155e-09,0.055967826115284156,5,0.574,0.0,conf_cylinder_r06_d06,"7,12,15"
1000,3,1e-08,dense,1.0694770020479311e-07,0.0011427497022975202,-6.945366759411881,10471.05116894521,997,1105.3578179855049,1.3655298982084867e-13,1.4164068844513375e-08,0.07902092156380391,5,0.873,0.0,conf_cylinder_r06_d06,"0,11,27"
1000,3,1e-08,dense,1.7631751592631438e-07,0.0014345333999596505,-7.0505894894374075,7202.442532511182,997,1302.5104331841071,-2.1692830645171453e-12,9.606573845187286e-09,0.08159405595504915,5,0.715,0.0,conf_cylinder_r06_d06,"8,20,26"
1000,3,1e-08,dense,2.0444126375299466e-07,0.001229505200626317,-6.96207516581083,6054.050727317699,997,1286.1311827618915,-6.312715414044713e-13,1.1983127758801685e-08,0.06511473690421118,5,0.706,0.0,conf_cylinder_r06_d06,"0,18,20"
1000,3,1e-08,dense,5.869079881260581e-08,0.0013304009607460361,-7.005431751898293,18473.948997206506,997,1250.7763743290789,1.7010864244166476e-12,1.4696071243211335e-08,0.033816834626214556,5,1.0,0.0,conf_cylinder_r06_d06,"3,8,10"
1000,3,1e-08,dense,1.2637007234367919e-06,0.0017518854128981086,-7.133871076475791,2911.928196801732,996,537.1265392635306,4.913152611776767e-14,1.2365786323286525e-08,0.05631764840561365,5,0.296,0.0,conf_cylinder_r06_d06,"1,14,16"
1000,3,1e-08,dense,1.8987053466385842e-07,0.001355847310608595,-7.019804907958204,6697.889800777377,997,1192.9450054846511,-2.4425067163680675e-13,1.201174555408438e-08,0.0503248779561407,5,0.834,0.0,conf_cylinder_r06_d06,"6,8,18"
1000,3,1e-08,dense,3.847521982644376e-06,0.0022041484795326844,-7.401499927908764,5830.266400547261,997,435.6319595979805,-1.0597600282381116e-13,1.2116750529906682e-08,0.05203113860153473,5,0.477,0.0,conf_cylinder_r06_d06,"2,4,24"
1000,3,1e-08,dense,1.806834253757534e-08,0.002008341765522335,-7.418990822714249,64532.3106031375,997,849.8166426726593,6.748131865531967e-13,8.909992450284006e-09,0.08616025341120853,5,0.719,0.0,conf_cylinder_r06_d06,"7,23,26"
1000,3,1e-08,dense,1.2299427622604607e-08,0.013358983356951081,-9.250979154602312,1574872.8496336672,821,48.07176987208754,-1.1744049526266065e-11,5.902855951338389e-09,0.04221478880030495,5,0.306,0.0,conf_cylinder_r06_d06,"1,7,9"
1000,3,1e-08,dense,5.43990795738824e-08,0.0021385111491879502,-7.245964328082251,21458.5988075469,997,897.0398873386811,-3.26207022847343e-13,8.870797616463679e-09,0.10875789878688186,5,0.807,0.0,conf_cylinder_r06_d06,"16,23,30"
1000,3,1e-08,dense,1.0925827381498236e-06,0.0035065639182506308,-7.684770709063977,14939.349905488521,996,368.94674140497517,2.066268009143069e-12,9.770541145355095e-09,0.09387446651061138,5,0.717,0.0,conf_cylinder_r06_d06,"7,11,27"
1000,3,1e-08,dense,6.536905296274831e-08,0.001262475403660407,-6.974716787204713,16558.219121830327,997,1326.2483433814014,5.661902194388817e-13,1.18665095870976e-08,0.08090823097669586,5,0.679,0.0,conf_cylinder_r06_d06,"5,8,25"
1000,3,1e-08,dense,2.5231126019161592e-08,0.0017774349654594397,-7.223941705877146,42692.240586296466,997,972.3430511084731,-5.029521649428098e-13,9.121383150601453e-09,0.07266852688040445,5,0.658,0.0,conf_cylinder_r06_d06,"14,21,23"
1000,3,1e-08,dense,2.7924517567539615e-08,0.001459745457725874,-7.05263399036006,37417.42327041005,997,1311.8630939657687,5.051483051324897e-13,1.1324003099172431e-08,0.061712282031740555,5,0.988,0.0,conf_cylinder_r06_d06,"8,10,31"
