P,N,cutoff,path,full_lam_min_pos_norm,full_lam_max_norm,full_logdet_pos_norm,full_a_opt_pos_norm,full_d_pos,full_trace,full_min_eig,full_gauge_residual,full_offdiag_max,rank_Fk_min,active_frac_min,boundary_frac_max,scene,subset
1000,3,1e-08,dense,1.1908173171301158e-06,0.0014610871194216497,-6.981969348819496,3167.3536289430403,999,986.7784011637202,1.3137517669208865e-13,1.1359994240432638e-13,0.03843477372125506,9,0.739,0.0,conf_icosphere_sub3,"0,6,10"
1000,3,1e-08,dense,6.001669417854263e-07,0.0015067377291907583,-7.013179338251792,4374.76024943742,999,962.6899312155937,3.344092174397198e-13,3.2466506010167145e-13,0.04354731323046726,9,0.566,0.0,conf_icosphere_sub3,"0,12,24"
1000,3,1e-08,dense,4.6462730131705635e-07,0.001755631285295911,-7.068655569492032,7219.352640312353,999,1124.3411884869938,4.474374765785293e-13,2.6800532236724785e-13,0.04986194315262487,9,0.973,0.0,conf_icosphere_sub3,"3,10,16"
1000,3,1e-08,dense,9.390647583460288e-07,0.0014801226178551348,-7.05852142154771,4311.352124059164,999,898.6133606429977,-8.00720390932319e-14,1.025672185218431e-13,0.04874149561475959,9,0.7,0.0,conf_icosphere_sub3,"5,7,24"
1000,3,1e-08,dense,8.255774702911375e-08,0.0015735923062007381,-7.053713437749945,19990.280545611473,999,1276.483624630973,-4.848577526343593e-13,2.6717554188687254e-13,0.056432483748342865,9,0.796,0.0,conf_icosphere_sub3,"8,13,30"
1000,3,1e-08,dense,1.2960662730864713e-07,0.002198098735675938,-7.270063148738183,17752.3213559953,999,925.8450427876478,-1.3281522827528253e-15,7.131758570850783e-14,0.06811643092147614,9,0.845,0.0,conf_icosphere_sub3,"15,16,24"
1000,3,1e-08,dense,9.922276478977815e-07,0.0017825388832276266,-7.14078269975806,4143.522800287694,999,624.1442404142676,1.4835445000919785e-13,1.63500073016715e-13,0.04380128026978256,9,0.487,0.0,conf_icosphere_sub3,"1,3,23"
1000,3,1e-08,dense,2.5540736101252418e-08,0.0030540263657893732,-7.55315789042679,64453.944650686244,999,747.6264682492412,-1.0332604726385846e-13,6.601427728720987e-14,0.0973574444211428,9,0.829,0.0,conf_icosphere_sub3,"26,27,28"
1000,3,1e-08,dense,5.968493754235212e-07,0.0016978367652104001,-7.094266426140418,4934.379251453781,999,778.505179427063,1.6422170638003766e-13,1.4526910040627988e-13,0.06171574070385376,9,0.548,0.0,conf_icosphere_sub3,"12,13,19"
1000,3,1e-08,dense,1.5101871208742476e-08,0.007553726793390039,-8.639839368212163,580310.8786437169,998,184.90928551231013,2.0570984225467306e-13,1.979342013163999e-13,0.058911409555197206,9,0.459,0.0,conf_icosphere_sub3,"1,4,27"
1000,3,1e-08,dense,3.1878388292611226e-07,0.0020075437317230477,-7.204310326168219,10414.609854078535,999,1027.0122478194255,6.121827220498255e-13,3.4614557231462293e-13,0.0736083889623579,9,0.724,0.0,conf_icosphere_sub3,"18,21,25"
1000,3,1e-08,dense,1.4695938778112189e-07,0.0020730934522254995,-7.315977988873011,17666.08340681682,999,861.6156870368445,2.2864698280338977e-13,1.6432158099585214e-13,0.06369304901903128,9,0.705,0.0,conf_icosphere_sub3,"7,24,26"
1000,3,1e-08,dense,2.8545628296697086e-08,0.003471380728429359,-7.582944230044681,81854.6215875171,998,745.4705351502389,-9.780434169503146e-14,5.766081740617181e-14,0.10218508934901895,9,0.842,0.0,conf_icosphere_sub3,"15,26,28"
1000,3,1e-08,dense,1.0377334896767318e-07,0.0023587118429792605,-7.437672825884502,28302.0197450433,999,583.5771565043246,2.2422624283476322e-14,6.068641122793814e-14,0.0533783530536374,9,0.502,0.0,conf_icosphere_sub3,"1,15,29"
1000,3,1e-08,dense,2.707741751910367e-07,0.0017358530561218826,-7.098256166018737,9407.243495556924,999,1105.9899308320878,-5.771515942032054e-13,3.3217059778944754e-13,0.05855672915312227,9,0.754,0.0,conf_icosphere_sub3,"6,13,16"
1000,3,1e-08,dense,1.6661433966367604e-07,0.002066159193147755,-7.2604824733238145,19039.572144593967,999,1085.5608393515802,1.6360492533111487e-12,7.775470700687693e-13,0.07446617992801641,9,0.747,0.0,conf_icosphere_sub3,"20,21,26"
1000,5,1e-08,dense,5.61326186897887e-07,0.002588541544117669,-7.280723730937147,6684.053783942377,999,1180.416147889382,-5.967875933016176e-13,2.2215593090708384e-13,0.11996501787427134,9,0.452,0.0,conf_icosphere_sub3,"3,4,6,11,21"
1000,5,1e-08,dense,5.485817069462637e-07,0.0021756385224772695,-7.293753702866344,7907.864070775047,999,1219.9024462228467,7.269303838345828e-13,3.002602913506828e-13,0.11807170712868117,9,0.443,0.0,conf_icosphere_sub3,"1,4,11,21,29"
1000,5,1e-08,dense,5.235120930509968e-07,0.0029732549310073596,-7.2021332154686855,5888.974079475832,999,925.8424505444393,5.381905316369035e-13,2.0718780037988506e-13,0.1019351757832895,9,0.51,0.0,conf_icosphere_sub3,"7,9,13,25,28"
1000,5,1e-08,dense,5.763593430560015e-07,0.0016744816991376959,-7.076096340677087,5220.9692887020465,999,1610.241088990831,7.267038125102254e-13,2.9998559650538527e-13,0.07221234844520602,9,0.428,0.0,conf_icosphere_sub3,"1,4,8,13,29"
1000,5,1e-08,dense,1.0766426731808516e-06,0.0019608027113775677,-7.105965072356368,3864.5611591795205,999,1318.9352902047563,-5.44358395165867e-13,2.311566549268891e-13,0.09913230123476978,9,0.495,0.0,conf_icosphere_sub3,"3,6,9,16,18"
1000,5,1e-08,dense,5.759724293622948e-07,0.0020881179808202124,-7.324545267315848,8942.413688938828,999,1037.7715209163111,8.384664573076291e-14,1.0256606600955515e-13,0.09478068615378718,9,0.503,0.0,conf_icosphere_sub3,"1,12,15,16,29"
1000,5,1e-08,dense,1.3362929128400472e-06,0.0018675131127439194,-7.199475866375838,4214.222178882775,999,859.2414804798298,-2.760425606974078e-13,2.1409238593413677e-13,0.07499103972499882,9,0.429,0.0,conf_icosphere_sub3,"2,4,9,11,26"
1000,5,1e-08,dense,9.436224502462227e-07,0.0022357849840268012,-7.144241828765157,4326.465234562466,999,1035.3638893903226,3.680818670692698e-13,1.9616958204198305e-13,0.12451878389005275,9,0.439,0.0,conf_icosphere_sub3,"1,4,13,24,30"
1000,5,1e-08,dense,1.0745262448323754e-06,0.002274816191189139,-7.180566144058434,3906.4570315900687,999,1150.18636680099,4.873909435765212e-13,2.1397945284308487e-13,0.10953205414431125,9,0.581,0.0,conf_icosphere_sub3,"2,3,17,19,29"
1000,5,1e-08,dense,1.7998042517230137e-06,0.001809508381569743,-6.978097188210397,2555.1328672767054,999,1304.5329841254647,-2.4111050387269994e-13,1.4310779718946023e-13,0.10766735147921942,9,0.684,0.0,conf_icosphere_sub3,"0,6,10,11,22"
1000,5,1e-08,dense,2.127212305414735e-06,0.0014359059908232565,-6.990202599403348,2384.3698546617916,999,1145.810690661412,-2.1816897663752103e-13,1.7056558516183769e-13,0.07887239619058731,9,0.486,0.0,conf_icosphere_sub3,"0,1,6,17,18"
1000,5,1e-08,dense,3.3455379429280673e-07,0.0022506167437429257,-7.34961876899712,11342.03641467249,999,1577.6403426093739,3.441662102879328e-13,1.1504847011442912e-13,0.1190604313224308,9,0.545,0.0,conf_icosphere_sub3,"10,12,18,26,29"
1000,5,1e-08,dense,7.069775261955063e-07,0.0019338302752883532,-7.104102721814454,5156.6292631000015,999,1339.6109174439825,8.442857732374043e-15,5.864700328191391e-14,0.09246263336535133,9,0.677,0.0,conf_icosphere_sub3,"7,8,21,25,30"
1000,5,1e-08,dense,4.0019596467214745e-07,0.0020634998916982555,-7.176789174035263,7134.878919576137,999,1427.5571736638674,-1.4072001042895203e-13,1.3582425031756364e-13,0.1320405011652817,9,0.468,0.0,conf_icosphere_sub3,"1,13,19,24,31"
1000,5,1e-08,dense,1.818055510009777e-07,0.0028728246768926413,-7.491573885058693,30675.676936976382,999,1080.0647568503284,4.0622695945290067e-13,1.4874368340401569e-13,0.09567599414015705,9,0.482,0.0,conf_icosphere_sub3,"1,15,19,24,29"
1000,5,1e-08,dense,1.2708908509447357e-06,0.00241460577397089,-7.149138411408135,3773.8111766453335,999,1063.2806928637388,2.008031328021298e-13,1.4227142433202076e-13,0.10281829714088014,9,0.551,0.0,conf_icosphere_sub3,"5,12,17,20,29"
1000,5,1e-08,dense,4.4144172747271864e-07,0.0018047321683366368,-7.0810706581193426,5740.700088587472,999,1734.5419008038673,8.459876679398071e-13,3.164492503547014e-13,0.09407274257988374,9,0.848,0.0,conf_icosphere_sub3,"5,11,13,15,23"
1000,5,1e-08,dense,6.344089691793623e-07,0.0018693789142552831,-7.142635325012342,5360.657710867243,999,1355.946989239868,-1.657950287370755e-13,8.857586416185626e-14,0.0854288797440553,9,0.482,0.0,conf_icosphere_sub3,"1,8,9,11,21"
1000,5,1e-08,dense,6.189622250072508e-07,0.0023354852667205475,-7.291742004148741,7836.6541888436395,999,1240.8464734404852,3.401699880403676e-13,1.4131103277885714e-13,0.10740870003346234,9,0.677,0.0,conf_icosphere_sub3,"2,11,14,24,26"
1000,5,1e-08,dense,7.846258469548445e-07,0.0022253082757753744,-7.186522580049529,5029.163059806589,999,1210.3032015180484,-5.265886193438501e-13,2.4610114633609273e-13,0.11404305264654338,9,0.457,0.0,conf_icosphere_sub3,"2,4,10,16,31"
1000,5,1e-08,dense,9.647426105273395e-07,0.0015497476510420974,-7.040863050976589,3729.2323357920436,999,1355.0762737176565,1.310083598460051e-12,6.927352173446622e-13,0.09022472862753173,9,0.516,0.0,conf_icosphere_sub3,"1,7,8,13,15"
1000,5,1e-08,dense,1.469186411160656e-06,0.0017163658911801471,-6.9838166971737055,2890.9628850600952,999,1513.2792912570812,-6.551056343160977e-13,2.6202103924491107e-13,0.08639723542624268,9,0.754,0.0,conf_icosphere_sub3,"0,3,10,20,28"
1000,5,1e-08,dense,1.5589212057560036e-06,0.0024023820573312623,-7.049977998595979,2827.4216911874273,999,964.5954920565873,-4.899158335958362e-13,2.400688349332465e-13,0.09869009145583182,9,0.479,0.0,conf_icosphere_sub3,"1,5,11,12,19"
1000,5,1e-08,dense,1.1791579620366067e-06,0.0016871372434819937,-7.1163627372339,4097.274632196678,999,1151.1566619895063,-2.684897211463877e-14,8.988235495992577e-14,0.07813276179779885,9,0.467,0.0,conf_icosphere_sub3,"4,6,13,14,18"
1000,5,1e-08,dense,4.2883699686164234e-07,0.0017474930040692403,-7.129976161694038,6547.581936964316,999,1621.7892617806979,3.015491502307736e-14,6.811912207432361e-14,0.09927959394505714,9,0.831,0.0,conf_icosphere_sub3,"8,11,15,23,29"
1000,5,1e-08,dense,8.512797189475911e-07,0.0029424109697258707,-7.429875774883192,9566.408174777494,999,888.0853284588553,9.488327526379182e-14,1.0198897460247068e-13,0.11284192780138248,9,0.434,0.0,conf_icosphere_sub3,"4,10,12,26,30"
1000,5,1e-08,dense,6.583179940893167e-07,0.0016893824305640487,-7.080470885544176,5604.381697056506,999,1580.264076643768,2.463612407508514e-13,1.2359861348624123e-13,0.10278851523012994,9,0.47,0.0,conf_icosphere_sub3,"1,8,13,22,24"
1000,5,1e-08,dense,1.1406973830170782e-06,0.002626663769354226,-7.281584031520585,5228.212500538811,999,880.3891034156585,2.580828346171324e-13,1.8265111830541503e-13,0.12133694239885073,9,0.414,0.0,conf_icosphere_sub3,"4,9,10,15,29"
1000,5,1e-08,dense,1.1286132219549704e-06,0.0019585141298801207,-7.038171778837449,3604.3268125221157,999,1329.8365080600195,-3.566856011938402e-13,1.4420091166569902e-13,0.12336110752657153,9,0.683,0.0,conf_icosphere_sub3,"0,20,22,23,24"
1000,5,1e-08,dense,1.825630274442576e-06,0.003102668913046527,-7.1827812075856245,2999.712328549356,999,791.2795495832177,-4.299100138383029e-14,6.00433425659846e-14,0.08080944762912876,9,0.553,0.0,conf_icosphere_sub3,"2,3,6,17,27"
1000,8,1e-08,dense,9.876815829373804e-07,0.00222019028535022,-7.099515175077451,3917.8951589858257,999,1986.5949748272,-2.2499753796201283e-13,7.174835874435394e-14,0.1727605377423527,9,0.688,0.0,conf_icosphere_sub3,"6,8,11,13,14,15,19,30"
1000,8,1e-08,dense,1.6114149547627184e-06,0.0020864858927798794,-7.12522412626842,3556.5600438692004,999,1618.288334439722,-1.0579553726131063e-12,3.389140980484308e-13,0.19804248719177703,9,0.467,0.0,conf_icosphere_sub3,"1,7,12,13,14,18,24,25"
1000,8,1e-08,dense,1.0480124000473445e-06,0.0015840526091974163,-7.045223095204128,3597.6222433809307,999,2159.3272002590215,-4.4543178724700943e-13,1.414500829663592e-13,0.18255340727662156,9,0.451,0.0,conf_icosphere_sub3,"0,1,4,8,17,20,26,29"
1000,8,1e-08,dense,5.04417646081075e-07,0.002204334332499025,-7.287314046158108,8108.484759630866,999,2029.4236886346655,2.6672566065524883e-13,1.3099164855531876e-13,0.2049211302932759,9,0.775,0.0,conf_icosphere_sub3,"6,15,16,18,19,23,27,31"
1000,8,1e-08,dense,9.408020429555548e-07,0.0020382329671063174,-7.171833255883727,4624.635708984144,999,2000.7015371520172,7.937422420722928e-14,5.072352942515296e-14,0.1393808866442866,9,0.678,0.0,conf_icosphere_sub3,"7,8,11,15,16,22,27,31"
1000,8,1e-08,dense,5.464566199421325e-07,0.0015160229039086124,-7.023160001289286,5981.671338445959,999,3389.487782815759,8.681016276205773e-13,2.277756567999717e-13,0.14373980751102391,9,0.751,0.0,conf_icosphere_sub3,"0,5,6,13,16,18,21,27"
1000,8,1e-08,dense,2.4376315804458645e-06,0.0029728223262672528,-7.178395670898561,3037.333076640386,999,1201.3823796677975,3.001197373759694e-13,1.1112019638380996e-13,0.14445121340922434,9,0.562,0.0,conf_icosphere_sub3,"2,6,7,12,13,17,22,28"
1000,8,1e-08,dense,9.631041328108838e-07,0.0026614980737598186,-7.248757207203924,5582.827270740876,999,1757.4476813107171,-4.6835148606594323e-14,9.581495466511772e-14,0.21045476782010203,9,0.669,0.0,conf_icosphere_sub3,"10,11,19,21,22,23,25,27"
1000,8,1e-08,dense,1.564255738374254e-06,0.002483486850269849,-7.097512185851639,3191.8633129692644,999,1702.396661624872,-4.057353411579534e-13,1.2380773744485154e-13,0.18027690665251375,9,0.476,0.0,conf_icosphere_sub3,"0,1,6,19,20,24,30,31"
1000,8,1e-08,dense,9.284199502195496e-07,0.0018042328828293621,-7.018725299388952,3744.7668688839744,999,2283.692210825281,-8.003255234125301e-13,2.039738444183305e-13,0.1780293510316019,9,0.495,0.0,conf_icosphere_sub3,"0,1,5,14,18,19,24,27"
1000,8,1e-08,dense,1.5815030388756769e-06,0.00243340270997441,-7.068391872487067,2771.3408024600785,999,1441.474364178893,-7.578768342064723e-13,2.3663241704697063e-13,0.17880369645072702,9,0.469,0.0,conf_icosphere_sub3,"0,1,2,4,22,23,27,28"
1000,8,1e-08,dense,9.7233387719637e-07,0.0026881041573771406,-7.191931340442549,4533.020892657849,999,1713.9433452377014,-8.660706710431731e-13,2.2122584578994892e-13,0.18725951657383733,9,0.496,0.0,conf_icosphere_sub3,"1,5,21,22,23,25,28,30"
1000,8,1e-08,dense,2.118396063902478e-06,0.0019980372654541763,-7.066587631270618,2688.8418615680002,999,1604.7556231587341,3.649734366702031e-13,1.4207504214214315e-13,0.16030177975384877,9,0.454,0.0,conf_icosphere_sub3,"2,4,5,7,11,16,20,30"
1000,8,1e-08,dense,6.614562001461133e-07,0.0016477633318817348,-7.097578414623284,5173.496983908271,999,2664.7138963932407,-2.494337202063601e-13,1.0058551779329878e-13,0.16123718061191586,9,0.539,0.0,conf_icosphere_sub3,"5,9,13,16,18,19,20,29"
1000,8,1e-08,dense,2.06758265967919e-06,0.0019511449616367625,-7.018139619348824,2479.7479985668847,999,1924.0615273363346,-9.53261011525724e-13,2.8237775214590353e-13,0.15838323521702824,9,0.555,0.0,conf_icosphere_sub3,"0,2,3,17,18,22,28,30"
1000,8,1e-08,dense,1.46600193245787e-06,0.0019236046256964118,-7.0720496933941135,3093.3005625273167,999,1967.72721024618,4.461524839728662e-13,1.468533667324348e-13,0.1301951089860199,9,0.498,0.0,conf_icosphere_sub3,"1,3,5,9,11,14,29,31"
1000,8,1e-08,dense,1.5027951002737734e-06,0.0014158391324477335,-6.993215593689854,2931.5921301323206,999,2397.3117159400003,-3.671951522133147e-13,1.4098550632201744e-13,0.13702540171255456,9,0.689,0.0,conf_icosphere_sub3,"0,5,6,7,8,10,22,28"
1000,8,1e-08,dense,9.876192659082294e-07,0.0019441261584050558,-7.087945049464808,3669.738271213712,999,2212.1936634596445,-3.1221639856804373e-13,1.1512489427170506e-13,0.18642566120617365,9,0.521,0.0,conf_icosphere_sub3,"0,9,10,17,24,28,29,31"
1000,8,1e-08,dense,1.4768384287517526e-06,0.0019272167624358313,-7.0481617446991995,3034.5594307308884,999,1946.7484417590751,-2.6194212085977686e-13,1.4491499039919235e-13,0.13855486182768045,9,0.69,0.0,conf_icosphere_sub3,"2,3,8,15,18,22,25,30"
1000,8,1e-08,dense,8.616531695454186e-07,0.0014963082430068616,-7.029949433295927,4283.531356536474,999,2597.7414876198764,9.520070449623416e-13,2.6737902036838206e-13,0.19558648358217323,9,0.67,0.0,conf_icosphere_sub3,"0,3,8,13,14,27,28,30"
1000,8,1e-08,dense,1.0434364215096338e-06,0.0023744100045690257,-7.0751107108320275,3684.0660989673847,999,1990.283724356053,1.0943910708216542e-12,2.5749181417951196e-13,0.25466755219099285,9,0.553,0.0,conf_icosphere_sub3,"2,3,7,8,12,15,18,23"
1000,8,1e-08,dense,1.1817242826522065e-06,0.0016546971326695708,-7.062091837135127,3319.977032106881,999,2182.5662394668348,2.7397256081103556e-12,8.06014413094888e-13,0.1946479465719838,9,0.506,0.0,conf_icosphere_sub3,"0,1,2,5,10,12,21,25"
1000,8,1e-08,dense,1.6697986093270668e-06,0.0038838705942576333,-7.32848208687997,5215.320471207347,999,1090.820912571951,-2.421951528219779e-13,7.03517304915115e-14,0.24287547813136362,9,0.525,0.0,conf_icosphere_sub3,"3,9,12,14,17,25,27,31"
1000,8,1e-08,dense,6.396817917634165e-07,0.0015176111738020284,-7.026023361724763,5125.156152868325,999,3397.6756986850996,-6.860610771638478e-13,1.6294381957267398e-13,0.12532989585987203,9,0.874,0.0,conf_icosphere_sub3,"0,3,5,13,18,24,28,29"
1000,8,1e-08,dense,1.3758730814197047e-06,0.002412809214497717,-7.155177258506051,3489.253160869553,999,1582.9341371312053,-3.8485794412457253e-13,1.23710799554857e-13,0.18448951828113164,9,0.509,0.0,conf_icosphere_sub3,"5,6,9,11,15,24,28,30"
1000,8,1e-08,dense,9.033546653351839e-07,0.002380675098298885,-7.191762363055329,5114.217546215157,999,1981.072487749079,-1.6110290185222809e-13,9.212490579602617e-14,0.2143732391423102,9,0.677,0.0,conf_icosphere_sub3,"8,14,16,19,20,22,23,24"
1000,8,1e-08,dense,1.2335603935351077e-06,0.0020682244268011643,-7.141320806279631,3766.096313440182,999,1766.569411239168,7.441460641660961e-13,2.4272898536491147e-13,0.21056137540920392,9,0.516,0.0,conf_icosphere_sub3,"5,7,9,17,18,19,24,28"
1000,8,1e-08,dense,5.847380881007413e-07,0.0021718960212644906,-7.189718259076031,6136.189826545184,999,2308.7108121622177,8.591443528827014e-13,1.79927719786563e-13,0.22960666470332597,9,0.694,0.0,conf_icosphere_sub3,"7,8,19,23,24,26,28,31"
1000,8,1e-08,dense,1.260651109295423e-06,0.0034492458423442153,-7.463152269771645,8255.650332946003,999,1335.7017523756062,-4.1677829349745727e-13,1.1871609659110766e-13,0.19791376801379829,9,0.44,0.0,conf_icosphere_sub3,"2,4,6,17,20,26,28,31"
1000,8,1e-08,dense,1.0362733540820077e-06,0.0022994851414614966,-7.220847331877544,4936.767783488099,999,1755.98775966939,-1.3978030695934617e-14,7.771593139737028e-14,0.1492357893782757,9,0.712,0.0,conf_icosphere_sub3,"3,7,11,15,19,20,21,27"
1000,3,1e-08,dense,1.9598246610178766e-08,0.0018630911405457572,-7.3824580788319265,56814.12739941924,997,783.630733338945,-4.2180349269208386e-12,1.7521409722319022e-07,0.09812916966002004,4,0.833,0.0,conf_prism8,"7,10,29"
1000,3,1e-08,dense,1.0768404994550355e-07,0.0027138644515116105,-8.1619627517016,88901.85955167873,995,316.082175779478,-1.6032884269184724e-10,3.4197831415509694e-07,0.03626589353978498,4,0.464,0.0,conf_prism8,"15,17,19"
1000,3,1e-08,dense,1.270764012671885e-08,0.0024093589938769247,-7.940085436773482,136365.60425849786,997,509.6836334636974,-5.87094770328727e-12,3.293072971599812e-07,0.08956032314839356,4,0.473,0.0,conf_prism8,"9,25,31"
1000,3,1e-08,dense,4.146510210241945e-07,0.002165410589602715,-7.615067105578903,17231.89888483273,996,633.966292519932,-2.3681286605526814e-10,5.060531385122485e-07,0.1187367438821691,4,0.468,0.0,conf_prism8,"17,22,29"
1000,3,1e-08,dense,2.465455022200108e-07,0.0029925015988318234,-7.563165540201789,8262.018357851066,835,330.02590597551057,-3.3306690738754704e-15,1.1953572912513538e-06,0.10563824862336904,4,0.829,0.0,conf_prism8,"19,22,25"
1000,3,1e-08,dense,6.478002958328914e-08,0.0013213983977825102,-7.020088026379296,17248.96236224823,997,1442.6248274009304,2.0061138042938243e-12,5.6327009615008145e-09,0.1014844955757594,4,0.859,0.0,conf_prism8,"5,13,19"
1000,3,1e-08,dense,1.7086328581431327e-07,0.0013677871144087902,-7.065250167648436,7570.892474314634,997,1388.5231379092152,2.614529214243318e-13,6.017973618139951e-07,0.16977086321020587,4,0.853,0.0,conf_prism8,"5,21,27"
1000,3,1e-08,dense,9.713120352128654e-08,0.0018655276579951777,-7.212246097502064,12678.91447468155,997,846.0996024798621,-2.1817249873196438e-10,9.924823720379551e-09,0.09979682397475087,4,0.847,0.0,conf_prism8,"3,19,31"
1000,3,1e-08,dense,7.553057177090453e-08,0.0012965770113556499,-6.9866777701950085,14541.48077758303,997,1425.4587472299854,1.3910330815847398e-11,4.059752158501297e-07,0.1802600374440631,4,0.841,0.0,conf_prism8,"0,6,21"
1000,3,1e-08,dense,1.3534387125076711e-08,0.0013186835817338587,-7.04218756816928,75859.41061142771,997,392.4083819327996,-1.0364915528367309e-11,3.292011927790213e-07,0.041793324809783636,4,0.831,0.0,conf_prism8,"2,3,7"
1000,3,1e-08,dense,2.6797208604726995e-08,0.0025953571062063835,-8.081382386781254,96752.73217575221,997,358.4260665684643,-2.0812887623355512e-11,3.018408717728813e-07,0.07679116684942926,4,0.488,0.0,conf_prism8,"9,22,23"
1000,3,1e-08,dense,6.931286805836936e-07,0.0020436146680620376,-7.524360009118698,10178.321394118586,996,724.428731911009,-8.455527816184406e-11,7.786561615304739e-07,0.08894200718045384,2,0.309,0.0,conf_prism8,"1,26,27"
1000,3,1e-08,dense,1.1229536725504251e-05,0.0013352909254101372,-7.010822918526095,1419.7156709053404,996,1470.860166204055,-4.5449954264581934e-10,2.470894028355693e-09,0.15003981179313775,5,1.0,0.0,conf_prism8,"5,8,23"
1000,3,1e-08,dense,3.791255911631859e-07,0.001723333946814889,-7.240373971437555,5997.207464490011,996,525.0882369474534,6.337900224853336e-13,2.554818373218457e-07,0.08974941306811916,4,0.448,0.0,conf_prism8,"7,12,18"
1000,3,1e-08,dense,4.34269096591819e-06,0.0016725261800112005,-7.237107458970318,3557.4820570746615,996,862.1510749503661,-1.8433361344295138e-10,1.4116044431857272e-07,0.08500363274073086,4,0.457,0.0,conf_prism8,"4,16,24"
1000,3,1e-08,dense,5.186252859287093e-08,0.001196697868126015,-6.955899448484228,20494.686557060024,997,905.3956223585664,-4.0624917786708464e-10,1.8195017536517101e-06,0.29261494921703635,4,0.825,0.0,conf_prism8,"0,2,25"
1000,3,1e-08,dense,3.300701622397857e-08,0.002016018257380538,-7.409150704240034,36274.92163609338,997,830.192981488496,-3.68285641149916e-11,3.3913056550492463e-07,0.09410516820521762,4,0.833,0.0,conf_prism8,"10,25,29"
1000,3,1e-08,dense,1.4026244440990374e-07,0.003289270136255226,-8.231582456184986,18604.027201144883,847,165.3611607245438,-4.505008628484245e-12,5.564247497654583e-06,0.02512064643788791,4,0.839,0.0,conf_prism8,"6,14,20"
1000,3,1e-08,dense,1.6240367782350975e-05,0.001390347734285333,-7.052932947013151,1595.7642635731977,996,1067.4468875329503,1.9880705253067624e-12,1.2542696326447524e-07,0.1074849572212618,4,0.462,0.0,conf_prism8,"4,8,31"
1000,3,1e-08,dense,1.1041251053388728e-07,0.0015510734385276305,-7.149377398432511,11237.146972812787,997,871.2893813427527,6.930013831807455e-13,4.8935196746552205e-06,0.1462980915625845,4,0.476,0.0,conf_prism8,"3,12,26"
1000,3,1e-08,dense,1.4338150100487417e-07,0.001440619089287014,-7.078924701944445,8720.088688854981,997,1160.4617774419858,6.638068398486935e-13,5.855151692869205e-07,0.1444645592333232,4,0.831,0.0,conf_prism8,"5,18,27"
1000,3,1e-08,dense,8.025718701169255e-08,0.0018568016560098746,-7.331313217254696,17007.688079952615,997,1062.1051392463598,-2.783922519629009e-12,3.620338349054467e-07,0.08736636657987387,4,0.857,0.0,conf_prism8,"16,24,28"
1000,3,1e-08,dense,2.474077382157437e-08,0.001769018509401246,-7.253240542497841,43327.366164293715,997,1061.289655100485,-3.125121601964504e-11,2.767665508325296e-09,0.17535396438061004,5,1.0,0.0,conf_prism8,"3,23,29"
1000,3,1e-08,dense,8.55893961243116e-08,0.0021324555066102356,-7.661442675649023,26258.371237773674,997,641.1413994531273,3.891224723638206e-12,3.9760927576324486e-07,0.0708057330086383,4,0.805,0.0,conf_prism8,"2,22,29"
1000,3,1e-08,dense,2.2128722745348404e-06,0.001306370102676625,-7.004372598729744,1757.948594824784,996,772.0065220896788,-2.6086094412819343e-11,2.81547091388705e-07,0.07582553904844025,4,0.835,0.0,conf_prism8,"2,7,8"
1000,3,1e-08,dense,1.782780337059585e-08,0.0025599000332625545,-7.879286091734203,88682.48980187287,997,439.613756674434,-1.8618042981901176e-12,6.536379951810988e-07,0.05299071724290014,4,0.453,0.0,conf_prism8,"4,23,27"
1000,3,1e-08,dense,1.3542263681743275e-08,0.0011490885039721118,-6.95474113217454,75289.29340778703,997,925.2770251021553,-3.095381421523027e-10,1.0338947051827225e-06,0.15278430852653008,4,0.461,0.0,conf_prism8,"0,9,27"
1000,3,1e-08,dense,1.6991656621897672e-08,0.0031735521107554327,-9.21709157071647,145252.5217078759,995,275.461092591051,-9.530368353724458e-13,4.76765559263239e-06,0.04601925815600866,4,0.457,0.0,conf_prism8,"17,25,30"
1000,3,1e-08,dense,1.48086215845278e-05,0.0013907573685139635,-7.0715729378,1706.4151753624656,996,1196.917599534572,-1.5020399657862268e-11,8.151238660607052e-08,0.19331272965891166,4,0.826,0.0,conf_prism8,"7,8,29"
1000,3,1e-08,dense,2.3953347706861135e-08,0.0012654203586406267,-6.986095800864943,43117.16876496291,997,1311.482189879744,-1.2843121047796135e-10,1.943672011594059e-09,0.10792351331451049,5,0.486,0.0,conf_prism8,"0,12,26"
1000,5,1e-08,dense,1.0410358811184474e-07,0.0020640333092936873,-7.39841831370071,14589.691912477942,997,1185.417641249571,1.143588279215498e-10,6.055856391060533e-07,0.17693419513292424,4,0.838,0.0,conf_prism8,"11,16,23,25,27"
1000,5,1e-08,dense,7.315268801940126e-08,0.001725315684268454,-7.1519097315508935,15914.285063162837,997,846.402320707085,4.680100297781519e-11,1.4195413849864348e-07,0.05892509475050703,4,0.468,0.0,conf_prism8,"3,9,10,15,19"
1000,5,1e-08,dense,2.135563528205844e-07,0.0015604871745333348,-7.028063518962915,6046.615736336384,997,1519.2908439304483,1.5520524954799547e-11,1.5773415922601099e-06,0.2388314413732036,4,0.847,0.0,conf_prism8,"0,22,24,28,30"
