scene,N,subset,lambda_min_eff,logdet_eff,a_opt_eff,si_mae_A,ho_psnr
hemisphere,5,"2,4,19,23,29",0.002464754076826392,-675.868914135822,4.639809933426577,0.010103583335876465,17.95113094640226
hemisphere,5,"5,13,17,18,31",0.008309903415777345,756.6825752933721,1.373444206241797,0.00933558028191328,22.34156916111493
hemisphere,5,"7,9,13,14,30",0.004962777074514988,-786.1585966249997,2.4218433428552286,0.005810791160911322,19.76094221279157
hemisphere,5,"4,6,11,16,17",0.0003811671514741775,-1412.8468126668008,13.229340957156642,0.008907497860491276,18.14402340818033
hemisphere,5,"3,5,15,23,30",0.010775352307915532,373.1894529541134,1.126575249166011,0.00975455529987812,20.38479400001733
hemisphere,5,"1,11,18,25,29",0.0002635141982121466,-262.79594875073855,4.404573108844248,0.010053767822682858,19.70599723226493
hemisphere,5,"3,15,17,18,21",0.00024254176015124176,461.3308916229181,3.2297622318002444,0.008464948274195194,21.042154224433574
hemisphere,5,"6,7,8,27,30",0.0008477565366535615,-554.0051830110718,2.9656093632014575,0.006936460733413696,19.789147253651805
hemisphere,5,"15,21,22,24,25",0.011889479605851237,-356.23816322362836,2.3966200170214673,0.009304058738052845,19.943055039378812
hemisphere,5,"9,12,14,18,29",0.00047486819996453596,-758.5718733895628,6.4587017996910125,0.008337072096765041,19.36462144454913
hemisphere,5,"2,3,14,16,28",0.0051878282471865735,-70.96751388349861,1.7195017435052022,0.008405415341258049,19.4121761224789
hemisphere,5,"1,17,20,21,27",0.002265244451416981,-1091.3226945341548,4.08650471666419,0.006928557530045509,18.948340591329668
hemisphere,5,"1,2,11,17,23",0.0016348345390826409,-1205.9348074391223,3.8731812866825237,0.008257273584604263,16.961007909226854
hemisphere,5,"3,12,19,26,28",0.0022007009232896057,-239.03356133272348,2.7471876619923172,0.009877212345600128,19.228029458152836
hemisphere,5,"3,5,7,14,21",0.02876171783638321,620.9995642721199,0.958503737510142,0.007450742181390524,21.99700154936247
hemisphere,5,"8,13,17,20,31",0.009055649235246087,600.7118453163908,1.280850404195207,0.008037896826863289,22.599708698426628
hemisphere,5,"5,7,14,17,23",0.0007954264136556798,-725.9545118968883,3.210906841833277,0.00761595880612731,19.50897715047148
hemisphere,5,"5,6,8,9,18",0.01730988779867908,739.6646233579218,0.8990710432543528,0.007071871310472488,22.467769487593294
hemisphere,8,"8,10,13,15,20,23,24,30",0.006073242202800629,1396.904650204363,0.7703155699350319,0.006479147356003523,21.050887812818804
hemisphere,8,"1,2,3,7,11,14,20,27",0.0007463246598052092,-406.7297519041283,2.8007926375077905,0.006160749588161707,17.248272249232002
hemisphere,8,"3,4,15,20,23,25,28,31",0.0034541422798364148,-27.275917397921788,2.2027449807757256,0.007655291818082333,17.466251491355564
hemisphere,8,"1,2,4,8,14,15,23,26",0.0006010011157211918,612.7443199863106,1.966666168420567,0.006168329622596502,19.74675565246758
hemisphere,8,"6,7,11,15,27,28,29,30",0.0012735100330113582,-370.43946341698603,5.421688076654346,0.0076300338841974735,17.365970750479047
hemisphere,8,"1,5,8,17,20,26,27,29",0.006131541592489819,1249.3333390230343,0.8782068566414482,0.0057721189223229885,21.56417820287064
hemisphere,8,"1,7,12,21,25,27,28,30",0.001837877025273885,-620.7663195811454,3.67953798516621,0.005966218188405037,17.764887488789874
hemisphere,8,"0,4,5,6,16,21,22,27",0.05926426837512516,1529.1341722114435,0.58292565546293,0.005535223055630922,28.013556058340082
hemisphere,8,"4,10,16,18,19,20,22,25",0.00016710876563590406,424.85587426401406,4.526384808033626,0.006289335433393717,19.087199494405542
hemisphere,8,"0,2,5,6,14,15,21,31",0.0783733343401226,1529.3111799598719,0.5774137927204722,0.005713584832847118,27.870767684097068
hemisphere,8,"0,9,11,12,13,22,28,29",0.02265507640325171,1237.7436035697574,0.7432705115649731,0.005877836141735315,27.78537152642641
hemisphere,8,"0,3,11,12,20,25,27,29",0.017368326723597522,951.0025034206614,0.9381977293206265,0.006585501600056887,27.41427978636059
