conf_sphere_r05,3,0,"0,1,2",-6.324135810391892,-6.324106363397399,0,0,full,full,0,0
conf_sphere_r05,3,1,"0,1,3",-6.402762729201189,-6.402715433000684,0,0,full,full,1,1
conf_sphere_r05,3,2,"0,1,4",-6.3536283577089625,-6.353542457297666,0,0,full,full,0,0
conf_sphere_r05,3,3,"0,1,5",-6.366287062628782,-6.366133533938381,0,0,full,full,0,0
conf_sphere_r05,3,4,"0,1,6",-6.357892457858058,-6.357712754819046,0,0,full,full,1,1
conf_sphere_r05,3,5,"0,1,7",-6.314375195333528,-6.314132981250311,0,0,full,full,0,0
conf_sphere_r05,3,6,"0,1,8",-6.393459397182724,-6.393224744127928,0,0,full,full,1,1
conf_sphere_r05,3,7,"0,1,9",-6.353841989077647,-6.3537350353460775,0,0,full,full,0,0
conf_sphere_r05,3,8,"0,1,10",-6.341514341556824,-6.3415083526306555,0,0,full,full,0,0
conf_sphere_r05,3,9,"0,1,11",-6.379302668038297,-6.3793624445520125,0,0,full,full,1,1
conf_sphere_r05,3,10,"0,1,12",-6.3257620039810565,-6.325634733384726,0,0,full,full,0,0
conf_sphere_r05,3,11,"0,1,13",-6.366265493281533,-6.366087417558563,0,0,full,full,1,1
conf_sphere_r05,3,12,"0,1,14",-6.348788749231314,-6.348806641314065,0,0,full,full,1,1
conf_sphere_r05,3,13,"0,1,15",-6.317302269291254,-6.317322556611874,0,0,full,full,0,0
conf_sphere_r05,3,14,"0,1,16",-6.386850278593062,-6.38669340168262,0,0,full,full,1,1
conf_sphere_r05,3,15,"0,1,17",-6.335859002731977,-6.335729547977396,0,0,full,full,0,0
conf_sphere_r05,3,16,"0,1,18",-6.348715349943222,-6.348612147096877,0,0,full,full,0,0
conf_sphere_r05,3,17,"0,1,19",-6.362021519336173,-6.36204581375225,0,0,full,full,1,1
conf_sphere_r05,3,18,"0,1,20",-6.311889150324149,-6.311722517003194,0,0,full,full,0,0
conf_sphere_r05,3,19,"0,1,21",-6.367159905587594,-6.366995939226446,0,0,full,full,1,1
conf_sphere_r05,3,20,"0,1,22",-6.338218568982346,-6.338192947160058,0,0,full,full,1,1
conf_sphere_r05,3,21,"0,1,23",-6.330090326743903,-6.3301527969625635,0,0,full,full,0,0
conf_sphere_r05,3,22,"0,1,24",-6.371117678804275,-6.37118411742074,0,0,full,full,1,1
conf_sphere_r05,3,23,"0,1,25",-6.321175251254506,-6.321236206946495,0,0,full,full,0,0
conf_sphere_r05,3,24,"0,1,26",-6.351482737414707,-6.351372021042498,0,0,full,full,1,1
conf_sphere_r05,3,25,"0,1,27",-6.346465049793664,-6.346633553174015,0,0,full,full,1,1
conf_sphere_r05,3,26,"0,1,28",-6.320127008528555,-6.320218803983943,0,0,full,full,0,0
conf_sphere_r05,3,27,"0,1,29",-6.363209737681945,-6.363194237100799,0,0,full,full,1,1
conf_sphere_r05,3,28,"0,1,30",-6.33104646560363,-6.331198907606963,0,0,full,full,1,1
conf_sphere_r05,3,29,"0,1,31",-6.339022226237247,-6.339084659161443,0,0,full,full,0,0
conf_sphere_r05,3,30,"0,2,3",-6.312471215532711,-6.31255224129864,0,0,full,full,0,0
conf_sphere_r05,3,31,"0,2,4",-6.349826879922521,-6.349694527317275,0,0,full,full,0,0
conf_sphere_r05,3,32,"0,2,5",-6.415374155210846,-6.415312843466432,0,0,full,full,3,3
conf_sphere_r05,3,33,"0,2,6",-6.295655637590824,-6.295563838090749,0,0,full,full,0,0
conf_sphere_r05,3,34,"0,2,7",-6.370915577977046,-6.37070337813776,0,0,full,full,2,2
conf_sphere_r05,3,35,"0,2,8",-6.341281185776181,-6.341147563746886,0,0,full,full,3,3
conf_sphere_r05,3,36,"0,2,9",-6.326778550028318,-6.326723947708623,0,0,full,full,0,0
conf_sphere_r05,3,37,"0,2,10",-6.419198871688027,-6.419225948009486,0,0,full,full,3,3
conf_sphere_r05,3,38,"0,2,11",-6.298495321945941,-6.298600507172616,0,0,full,full,0,0
conf_sphere_r05,3,39,"0,2,12",-6.346183756765227,-6.345909343450475,0,0,full,full,1,1
conf_sphere_r05,3,40,"0,2,13",-6.376729810519319,-6.3766184389204374,0,0,full,full,3,3
conf_sphere_r05,3,41,"0,2,14",-6.299456901260779,-6.299432324633487,0,0,full,full,0,0
conf_sphere_r05,3,42,"0,2,15",-6.387050472196917,-6.387066815454572,0,0,full,full,3,3
conf_sphere_r05,3,43,"0,2,16",-6.3197697736015455,-6.319650049182081,0,0,full,full,1,1
conf_sphere_r05,3,44,"0,2,17",-6.32691429439753,-6.32663831564402,0,0,full,full,0,0
conf_sphere_r05,3,45,"0,2,18",-6.3997787141353895,-6.399696221515863,0,0,full,full,3,3
conf_sphere_r05,3,46,"0,2,19",-6.296194356840911,-6.296291065240694,0,0,full,full,0,0
conf_sphere_r05,3,47,"0,2,20",-6.351752873937858,-6.351474130454106,0,0,full,full,0,0
conf_sphere_r05,3,48,"0,2,21",-6.347473357966856,-6.347344919397408,0,0,full,full,2,2
conf_sphere_r05,3,49,"0,2,22",-6.304985857378898,-6.304917413422748,0,0,full,full,0,0
conf_sphere_r05,3,50,"0,2,23",-6.386412828373633,-6.386462226400155,0,0,full,full,2,2
conf_sphere_r05,3,51,"0,2,24",-6.3106123907296805,-6.310679399679068,0,0,full,full,0,0
conf_sphere_r05,3,52,"0,2,25",-6.329298399411388,-6.3292750489484435,0,0,full,full,0,0
conf_sphere_r05,3,53,"0,2,26",-6.369676585233291,-6.369576956098648,0,0,full,full,2,2
conf_sphere_r05,3,54,"0,2,27",-6.300930595076563,-6.301073677731925,0,0,full,full,1,1
conf_sphere_r05,3,55,"0,2,28",-6.359727981623195,-6.359769945005179,0,0,full,full,1,1
conf_sphere_r05,3,56,"0,2,29",-6.330739696334209,-6.330720405301902,0,0,full,full,1,1
conf_sphere_r05,3,57,"0,2,30",-6.317830485901768,-6.317914044893074,0,0,full,full,1,1
conf_sphere_r05,3,58,"0,2,31",-6.367998945540991,-6.368063892984108,0,0,full,full,1,1
conf_sphere_r05,3,59,"0,3,4",-6.38735154355354,-6.387326077931123,0,0,full,full,1,1
conf_sphere_r05,3,60,"0,3,5",-6.333420636788829,-6.333378225496672,0,0,full,full,3,3
conf_sphere_r05,3,61,"0,3,6",-6.418127168113648,-6.4179343019427515,0,0,full,full,2,2
conf_sphere_r05,3,62,"0,3,7",-6.33285085836001,-6.332718246431138,0,0,full,full,0,0
conf_sphere_r05,3,63,"0,3,8",-6.434506473890113,-6.434343780281261,0,0,full,full,3,3
conf_sphere_r05,3,64,"0,3,9",-6.3890872280661055,-6.389027902780699,0,0,full,full,0,0
conf_sphere_r05,3,65,"0,3,10",-6.309624380272223,-6.309714609187614,0,0,full,full,0,0
conf_sphere_r05,3,66,"0,3,11",-6.4495731706459365,-6.449603164026419,0,0,full,full,3,3
conf_sphere_r05,3,67,"0,3,12",-6.356664012236505,-6.3566084407629,0,0,full,full,0,0
conf_sphere_r05,3,68,"0,3,13",-6.364271887726876,-6.364167034299994,0,0,full,full,3,3
conf_sphere_r05,3,69,"0,3,14",-6.397650792979986,-6.397536454369531,0,0,full,full,1,1
conf_sphere_r05,3,70,"0,3,15",-6.313860517465821,-6.31393375962065,0,0,full,full,0,0
conf_sphere_r05,3,71,"0,3,16",-6.44324503109528,-6.44306264822276,0,0,full,full,3,3
conf_sphere_r05,3,72,"0,3,17",-6.370978900322655,-6.370860463151567,0,0,full,full,0,0
conf_sphere_r05,3,73,"0,3,18",-6.323914309360357,-6.323846856030128,0,0,full,full,0,0
conf_sphere_r05,3,74,"0,3,19",-6.419787751222712,-6.419815893351524,0,0,full,full,3,3
conf_sphere_r05,3,75,"0,3,20",-6.329409335498749,-6.329285712977617,0,0,full,full,0,0
conf_sphere_r05,3,76,"0,3,21",-6.388664823835068,-6.388533746843525,0,0,full,full,3,3
conf_sphere_r05,3,77,"0,3,22",-6.37947730355011,-6.379347186472889,0,0,full,full,0,0
conf_sphere_r05,3,78,"0,3,23",-6.316229487809978,-6.316306800008302,0,0,full,full,0,0
conf_sphere_r05,3,79,"0,3,24",-6.420916193984163,-6.420897146010601,0,0,full,full,3,3
conf_sphere_r05,3,80,"0,3,25",-6.34968277123899,-6.3497869838883005,0,0,full,full,0,0
conf_sphere_r05,3,81,"0,3,26",-6.3471791787513085,-6.3470719804237,0,0,full,full,2,2
conf_sphere_r05,3,82,"0,3,27",-6.3917736835585925,-6.391848368087617,0,0,full,full,1,1
conf_sphere_r05,3,83,"0,3,28",-6.3250387693444905,-6.325144048495175,0,0,full,full,0,0
conf_sphere_r05,3,84,"0,3,29",-6.3932470404720085,-6.393212765803721,0,0,full,full,3,3
conf_sphere_r05,3,85,"0,3,30",-6.364060318553053,-6.364205180554416,0,0,full,full,1,1
conf_sphere_r05,3,86,"0,3,31",-6.333498315194491,-6.333570779103964,0,0,full,full,0,0
conf_sphere_r05,3,87,"0,4,5",-6.387417501460568,-6.387154013818357,0,0,full,full,1,1
conf_sphere_r05,3,88,"0,4,6",-6.3393487547161005,-6.339187307440086,0,0,full,full,0,0
conf_sphere_r05,3,89,"0,4,7",-6.340391651319806,-6.340042087048111,0,0,full,full,0,0
conf_sphere_r05,3,90,"0,4,8",-6.390553012877495,-6.390260635726249,0,0,full,full,1,1
conf_sphere_r05,3,91,"0,4,9",-6.355844539785353,-6.355673507440187,0,0,full,full,0,0
conf_sphere_r05,3,92,"0,4,10",-6.3673679458499155,-6.367239250912759,0,0,full,full,1,1
conf_sphere_r05,3,93,"0,4,11",-6.362789818873644,-6.362835138857365,0,0,full,full,1,1
conf_sphere_r05,3,94,"0,4,12",-6.3492081104846445,-6.348889421888782,0,0,full,full,0,0
conf_sphere_r05,3,95,"0,4,13",-6.377728418318135,-6.377467035129847,0,0,full,full,1,1
conf_sphere_r05,3,96,"0,4,14",-6.337019459373889,-6.336981398252492,0,0,full,full,0,0
conf_sphere_r05,3,97,"0,4,15",-6.3440637746624375,-6.343983936659911,0,0,full,full,1,1
conf_sphere_r05,3,98,"0,4,16",-6.379258361377137,-6.379056332333331,0,0,full,full,1,1
conf_sphere_r05,3,99,"0,4,17",-6.3477748386756385,-6.347546191589176,0,0,full,full,0,0
conf_sphere_r05,3,100,"0,4,18",-6.3694216292225265,-6.369216831670411,0,0,full,full,1,1
conf_sphere_r05,3,101,"0,4,19",-6.349412309288457,-6.349405598136056,0,0,full,full,1,1
conf_sphere_r05,3,102,"0,4,20",-6.335941673073056,-6.335658603374937,0,0,full,full,0,0
conf_sphere_r05,3,103,"0,4,21",-6.370562293508241,-6.370322066929621,0,0,full,full,1,1
conf_sphere_r05,3,104,"0,4,22",-6.336806727397206,-6.33675764025044,0,0,full,full,1,1
conf_sphere_r05,3,105,"0,4,23",-6.3533748065565,-6.35335051622327,0,0,full,full,1,1
conf_sphere_r05,3,106,"0,4,24",-6.364035817403844,-6.364046569549245,0,0,full,full,1,1
conf_sphere_r05,3,107,"0,4,25",-6.336818426773277,-6.3368101522614655,0,0,full,full,1,1
conf_sphere_r05,3,108,"0,4,26",-6.363687856556294,-6.363492612956176,0,0,full,full,1,1
conf_sphere_r05,3,109,"0,4,27",-6.3410262882269635,-6.34115870474553,0,0,full,full,1,1
conf_sphere_r05,3,110,"0,4,28",-6.341140158846992,-6.341158981405148,0,0,full,full,1,1
conf_sphere_r05,3,111,"0,4,29",-6.363529322836066,-6.3634518419810835,0,0,full,full,1,1
conf_sphere_r05,3,112,"0,4,30",-6.33766228559273,-6.3377783872020705,0,0,full,full,1,1
conf_sphere_r05,3,113,"0,4,31",-6.354833969422008,-6.354823681888968,0,0,full,full,1,1
conf_sphere_r05,3,114,"0,5,6",-6.33154748792377,-6.331329517582731,0,0,full,full,0,0
conf_sphere_r05,3,115,"0,5,7",-6.390065840444234,-6.389740676991879,0,0,full,full,2,2
conf_sphere_r05,3,116,"0,5,8",-6.373384587377285,-6.37309227038166,0,0,full,full,3,3
conf_sphere_r05,3,117,"0,5,9",-6.367944869496893,-6.367743235055271,0,0,full,full,0,0
conf_sphere_r05,3,118,"0,5,10",-6.429999557933134,-6.429910066400182,0,0,full,full,3,3
conf_sphere_r05,3,119,"0,5,11",-6.323190664973794,-6.323176206883718,0,0,full,full,1,1
conf_sphere_r05,3,120,"0,5,12",-6.378293049289298,-6.377987989519265,0,0,full,full,1,1
conf_sphere_r05,3,121,"0,5,13",-6.41476904260201,-6.41448284296635,0,0,full,full,3,3
conf_sphere_r05,3,122,"0,5,14",-6.338610722995263,-6.338457482754005,0,0,full,full,0,0
conf_sphere_r05,3,123,"0,5,15",-6.398666294883527,-6.398573859306801,0,0,full,full,3,3
conf_sphere_r05,3,124,"0,5,16",-6.343752407185979,-6.343482719737821,0,0,full,full,3,3
conf_sphere_r05,3,125,"0,5,17",-6.365022678194839,-6.364621234956685,0,0,full,full,0,0
conf_sphere_r05,3,126,"0,5,18",-6.422369471745367,-6.422045251362573,0,0,full,full,3,3
conf_sphere_r05,3,127,"0,5,19",-6.325573198394614,-6.325535528002298,0,0,full,full,1,1
conf_sphere_r05,3,128,"0,5,20",-6.375734921650053,-6.375380109433539,0,0,full,full,1,1
conf_sphere_r05,3,129,"0,5,21",-6.376269432855649,-6.375952934293167,0,0,full,full,3,3
conf_sphere_r05,3,130,"0,5,22",-6.34256822598964,-6.342317124561898,0,0,full,full,0,0
conf_sphere_r05,3,131,"0,5,23",-6.400132296677508,-6.400047452274521,0,0,full,full,3,3
conf_sphere_r05,3,132,"0,5,24",-6.334005786265633,-6.333907593257932,0,0,full,full,3,2
conf_sphere_r05,3,133,"0,5,25",-6.361504725182217,-6.361400726338115,0,0,full,full,0,0
conf_sphere_r05,3,134,"0,5,26",-6.394061257802279,-6.393770043771313,0,0,full,full,3,3
conf_sphere_r05,3,135,"0,5,27",-6.332610202266491,-6.332595039197193,0,0,full,full,1,1
conf_sphere_r05,3,136,"0,5,28",-6.3793136295140656,-6.37926363073385,0,0,full,full,3,3
conf_sphere_r05,3,137,"0,5,29",-6.3539610437662315,-6.353749861462266,0,0,full,full,3,3
conf_sphere_r05,3,138,"0,5,30",-6.350845617786373,-6.3507889727843745,0,0,full,full,2,2
conf_sphere_r05,3,139,"0,5,31",-6.3867222832130945,-6.3866415684193845,0,0,full,full,3,3
conf_sphere_r05,3,140,"0,6,7",-6.296289292249246,-6.295992106995421,0,0,full,full,0,0
conf_sphere_r05,3,141,"0,6,8",-6.39270475573986,-6.392359689465167,0,0,full,full,2,2
conf_sphere_r05,3,142,"0,6,9",-6.345157628160113,-6.344959196738687,0,0,full,full,0,0
conf_sphere_r05,3,143,"0,6,10",-6.309138165092298,-6.309071512179449,0,0,full,full,0,0
conf_sphere_r05,3,144,"0,6,11",-6.4037906454370415,-6.403632972095547,0,0,full,full,3,3
conf_sphere_r05,3,145,"0,6,12",-6.313026513455981,-6.312804900289153,0,0,full,full,0,0
conf_sphere_r05,3,146,"0,6,13",-6.348877636575777,-6.348612672586725,0,0,full,full,2,2
conf_sphere_r05,3,147,"0,6,14",-6.360667734020547,-6.360326945698578,0,0,full,full,3,3
conf_sphere_r05,3,148,"0,6,15",-6.295241938035519,-6.2951384384198015,0,0,full,full,0,0
conf_sphere_r05,3,149,"0,6,16",-6.400172893058341,-6.3998855239538,0,0,full,full,2,2
conf_sphere_r05,3,150,"0,6,17",-6.329270586711857,-6.329026575461702,0,0,full,full,0,0
conf_sphere_r05,3,151,"0,6,18",-6.323171800763733,-6.322982983209505,0,0,full,full,0,0
conf_sphere_r05,3,152,"0,6,19",-6.384243185652245,-6.3840308903910135,0,0,full,full,3,3
conf_sphere_r05,3,153,"0,6,20",-6.29800712000454,-6.297731205565189,0,0,full,full,0,0
