scene,N,subset_id,subset_str,I_O,I_A
conf_hemisphere_sq,3,17,"0,1,19",-6.392205742144357,-6.391797267001996
conf_hemisphere_sq,3,18,"0,1,20",-6.323076428682049,-6.322564483826401
conf_hemisphere_sq,3,19,"0,1,21",-6.387515458493858,-6.387083512512233
conf_hemisphere_sq,3,20,"0,1,22",-6.363389738729033,-6.362944175866067
conf_hemisphere_sq,3,21,"0,1,23",-6.345114785864687,-6.344809145272837
conf_hemisphere_sq,3,22,"0,1,24",-6.402157450898019,-6.401792448310272
conf_hemisphere_sq,3,23,"0,1,25",-6.3402925877278005,-6.339919222837265
conf_hemisphere_sq,3,24,"0,1,26",-6.368092499885659,-6.367656609573069
conf_hemisphere_sq,3,25,"0,1,27",-6.375423389541401,-6.374977509532363
conf_hemisphere_sq,3,26,"0,1,28",-6.334323711820216,-6.333974598220366
conf_hemisphere_sq,3,27,"0,1,29",-6.387509072730682,-6.387130980327732
conf_hemisphere_sq,3,28,"0,1,30",-6.3538415011586675,-6.353433886883211
conf_hemisphere_sq,3,29,"0,1,31",-6.354996267008067,-6.354651742757501
conf_hemisphere_sq,3,30,"0,2,3",-6.309893694488152,-6.309902577702153
conf_hemisphere_sq,3,31,"0,2,4",-6.374735974969843,-6.374499839331403
conf_hemisphere_sq,3,32,"0,2,5",-6.462097427425452,-6.461955484616389
conf_hemisphere_sq,3,33,"0,2,6",-6.293710596532833,-6.293603008097718
conf_hemisphere_sq,3,34,"0,2,7",-6.404229130350237,-6.403879286870496
conf_hemisphere_sq,3,35,"0,2,8",-6.343931676616039,-6.34389726903262
conf_hemisphere_sq,3,36,"0,2,9",-6.346651475097368,-6.34654220272569
conf_hemisphere_sq,3,37,"0,2,10",-6.469699854874164,-6.469677065849251
conf_hemisphere_sq,3,38,"0,2,11",-6.296071338033462,-6.296077418849012
conf_hemisphere_sq,3,39,"0,2,12",-6.374207379856432,-6.37393730462621
conf_hemisphere_sq,3,40,"0,2,13",-6.401378698466284,-6.4012241732354624
conf_hemisphere_sq,3,41,"0,2,14",-6.305918229272091,-6.305771874941265
conf_hemisphere_sq,3,42,"0,2,15",-6.429167104838969,-6.429040308447992
conf_hemisphere_sq,3,43,"0,2,16",-6.316320797298075,-6.316296625786855
conf_hemisphere_sq,3,44,"0,2,17",-6.348673468145886,-6.348559897267313
conf_hemisphere_sq,3,45,"0,2,18",-6.439843390073963,-6.4398051736386455
conf_hemisphere_sq,3,46,"0,2,19",-6.295956750904261,-6.295883373126663
