scene,N,arm,subset_id,subset_str,reconstruction_error,success
conf_cube_plus_cone,3,proxy_top,22,"0,1,24",0.0005531419883482158,0
conf_cube_plus_cone,3,proxy_top,291,"0,12,29",0.00041758394218049943,0
conf_cube_plus_cone,3,proxy_top,393,"0,19,26",0.00029833076405338943,0
conf_cube_plus_cone,3,proxy_top,345,"0,16,17",0.0008392442250624299,0
conf_cube_plus_cone,3,proxy_top,412,"0,21,24",0.0006215745233930647,0
conf_cube_plus_cone,3,proxy_top,286,"0,12,24",0.0005906412261538208,0
conf_cube_plus_cone,3,proxy_top,103,"0,4,21",0.00017880226369015872,0
conf_cube_plus_cone,3,proxy_top,417,"0,21,29",0.000445934827439487,0
conf_cube_plus_cone,3,proxy_top,154,"0,6,21",0.00017431311425752938,0
conf_cube_plus_cone,3,proxy_top,23,"0,1,25",0.00013848590606357902,0
conf_cube_plus_cone,3,proxy_top,157,"0,6,24",0.0005545358872041106,0
