scene,mean_deg,median_deg,p90_deg,p99_deg,valid_frac
_canary_run1_degenerate,69.54034409289535,60.89569675694106,110.80785524419302,151.33957015579014,0.3770751953125
conf_sphere_r05,69.54034407750272,60.89569664724016,110.80785734923245,151.33957015579014,0.3770751953125
