scene,kind,mean_si_psnr,min_si_psnr,median_si_psnr,mean_mae,mean_mae_unnorm
_canary_run1_degenerate,Or1_mesh,26.809549032864815,23.821245012422423,25.71742499858626,0.03911185315791954,
_canary_run1_degenerate,Or2_depth,14.598054441273053,8.047420435122966,13.492175819198383,0.18086414575532092,
conf_sphere_r05,Or1_mesh,26.730603269580243,23.830271275738482,25.717387170374806,0.039456070226151496,
conf_sphere_r05,Or2_depth,13.893238833441949,8.05097874354246,13.492175819198383,0.18431441378557614,
