probe,scene,N,g0,g1,g2,g3,g4,g_min_over_max
A,062ad5b97bf34d75b7c7003b9b6f2cb0,5,0.0008258867892436683,0.0008258866146206856,0.0008258867892436683,0.0008258862653747201,0.0008258866146206856,0.9999993656891537
A,069044476a7f49b9b83f6364654c85c3,5,0.0007580845849588513,0.0007580844103358686,0.0007580842939205468,0.0007580844103358686,0.0007580844103358686,0.9999996160872938
A,0692e0ff0ef34b21b1f3659270d2e558,5,0.0007509079878218472,0.0007509078714065254,0.0007509076385758817,0.0007509076967835426,0.0007509078714065254,0.9999995349017841
A,06dd0877eb584e569d1bc9070e42baa2,5,0.0007961347582750022,0.0007961345254443586,0.0007961348746903241,0.000796134234406054,0.0007961344090290368,0.9999991957590474
A,07a81928f67f4aa2ad0d59a057ae374e,5,0.0007548611611127853,0.0007548612775281072,0.0007548611029051244,0.0007548611611127853,0.0007548612193204463,0.9999997686687767
A,07c2642631f947a5ac799dddeea39eb9,5,0.0007681979914195836,0.0007681981078349054,0.0007681981660425663,0.0007681979914195836,0.0007681981660425663,0.9999997726849783
A,086be698bca14d7791d9032884909954,5,0.0007767457864247262,0.0007767457864247262,0.0007767456700094044,0.0007767457864247262,0.0007767456700094044,0.9999998501242957
A,087ca366dee64594bba4189b31dd7a45,5,0.0007540522492490709,0.0007540518417954445,0.0007540518417954445,0.0007540519582107663,0.0007540520164184272,0.9999994596480194
A,08aab5b01d384e0082c56c17fc9f2245,5,0.0008346185204572976,0.0008346183458343148,0.0008346186950802803,0.0008346185204572976,0.0008346186950802803,0.9999995815502726
A,08bc3a0eec7042389949e2c5ad9bf700,5,0.000821667374111712,0.0008216669084504247,0.0008216667338274419,0.0008216666174121201,0.0008216662681661546,0.9999986540227929
A,099450527f614a3e81baf1fe4fe087ab,5,0.0007730796351097524,0.0007730798679403961,0.0007730798679403961,0.000773079926148057,0.0007730798097327352,0.9999996235340037
A,09fb340c826c402683eca48320936aec,5,0.0007591315661557019,0.0007591316825710237,0.0007591316825710237,0.00075913144974038,0.0007591313915327191,0.9999996166168383
A,0a354259149c4930bac9bab65ce89cdd,5,0.0007691655191592872,0.0007691655773669481,0.0007691657519899309,0.0007691657519899309,0.0007691657519899309,0.9999996972945778
A,0a39c8c2a2df48b6a072da1d9306cf36,5,0.0007659300463274121,0.000765930104535073,0.0007659294060431421,0.0007659302209503949,0.0007659300463274121,0.9999989360554911
A,0ae2a05bf20c4b028b86c33e26aa9e0c,5,0.000757530564442277,0.000757530506234616,0.0007575309136882424,0.0007575309136882424,0.0007575309136882424,0.9999994621293745
A,0af17e65f26647cc99709f7d15944994,5,0.0007809072267264128,0.0007809074013493955,0.0007809075759723783,0.0007809074595570564,0.0007809069938957691,0.9999992546152361
A,0b1cc5fa9d8744ddabb84d3ec55b9a97,5,0.0007517970516346395,0.0007517968770116568,0.0007517970516346395,0.0007517969352193177,0.0007517969352193177,0.999999767725901
A,0b6168841a3f46bdaa56947d469c79da,5,0.000789698155131191,0.0007896982133388519,0.0007896982133388519,0.0007896982133388519,0.0007896983297541738,0.9999997788738102
A,0bba5774d2bd40e48a2d246fdd0b92f5,5,0.0008620211738161743,0.0008620219305157661,0.0008620208245702088,0.0008620214066468179,0.0008620200678706169,0.9999978392137331
A,0c5eb9cedea94e2180187a07cb661ceb,5,0.0008548168698325753,0.0008548173937015235,0.0008548173937015235,0.0008548173937015235,0.0008548171608708799,0.9999993871568921
A,0c87b9d50c7f4a2292e337ceb54ec36a,5,0.0007602674886584282,0.0007602674886584282,0.00076026760507375,0.0007602676632814109,0.0007602673140354455,0.9999995406276205
A,0cc862bb5d9f41269631ff62504cfdf9,5,0.0007500002975575626,0.0007500002975575626,0.0007500002975575626,0.0007500002975575626,0.0007500002975575626,1.0
A,0e63e1ef419b49278ddc45ec63f69979,5,0.0007587214349769056,0.0007587215513922274,0.0007587215513922274,0.0007587216095998883,0.0007587216095998883,0.9999997698457768
A,0e92245b9cac4423810aece64743decd,5,0.000755989458411932,0.0007559895166195929,0.000755989458411932,0.0007559896330349147,0.0007559893419966102,0.9999996150234185
A,0f3d54f4b2b74580a2c1891c1116dc5f,5,0.0007848668028600514,0.000784867093898356,0.0007848666864447296,0.0007848668028600514,0.0007848668028600514,0.9999994808629008
A,0f48025ff969419582312f9a02fd7af0,5,0.0007565041887573898,0.0007564934785477817,0.0007564445259049535,0.000756444176658988,0.0007564627449028194,0.999920671822716
A,10edcd93ffa94c2a8cc0bc2e9bcf7eae,5,0.000760649039875716,0.0007606489234603941,0.0007606489234603941,0.0007606489816680551,0.0007606489816680551,0.9999998469526474
A,1175f68a974a45f5b9b6e51c08f1a432,5,0.0007702615112066269,0.0007702611619606614,0.0007702609873376787,0.0007702609291300178,0.0007702609291300178,0.9999992443130019
A,11940acb7fe34046ae965ed2fc1a3359,5,0.0007483434746973217,0.0007483434746973217,0.0007483434746973217,0.0007483434746973217,0.0007483434164896607,0.9999999222179883
A,1199736697cb491a899f77c0b75112dd,5,0.0008037465740926564,0.0008037465740926564,0.0008037464576773345,0.0008037464576773345,0.0008037464576773345,0.9999998551591689
A,11b4c003677148478409d6a66a65eb0e,5,0.0007746300543658435,0.0007746300543658435,0.0007746300543658435,0.0007746302871964872,0.0007746302871964872,0.9999996994299765
