probe,scene,N,si_mae_A,depth_l1,normal_mae,sh_err
A,17092add79b24457ba29f0b35d660072,2,0.06777550280094147,0.2046261727809906,6.816563606262207,1.1658046245574951
A,17092add79b24457ba29f0b35d660072,3,0.06777546554803848,0.20462656021118164,6.816604137420654,1.4263567924499512
A,17092add79b24457ba29f0b35d660072,5,0.06777556985616684,0.20462678372859955,6.816590785980225,1.8465667963027954
A,179832b0585c415d979f90dced97ae71,1,0.089206762611866,0.2606050968170166,9.100358009338379,0.822246789932251
A,179832b0585c415d979f90dced97ae71,2,0.08920677751302719,0.26060348749160767,9.100313186645508,1.1656759977340698
A,179832b0585c415d979f90dced97ae71,3,0.0892070010304451,0.26060500741004944,9.100345611572266,1.4264863729476929
A,179832b0585c415d979f90dced97ae71,5,0.0892067551612854,0.26060521602630615,9.100324630737305,1.8464444875717163
A,17bc5de2691b43cfb873091778a8de52,1,0.00014618686691392213,0.36210960149765015,22.97064971923828,0.8223532438278198
A,17bc5de2691b43cfb873091778a8de52,2,0.00014618686691392213,0.3621102273464203,22.970598220825195,1.165641188621521
A,17bc5de2691b43cfb873091778a8de52,3,0.00014618686691392213,0.3621106743812561,22.970638275146484,1.4265210628509521
A,17bc5de2691b43cfb873091778a8de52,5,0.000146186794154346,0.362109899520874,22.9706974029541,1.8464115858078003
A,18b0f54db566476fb861c8fa187cd8d8,1,0.215088352560997,0.20406436920166016,17.40932846069336,0.8222910165786743
A,18b0f54db566476fb861c8fa187cd8d8,2,0.2150883972644806,0.20406416058540344,17.409343719482422,1.1656612157821655
A,18b0f54db566476fb861c8fa187cd8d8,3,0.21508844196796417,0.20406407117843628,17.4092960357666,1.4265022277832031
A,18b0f54db566476fb861c8fa187cd8d8,5,0.21508844196796417,0.2040628343820572,17.40941619873047,1.8464324474334717
A,1907da7461054e5ba6885302c08c2677,1,0.0824722871184349,1.4380635023117065,10.112385749816895,0.8220092058181763
A,1907da7461054e5ba6885302c08c2677,2,0.08245700597763062,1.4379379749298096,10.1124849319458,1.165770173072815
A,1907da7461054e5ba6885302c08c2677,3,0.08245017379522324,1.4378949403762817,10.11238956451416,1.4264169931411743
A,1907da7461054e5ba6885302c08c2677,5,0.08244545012712479,1.4378539323806763,10.112279891967773,1.8465396165847778
A,191df4fa5f48453d81ede86ed863a3c2,1,0.08714969456195831,0.317095011472702,4.398747444152832,0.8214080333709717
A,191df4fa5f48453d81ede86ed863a3c2,2,0.08716825395822525,0.31718069314956665,4.3990797996521,1.165906548500061
A,191df4fa5f48453d81ede86ed863a3c2,3,0.0871727392077446,0.3172051012516022,4.39916467666626,1.4262001514434814
A,191df4fa5f48453d81ede86ed863a3c2,5,0.08717557787895203,0.3172348439693451,4.399173259735107,1.8466720581054688
A,193c0e81efc74ed0bd5834586cf3fe8f,1,0.11495532840490341,0.2653869688510895,5.7585296630859375,0.8221600651741028
A,193c0e81efc74ed0bd5834586cf3fe8f,2,0.1149553507566452,0.2653868794441223,5.758506774902344,1.1657037734985352
A,193c0e81efc74ed0bd5834586cf3fe8f,3,0.1149553433060646,0.26538610458374023,5.758510589599609,1.426457166671753
A,193c0e81efc74ed0bd5834586cf3fe8f,5,0.114955373108387,0.26538723707199097,5.758471488952637,1.846469759941101
A,195a37929e644c3dbfbe25de252b0969,1,0.18058456480503082,0.27212461829185486,18.200319290161133,0.8222898840904236
A,195a37929e644c3dbfbe25de252b0969,2,0.18058454990386963,0.2721230983734131,18.200328826904297,1.165661096572876
A,195a37929e644c3dbfbe25de252b0969,3,0.1805846393108368,0.27212581038475037,18.200347900390625,1.4265002012252808
A,195a37929e644c3dbfbe25de252b0969,5,0.18058453500270844,0.2721244990825653,18.20040512084961,1.846430778503418
A,1ada36a1a86a4bdaaa106bee7d9ac67d,1,0.12140495330095291,0.2124888151884079,5.506699562072754,0.8214466571807861
A,1ada36a1a86a4bdaaa106bee7d9ac67d,2,0.12140495330095291,0.2124890834093094,5.506682395935059,1.1659317016601562
A,1ada36a1a86a4bdaaa106bee7d9ac67d,3,0.1214049905538559,0.2124890387058258,5.506654262542725,1.4262335300445557
A,1ada36a1a86a4bdaaa106bee7d9ac67d,5,0.12140499800443649,0.21248899400234222,5.506685256958008,1.8466942310333252
A,1b98302c1ed9406a8343b3d39d6c5095,1,0.00014744888176210225,0.3946816325187683,5.414796829223633,0.8215183019638062
A,1b98302c1ed9406a8343b3d39d6c5095,2,0.00014744886721018702,0.39468228816986084,5.414807319641113,1.1659092903137207
A,1b98302c1ed9406a8343b3d39d6c5095,3,0.00014744886721018702,0.3946819603443146,5.414799690246582,1.4262551069259644
A,1b98302c1ed9406a8343b3d39d6c5095,5,0.00014744879445061088,0.3946821391582489,5.4148125648498535,1.8466694355010986
A,1bbd90606751424ca876f2c94e183784,1,0.022101998329162598,0.22629272937774658,40.7426872253418,0.8223683834075928
A,1bbd90606751424ca876f2c94e183784,2,0.02210197038948536,0.22629255056381226,40.74275588989258,1.1656373739242554
A,1bbd90606751424ca876f2c94e183784,3,0.022101933136582375,0.22629287838935852,40.74284744262695,1.426524043083191
A,1bbd90606751424ca876f2c94e183784,5,0.02210216596722603,0.22629477083683014,40.74264907836914,1.846406102180481
A,1bc61e7f64a54ccc9f3942b874779522,1,0.11409373581409454,0.3378666341304779,2.7861557006835938,0.8210287690162659
A,1bc61e7f64a54ccc9f3942b874779522,2,0.1140938326716423,0.33786723017692566,2.78615140914917,1.1660654544830322
A,1bc61e7f64a54ccc9f3942b874779522,3,0.11409381031990051,0.33786672353744507,2.7861568927764893,1.4261068105697632
A,1bc61e7f64a54ccc9f3942b874779522,5,0.11409381031990051,0.33786633610725403,2.786167621612549,1.846827745437622
A,1d29f591697e493387d51a116b895934,1,0.07272978872060776,0.2543083131313324,6.051405906677246,0.8214101195335388
A,1d29f591697e493387d51a116b895934,2,0.07272982597351074,0.2543083727359772,6.051405429840088,1.1659440994262695
A,1d29f591697e493387d51a116b895934,3,0.07272996753454208,0.25430819392204285,6.051407814025879,1.4262316226959229
A,1d29f591697e493387d51a116b895934,5,0.07272996753454208,0.25430774688720703,6.0513811111450195,1.8467148542404175
A,1dbcb5f847804c75822615e161505d83,1,0.00014709845709148794,0.1164340153336525,8.422627449035645,0.8224092125892639
A,1dbcb5f847804c75822615e161505d83,2,0.00014709847164340317,0.11643388122320175,8.422609329223633,1.1656244993209839
A,1dbcb5f847804c75822615e161505d83,3,0.00014709844253957272,0.11643464118242264,8.422600746154785,1.426538348197937
A,1dbcb5f847804c75822615e161505d83,5,0.0001470984279876575,0.11643415689468384,8.422654151916504,1.8463945388793945
A,1e5929958e9d4fd5b0b8cdeaf2752d01,1,0.032664477825164795,0.22047296166419983,14.594108581542969,0.822418749332428
A,1e5929958e9d4fd5b0b8cdeaf2752d01,2,0.03266449272632599,0.22047218680381775,14.594096183776855,1.1656216382980347
A,1e5929958e9d4fd5b0b8cdeaf2752d01,3,0.03266449272632599,0.22047264873981476,14.594094276428223,1.4265409708023071
A,1e5929958e9d4fd5b0b8cdeaf2752d01,5,0.032664500176906586,0.2204749435186386,14.594006538391113,1.8463916778564453
A,1ea9f54daa68475d867243576d94e9b5,1,0.114144466817379,0.2970421016216278,8.12353801727295,0.8204912543296814
A,1ea9f54daa68475d867243576d94e9b5,2,0.11414483934640884,0.2970291078090668,8.123438835144043,1.166239857673645
A,1ea9f54daa68475d867243576d94e9b5,3,0.11414501816034317,0.29702305793762207,8.123403549194336,1.4259849786758423
A,1ea9f54daa68475d867243576d94e9b5,5,0.11414512246847153,0.29702067375183105,8.123385429382324,1.8470455408096313
A,1eeefd2d22dd4b6c8ec6fbfa1f885d01,1,0.0928673967719078,1.006579875946045,10.8385648727417,0.8221073150634766
A,1eeefd2d22dd4b6c8ec6fbfa1f885d01,2,0.09286762028932571,1.00658118724823,10.838584899902344,1.165735125541687
A,1eeefd2d22dd4b6c8ec6fbfa1f885d01,3,0.0928674191236496,1.006579875946045,10.838584899902344,1.426446557044983
A,1eeefd2d22dd4b6c8ec6fbfa1f885d01,5,0.09286738187074661,1.0065803527832031,10.838576316833496,1.8465098142623901
A,1f6c403e514e4d259ecb329543003c3d,1,0.01871463842689991,0.1591595709323883,4.513079643249512,0.8209484219551086
A,1f6c403e514e4d259ecb329543003c3d,2,0.018714608624577522,0.1591595560312271,4.513083457946777,1.1660959720611572
A,1f6c403e514e4d259ecb329543003c3d,3,0.018714522942900658,0.1591598391532898,4.51310920715332,1.4261234998703003
A,1f6c403e514e4d259ecb329543003c3d,5,0.018714824691414833,0.15915966033935547,4.513122081756592,1.8468987941741943
A,1f899649bb9f4e51a031668b0a97d438,1,0.01084707397967577,0.3995165526866913,3.498573064804077,0.817533552646637
A,1f899649bb9f4e51a031668b0a97d438,2,0.010847092606127262,0.3995165526866913,3.4985623359680176,1.1671737432479858
A,1f899649bb9f4e51a031668b0a97d438,3,0.01084712240844965,0.3995167315006256,3.4985671043395996,1.4253425598144531
A,1f899649bb9f4e51a031668b0a97d438,5,0.010847111232578754,0.3995162546634674,3.4985647201538086,1.8482216596603394
A,202304220aef4cac84572ec4a072bf68,1,0.014861485920846462,0.3418327569961548,12.04255485534668,0.8208949565887451
A,202304220aef4cac84572ec4a072bf68,2,0.014898253604769707,0.3590194880962372,12.087557792663574,1.1663625240325928
A,202304220aef4cac84572ec4a072bf68,3,0.014901140704751015,0.362814724445343,12.101557731628418,1.4267674684524536
A,202304220aef4cac84572ec4a072bf68,5,0.014899807050824165,0.363334059715271,12.115285873413086,1.847362756729126
A,210f600a968c47e4abeed9c8d25f36bd,1,0.0001476063480367884,0.3266911208629608,9.217475891113281,0.8224994540214539
A,210f600a968c47e4abeed9c8d25f36bd,2,0.00014760630438104272,0.3266901969909668,9.217491149902344,1.1655958890914917
A,210f600a968c47e4abeed9c8d25f36bd,3,0.00014760630438104272,0.3266904354095459,9.217483520507812,1.4265691041946411
A,210f600a968c47e4abeed9c8d25f36bd,5,0.00014760633348487318,0.3266909718513489,9.217535972595215,1.846368670463562
A,21228b0cf30745efbf0842c86f34e584,1,0.014096642844378948,0.29811573028564453,4.111104965209961,0.81992506980896
A,21228b0cf30745efbf0842c86f34e584,2,0.014096716418862343,0.29811549186706543,4.111110210418701,1.1664495468139648
A,21228b0cf30745efbf0842c86f34e584,3,0.014096556231379509,0.2981147766113281,4.111102104187012,1.4259597063064575
A,21228b0cf30745efbf0842c86f34e584,5,0.014096650294959545,0.29811587929725647,4.111116409301758,1.8474071025848389
A,2242ba8057ed45c998208ca71cd13b3e,1,0.04081929475069046,0.3411664664745331,2.816361665725708,0.8215503692626953
A,2242ba8057ed45c998208ca71cd13b3e,2,0.04081929102540016,0.3411672115325928,2.816357135772705,1.1658999919891357
A,2242ba8057ed45c998208ca71cd13b3e,3,0.04081930220127106,0.3411664068698883,2.8163504600524902,1.4262546300888062
A,2242ba8057ed45c998208ca71cd13b3e,5,0.04081929847598076,0.34116584062576294,2.8163599967956543,1.8466520309448242
A,229df31da28c4d3390d6ae1fef2867e0,1,0.021123146638274193,0.27535608410835266,6.072765350341797,0.8208163380622864
A,229df31da28c4d3390d6ae1fef2867e0,2,0.021123358979821205,0.27535536885261536,6.072704315185547,1.1661447286605835
A,229df31da28c4d3390d6ae1fef2867e0,3,0.021123243495821953,0.27535632252693176,6.072724342346191,1.4261300563812256
A,229df31da28c4d3390d6ae1fef2867e0,5,0.021123044192790985,0.27535635232925415,6.072699546813965,1.8469971418380737
A,22a62914e48948cbb93a08364e3d650c,1,0.08629552274942398,0.18893161416053772,4.663753986358643,0.8221609592437744
A,22a62914e48948cbb93a08364e3d650c,2,0.08629608154296875,0.1894277185201645,4.665029048919678,1.165671467781067
A,22a62914e48948cbb93a08364e3d650c,3,0.08630109578371048,0.18974848091602325,4.665778636932373,1.426455020904541
A,22a62914e48948cbb93a08364e3d650c,5,0.08630064129829407,0.18968121707439423,4.666215419769287,1.8464527130126953
A,2408f7b6d1d64b9ca70b14a84dee8d84,1,0.13007356226444244,0.25572752952575684,7.086835861206055,0.8215577602386475
A,2408f7b6d1d64b9ca70b14a84dee8d84,2,0.13007371127605438,0.2557268440723419,7.0867791175842285,1.165897011756897
A,2408f7b6d1d64b9ca70b14a84dee8d84,3,0.13007362186908722,0.25572702288627625,7.086815357208252,1.4262713193893433
A,2408f7b6d1d64b9ca70b14a84dee8d84,5,0.13007351756095886,0.25572720170021057,7.086787223815918,1.8466614484786987
A,24a0d4520d444db7980f3737950f2a5c,1,0.012866264209151268,0.23714782297611237,11.03514575958252,0.8217219710350037
A,24a0d4520d444db7980f3737950f2a5c,2,0.012866239994764328,0.23714986443519592,11.035162925720215,1.1658434867858887
A,24a0d4520d444db7980f3737950f2a5c,3,0.012866164557635784,0.23714642226696014,11.035202980041504,1.4263415336608887
A,24a0d4520d444db7980f3737950f2a5c,5,0.01286637969315052,0.23714689910411835,11.035237312316895,1.8466302156448364
A,2570d5ef94e740e9bd85d42e6b8c59f6,1,0.026452677324414253,0.2589254081249237,8.496393203735352,0.822285532951355
A,2570d5ef94e740e9bd85d42e6b8c59f6,2,0.026452556252479553,0.2589256167411804,8.496366500854492,1.1656635999679565
A,2570d5ef94e740e9bd85d42e6b8c59f6,3,0.026452621445059776,0.2589258551597595,8.49639892578125,1.4264978170394897
A,2570d5ef94e740e9bd85d42e6b8c59f6,5,0.026452623307704926,0.2589268684387207,8.496414184570312,1.8464313745498657
A,25b1735633484414aef07006a0099c26,1,0.02643340639770031,0.3198287785053253,68.29154968261719,0.8220590353012085
A,25b1735633484414aef07006a0099c26,2,0.02643323317170143,0.3198283314704895,68.29154205322266,1.1657373905181885
A,25b1735633484414aef07006a0099c26,3,0.02643323875963688,0.31982964277267456,68.29161071777344,1.426417589187622
A,25b1735633484414aef07006a0099c26,5,0.02643340639770031,0.3198296129703522,68.2916259765625,1.8464964628219604
A,25b74c8c02ef41f6bdb3dc2b097c6eee,1,0.07860736548900604,0.23908519744873047,21.706899642944336,0.8218463659286499
A,25b74c8c02ef41f6bdb3dc2b097c6eee,2,0.0785970538854599,0.23907943069934845,21.70758628845215,1.1658012866973877
A,25b74c8c02ef41f6bdb3dc2b097c6eee,3,0.07860622555017471,0.23910415172576904,21.707307815551758,1.4263577461242676
A,25b74c8c02ef41f6bdb3dc2b097c6eee,5,0.07859881967306137,0.23909512162208557,21.707721710205078,1.8465663194656372
A,260151f2360c484e8c0a5034ff391021,1,0.03596679866313934,0.33008071780204773,4.379380226135254,0.8213534355163574
A,260151f2360c484e8c0a5034ff391021,2,0.035978686064481735,0.33012425899505615,4.379535675048828,1.1659568548202515
A,260151f2360c484e8c0a5034ff391021,3,0.03598080202937126,0.3301389217376709,4.379595756530762,1.4261960983276367
A,260151f2360c484e8c0a5034ff391021,5,0.03598197549581528,0.33015093207359314,4.379628658294678,1.8467135429382324
A,273a3aa035784eacb89db08c1a0710bf,1,0.09837185591459274,0.16537868976593018,6.146386623382568,0.8212181925773621
A,273a3aa035784eacb89db08c1a0710bf,2,0.09837181866168976,0.16538013517856598,6.1464457511901855,1.1660046577453613
A,273a3aa035784eacb89db08c1a0710bf,3,0.09837182611227036,0.16537973284721375,6.146442890167236,1.4261674880981445
A,273a3aa035784eacb89db08c1a0710bf,5,0.09837177395820618,0.1653803586959839,6.146425247192383,1.846769094467163
A,276f390b0cfc475898b445466d387cf6,1,0.07498360425233841,0.24395880103111267,7.9672627449035645,0.8222631812095642
A,276f390b0cfc475898b445466d387cf6,2,0.07498370110988617,0.2439565360546112,7.967242240905762,1.1656709909439087
A,276f390b0cfc475898b445466d387cf6,3,0.07498352229595184,0.2439567893743515,7.967223644256592,1.4264904260635376
A,276f390b0cfc475898b445466d387cf6,5,0.0749836340546608,0.24395620822906494,7.96720552444458,1.8464382886886597
A,27b4f79643cb40ae8cdde5d5a9adebf1,1,0.07679026573896408,0.18842804431915283,8.761284828186035,0.8222824335098267
A,27b4f79643cb40ae8cdde5d5a9adebf1,2,0.07679019123315811,0.18842872977256775,8.761314392089844,1.1656649112701416
A,27b4f79643cb40ae8cdde5d5a9adebf1,3,0.0767902359366417,0.18842796981334686,8.761303901672363,1.4264957904815674
A,27b4f79643cb40ae8cdde5d5a9adebf1,5,0.07679015398025513,0.18842867016792297,8.761287689208984,1.8464317321777344
A,285fbc3ac47c47dead4bae4f21dbf966,1,0.009694083593785763,0.2867532968521118,3.848435878753662,0.8199108242988586
A,285fbc3ac47c47dead4bae4f21dbf966,2,0.009694196283817291,0.28675392270088196,3.8484456539154053,1.1664388179779053
A,285fbc3ac47c47dead4bae4f21dbf966,3,0.00969412550330162,0.2867542505264282,3.8484442234039307,1.4258849620819092
A,285fbc3ac47c47dead4bae4f21dbf966,5,0.009694143198430538,0.28675469756126404,3.8484668731689453,1.8473260402679443
A,28e9c03735124472877f9f4741a74d78,1,0.04901847988367081,0.2866053879261017,4.813019275665283,0.8213329315185547
A,28e9c03735124472877f9f4741a74d78,2,0.04901847988367081,0.28660550713539124,4.813021659851074,1.1659690141677856
A,28e9c03735124472877f9f4741a74d78,3,0.049018483608961105,0.2866055965423584,4.813016891479492,1.4261915683746338
A,28e9c03735124472877f9f4741a74d78,5,0.04901847988367081,0.28660616278648376,4.8130316734313965,1.8467230796813965
A,28f3639867884b1ab9357e990899d9d6,1,0.008448238484561443,0.1572711318731308,5.644725322723389,0.8214834928512573
A,28f3639867884b1ab9357e990899d9d6,2,0.008448238484561443,0.1572711318731308,5.644725322723389,1.1659226417541504
A,28f3639867884b1ab9357e990899d9d6,3,0.008447998203337193,0.15727104246616364,5.644720077514648,1.4262710809707642
A,28f3639867884b1ab9357e990899d9d6,5,0.008448218926787376,0.15727004408836365,5.644711017608643,1.8467106819152832
A,2989fed94cf84cc8bddefad13d208932,1,0.04552284628152847,0.30629071593284607,4.551544666290283,0.8212071061134338
A,2989fed94cf84cc8bddefad13d208932,2,0.04552293196320534,0.30629175901412964,4.551549911499023,1.1660088300704956
A,2989fed94cf84cc8bddefad13d208932,3,0.04552284628152847,0.30629202723503113,4.551537990570068,1.4261597394943237
A,2989fed94cf84cc8bddefad13d208932,5,0.04552288353443146,0.3062933683395386,4.551543235778809,1.8467684984207153
A,29bc29d28a574da5a81e51a7bdccc563,1,0.013823180459439754,0.47555264830589294,15.374320030212402,0.8223839998245239
A,29bc29d28a574da5a81e51a7bdccc563,2,0.013820365071296692,0.47554776072502136,15.37627124786377,1.165658712387085
A,29bc29d28a574da5a81e51a7bdccc563,3,0.013819856569170952,0.47536662220954895,15.377649307250977,1.4265592098236084
A,29bc29d28a574da5a81e51a7bdccc563,5,0.013819574378430843,0.47532492876052856,15.377668380737305,1.8464285135269165
A,29dd1b62f2a74a1f85cad5fede2fc423,1,0.042215533554553986,0.451220840215683,6.081517219543457,0.8209577202796936
A,29dd1b62f2a74a1f85cad5fede2fc423,2,0.04221545159816742,0.451221227645874,6.081518173217773,1.1660948991775513
A,29dd1b62f2a74a1f85cad5fede2fc423,3,0.042215485125780106,0.4512217938899994,6.081534385681152,1.4261127710342407
A,29dd1b62f2a74a1f85cad5fede2fc423,5,0.042215391993522644,0.4512234330177307,6.081539630889893,1.8468852043151855
A,29dfbc6436484061ba94690407c5f8fd,1,0.004661558661609888,0.3112734258174896,4.421939373016357,0.8201097249984741
A,29dfbc6436484061ba94690407c5f8fd,2,0.004661623854190111,0.31127363443374634,4.421957015991211,1.1663625240325928
A,29dfbc6436484061ba94690407c5f8fd,3,0.004661506973206997,0.31127461791038513,4.421945095062256,1.4258836507797241
A,29dfbc6436484061ba94690407c5f8fd,5,0.0046615577302873135,0.31127437949180603,4.421947002410889,1.84717857837677
A,2a37df8f84254af1aa4fca1efdbc4fe7,1,0.006247710436582565,0.34448114037513733,5.844070911407471,0.8212867379188538
A,2a37df8f84254af1aa4fca1efdbc4fe7,2,0.006247769109904766,0.3444807827472687,5.844048976898193,1.1659830808639526
A,2a37df8f84254af1aa4fca1efdbc4fe7,3,0.006247644778341055,0.3444809913635254,5.8440775871276855,1.4261894226074219
A,2a37df8f84254af1aa4fca1efdbc4fe7,5,0.006247584242373705,0.3444806635379791,5.844088554382324,1.84674870967865
A,2b59a3b183004c3c860337ceb41750c8,1,0.09109529107809067,0.600274920463562,15.939475059509277,0.8215453624725342
A,2b59a3b183004c3c860337ceb41750c8,2,0.09109532088041306,0.6002748012542725,15.939481735229492,1.1659168004989624
A,2b59a3b183004c3c860337ceb41750c8,3,0.09109528362751007,0.6002757549285889,15.939492225646973,1.4262592792510986
A,2b59a3b183004c3c860337ceb41750c8,5,0.09109518676996231,0.6002752780914307,15.939505577087402,1.8466752767562866
A,2be296fc2d684166b4e0dcbe84d92337,1,0.0001471958967158571,0.2981625497341156,7.553373336791992,0.8213616609573364
A,2be296fc2d684166b4e0dcbe84d92337,2,0.00014719596947543323,0.2981623411178589,7.553334712982178,1.1659592390060425
A,2be296fc2d684166b4e0dcbe84d92337,3,0.00014719592581968755,0.29816150665283203,7.5533223152160645,1.4262160062789917
A,2be296fc2d684166b4e0dcbe84d92337,5,0.00014719592581968755,0.29816150665283203,7.553337097167969,1.8467282056808472
A,2c0aa3bfb16540fba4ba538a8c67f3b3,1,0.00014658438158221543,0.21204958856105804,16.306324005126953,0.8224725723266602
A,2c0aa3bfb16540fba4ba538a8c67f3b3,2,0.00014658438158221543,0.21204958856105804,16.306324005126953,1.1656041145324707
A,2c0aa3bfb16540fba4ba538a8c67f3b3,3,0.00014658438158221543,0.21204958856105804,16.306324005126953,1.4265599250793457
A,2c0aa3bfb16540fba4ba538a8c67f3b3,5,0.00014658439613413066,0.2120492309331894,16.306318283081055,1.8463760614395142
A,2c3da301c24245ce9b25ce41e44a5b35,1,0.16030968725681305,0.35450437664985657,5.384892463684082,0.8217001557350159
A,2c3da301c24245ce9b25ce41e44a5b35,2,0.16030511260032654,0.3546435534954071,5.385974407196045,1.1658765077590942
A,2c3da301c24245ce9b25ce41e44a5b35,3,0.16030362248420715,0.354679137468338,5.386096000671387,1.4263142347335815
A,2c3da301c24245ce9b25ce41e44a5b35,5,0.16030338406562805,0.35468828678131104,5.386093616485596,1.8466264009475708
A,2c60afeb98c3492f8007ac509de7698b,1,0.021907906979322433,0.15473665297031403,6.987728118896484,0.8223886489868164
A,2c60afeb98c3492f8007ac509de7698b,2,0.021907908841967583,0.1547393649816513,6.987689018249512,1.1656310558319092
A,2c60afeb98c3492f8007ac509de7698b,3,0.021907903254032135,0.15473692119121552,6.9876933097839355,1.4265308380126953
A,2c60afeb98c3492f8007ac509de7698b,5,0.021907903254032135,0.1547374725341797,6.987721920013428,1.8464003801345825
A,2c6ce38f887f4373ae8f065210b7e9ee,1,0.027036869898438454,0.4525170624256134,5.759575843811035,0.8220303654670715
A,2c6ce38f887f4373ae8f065210b7e9ee,2,0.027036868035793304,0.45251721143722534,5.759584903717041,1.1657466888427734
A,2c6ce38f887f4373ae8f065210b7e9ee,3,0.02703683264553547,0.4525167942047119,5.759566783905029,1.4264088869094849
A,2c6ce38f887f4373ae8f065210b7e9ee,5,0.02703685685992241,0.45251819491386414,5.75960636138916,1.8465090990066528
A,2c886582d8a94d5d9994de58b51911eb,1,0.18519718945026398,0.2531149685382843,5.797190189361572,0.8202366828918457
A,2c886582d8a94d5d9994de58b51911eb,2,0.18519718945026398,0.25311410427093506,5.797195911407471,1.1663285493850708
A,2c886582d8a94d5d9994de58b51911eb,3,0.18519720435142517,0.2531147599220276,5.7972002029418945,1.4259759187698364
A,2c886582d8a94d5d9994de58b51911eb,5,0.18519723415374756,0.25311434268951416,5.797182559967041,1.8472025394439697
A,2cdb6470844d4daba89365be8ad30f14,1,0.00014669467054773122,0.22828766703605652,19.310382843017578,0.8223908543586731
A,2cdb6470844d4daba89365be8ad30f14,2,0.00014669467054773122,0.22831517457962036,19.31049156188965,1.1656334400177002
A,2cdb6470844d4daba89365be8ad30f14,3,0.0001466947142034769,0.22831210494041443,19.310583114624023,1.4265339374542236
A,2cdb6470844d4daba89365be8ad30f14,5,0.00014669467054773122,0.22831974923610687,19.310468673706055,1.8464019298553467
A,2cf849fec80647928b7638ef08e602f4,1,0.010505735874176025,0.21418017148971558,9.363492965698242,0.8204639554023743
A,2cf849fec80647928b7638ef08e602f4,2,0.010505749844014645,0.21418003737926483,9.363495826721191,1.1662476062774658
A,2cf849fec80647928b7638ef08e602f4,3,0.010505607351660728,0.21417956054210663,9.36350154876709,1.4259860515594482
A,2cf849fec80647928b7638ef08e602f4,5,0.01050578337162733,0.21417970955371857,9.363524436950684,1.8470616340637207
A,2d0280394a11463a9bf5b6ef8a1659a1,1,0.12446942180395126,0.3523094356060028,7.637630462646484,0.8204872608184814
A,2d0280394a11463a9bf5b6ef8a1659a1,2,0.12446935474872589,0.35230886936187744,7.637631416320801,1.1662400960922241
A,2d0280394a11463a9bf5b6ef8a1659a1,3,0.1244693249464035,0.3523101210594177,7.637661457061768,1.425981879234314
A,2d0280394a11463a9bf5b6ef8a1659a1,5,0.1244693323969841,0.3523096740245819,7.6376543045043945,1.8470420837402344
A,2d514ed8cabb4519b0e376bd0950115e,1,0.0728675052523613,0.48603174090385437,14.845208168029785,0.8212928175926208
A,2d514ed8cabb4519b0e376bd0950115e,2,0.07286076247692108,0.4860198497772217,14.845330238342285,1.1659884452819824
A,2d514ed8cabb4519b0e376bd0950115e,3,0.07283781468868256,0.486057311296463,14.845479011535645,1.426194667816162
A,2d514ed8cabb4519b0e376bd0950115e,5,0.07284072786569595,0.48604536056518555,14.845532417297363,1.8467576503753662
A,2d6cf5ded8634930b65314a62150bc6f,1,0.004577986430376768,0.2635146677494049,7.466144561767578,0.8222479820251465
A,2d6cf5ded8634930b65314a62150bc6f,2,0.0045779854990541935,0.26351580023765564,7.4661641120910645,1.1656750440597534
A,2d6cf5ded8634930b65314a62150bc6f,3,0.004577996674925089,0.2635153830051422,7.4661784172058105,1.426485538482666
A,2d6cf5ded8634930b65314a62150bc6f,5,0.004578005522489548,0.2635141611099243,7.46613073348999,1.8464431762695312
A,2d8059066be34f61af4776f23f00640c,1,0.08612031489610672,0.26374828815460205,4.738673210144043,0.8208633661270142
A,2d8059066be34f61af4776f23f00640c,2,0.08612029999494553,0.2637476325035095,4.738673210144043,1.166118860244751
A,2d8059066be34f61af4776f23f00640c,3,0.08612027019262314,0.2637479305267334,4.738667964935303,1.4260520935058594
A,2d8059066be34f61af4776f23f00640c,5,0.08612023293972015,0.26374751329421997,4.7386627197265625,1.8468763828277588
A,2d82e08ea31549a99aa03ac6511613c6,1,0.16432693600654602,0.21025237441062927,8.409406661987305,0.8217710852622986
A,2d82e08ea31549a99aa03ac6511613c6,2,0.16432668268680573,0.2102559506893158,8.40941047668457,1.165827751159668
A,2d82e08ea31549a99aa03ac6511613c6,3,0.16432783007621765,0.2102508693933487,8.409371376037598,1.4263379573822021
A,2d82e08ea31549a99aa03ac6511613c6,5,0.1643286794424057,0.21024318039417267,8.409405708312988,1.846593976020813
A,2dfa3a4d58a442bb9abbf1f7beb2e5e6,1,0.05231248959898949,0.31711912155151367,5.353646755218506,0.8197948336601257
A,2dfa3a4d58a442bb9abbf1f7beb2e5e6,2,0.052312515676021576,0.3171192705631256,5.353643417358398,1.1665077209472656
A,2dfa3a4d58a442bb9abbf1f7beb2e5e6,3,0.05231247842311859,0.3171192705631256,5.353647708892822,1.4258613586425781
A,2dfa3a4d58a442bb9abbf1f7beb2e5e6,5,0.052312541753053665,0.31711938977241516,5.3536458015441895,1.8473904132843018
A,2f761f9165384a0e8f51abafd1247e35,1,0.05511249229311943,0.32728663086891174,4.9319233894348145,0.8212220072746277
A,2f761f9165384a0e8f51abafd1247e35,2,0.05511244013905525,0.32728585600852966,4.931905269622803,1.1660192012786865
