probe,scene,N,si_mae_A,depth_l1,normal_mae,sh_err
A,0c87b9d50c7f4a2292e337ceb54ec36a,1,0.044291965663433075,0.38786911964416504,10.54518985748291,0.8222039937973022
A,0c87b9d50c7f4a2292e337ceb54ec36a,2,0.04429192095994949,0.3878675103187561,10.545145034790039,1.1656887531280518
A,0c87b9d50c7f4a2292e337ceb54ec36a,3,0.044292330741882324,0.3878687918186188,10.545113563537598,1.4264758825302124
A,0c87b9d50c7f4a2292e337ceb54ec36a,5,0.04429219663143158,0.38786646723747253,10.545164108276367,1.8464598655700684
A,0cc862bb5d9f41269631ff62504cfdf9,1,0.01692582480609417,0.18851208686828613,19.11701011657715,0.8224363327026367
A,0cc862bb5d9f41269631ff62504cfdf9,2,0.016925830394029617,0.18851053714752197,19.117036819458008,1.1656159162521362
A,0cc862bb5d9f41269631ff62504cfdf9,3,0.016925835981965065,0.1885106861591339,19.11697769165039,1.4265472888946533
A,0cc862bb5d9f41269631ff62504cfdf9,5,0.016925841569900513,0.18851110339164734,19.116952896118164,1.8463865518569946
A,0e63e1ef419b49278ddc45ec63f69979,1,0.010180127806961536,0.20797426998615265,7.99247407913208,0.8221636414527893
A,0e63e1ef419b49278ddc45ec63f69979,2,0.010180149227380753,0.2079731971025467,7.992497444152832,1.1657028198242188
A,0e63e1ef419b49278ddc45ec63f69979,3,0.010180122219026089,0.20797424018383026,7.992460250854492,1.4264580011367798
A,0e63e1ef419b49278ddc45ec63f69979,5,0.010180088691413403,0.2079734057188034,7.9924187660217285,1.846468448638916
A,0e92245b9cac4423810aece64743decd,1,0.05451159179210663,0.17342683672904968,24.635852813720703,0.8222498297691345
A,0e92245b9cac4423810aece64743decd,2,0.05451164394617081,0.1734280288219452,24.63587760925293,1.1656737327575684
A,0e92245b9cac4423810aece64743decd,3,0.05451136827468872,0.17342743277549744,24.6358699798584,1.4264872074127197
A,0e92245b9cac4423810aece64743decd,5,0.05451143905520439,0.17342609167099,24.635814666748047,1.8464425802230835
A,0f3d54f4b2b74580a2c1891c1116dc5f,1,0.07120086997747421,0.8540220856666565,6.003597259521484,0.8217414617538452
A,0f3d54f4b2b74580a2c1891c1116dc5f,2,0.07120104134082794,0.854023814201355,6.003623962402344,1.1658589839935303
A,0f3d54f4b2b74580a2c1891c1116dc5f,3,0.07120098918676376,0.8540232181549072,6.0036492347717285,1.4263256788253784
A,0f3d54f4b2b74580a2c1891c1116dc5f,5,0.07120098173618317,0.854022741317749,6.003622531890869,1.8466217517852783
A,0f48025ff969419582312f9a02fd7af0,1,0.08485504984855652,0.2666712999343872,7.044611930847168,0.8221694827079773
A,0f48025ff969419582312f9a02fd7af0,2,0.08485252410173416,0.2666926383972168,7.044859409332275,1.1656967401504517
A,0f48025ff969419582312f9a02fd7af0,3,0.08485224843025208,0.26670706272125244,7.044907569885254,1.4264546632766724
A,0f48025ff969419582312f9a02fd7af0,5,0.08485221862792969,0.26670724153518677,7.044947624206543,1.8464611768722534
A,10edcd93ffa94c2a8cc0bc2e9bcf7eae,1,0.00014733136049471796,0.119776651263237,4.247979164123535,0.8220190405845642
A,10edcd93ffa94c2a8cc0bc2e9bcf7eae,2,0.00014733137504663318,0.11977691203355789,4.247990608215332,1.1657500267028809
A,10edcd93ffa94c2a8cc0bc2e9bcf7eae,3,0.00014733136049471796,0.11977675557136536,4.247982978820801,1.4264063835144043
A,10edcd93ffa94c2a8cc0bc2e9bcf7eae,5,0.00014733131683897227,0.11977744847536087,4.247972011566162,1.8465092182159424
A,1175f68a974a45f5b9b6e51c08f1a432,1,0.036519866436719894,0.23115703463554382,6.583771705627441,0.8217371702194214
A,1175f68a974a45f5b9b6e51c08f1a432,2,0.0365198515355587,0.23115713894367218,6.583736419677734,1.1658395528793335
A,1175f68a974a45f5b9b6e51c08f1a432,3,0.036519862711429596,0.23115652799606323,6.58375358581543,1.4263172149658203
A,1175f68a974a45f5b9b6e51c08f1a432,5,0.03651983290910721,0.23115725815296173,6.583731174468994,1.8465960025787354
A,11940acb7fe34046ae965ed2fc1a3359,1,0.0002893914352171123,0.18734204769134521,5.588591575622559,0.8225125670433044
A,11940acb7fe34046ae965ed2fc1a3359,2,0.0002893914352171123,0.1873423457145691,5.588596343994141,1.1655914783477783
A,11940acb7fe34046ae965ed2fc1a3359,3,0.0002893914352171123,0.18734191358089447,5.58859395980835,1.4265737533569336
A,11940acb7fe34046ae965ed2fc1a3359,5,0.0002893914352171123,0.18734341859817505,5.588583469390869,1.8463647365570068
A,1199736697cb491a899f77c0b75112dd,1,0.0001473956072004512,0.3427009880542755,2.491542100906372,0.8206148147583008
A,1199736697cb491a899f77c0b75112dd,2,0.0001473956072004512,0.34270092844963074,2.4915313720703125,1.166198968887329
A,1199736697cb491a899f77c0b75112dd,3,0.0001473956072004512,0.34270092844963074,2.491544723510742,1.4259670972824097
A,1199736697cb491a899f77c0b75112dd,5,0.0001473956072004512,0.34269970655441284,2.491546392440796,1.8469477891921997
A,11b4c003677148478409d6a66a65eb0e,1,0.009373770095407963,0.17304405570030212,11.354433059692383,0.8218839764595032
A,11b4c003677148478409d6a66a65eb0e,2,0.009373655542731285,0.17304305732250214,11.354454040527344,1.1657921075820923
A,11b4c003677148478409d6a66a65eb0e,3,0.00937381386756897,0.1730448454618454,11.354443550109863,1.4263776540756226
A,11b4c003677148478409d6a66a65eb0e,5,0.009373739361763,0.17304369807243347,11.354469299316406,1.8465638160705566
A,12aef634af8944ff86f9a967ccb1608b,1,0.059774160385131836,0.2819399833679199,12.875882148742676,0.8217946887016296
A,12aef634af8944ff86f9a967ccb1608b,2,0.059774160385131836,0.2819399833679199,12.875882148742676,1.1658258438110352
A,12aef634af8944ff86f9a967ccb1608b,3,0.059774160385131836,0.2819399833679199,12.875882148742676,1.4263722896575928
A,12aef634af8944ff86f9a967ccb1608b,5,0.05977407470345497,0.2819401025772095,12.875836372375488,1.8466212749481201
A,1397ff3d60e04d9aa7b0524d022cf5cf,1,0.0001478006597608328,0.24520975351333618,8.115203857421875,0.8218268156051636
A,1397ff3d60e04d9aa7b0524d022cf5cf,2,0.00014780028141103685,0.24486002326011658,8.114222526550293,1.165891408920288
A,1397ff3d60e04d9aa7b0524d022cf5cf,3,0.00014780130004510283,0.24432481825351715,8.11059284210205,1.4263191223144531
A,1397ff3d60e04d9aa7b0524d022cf5cf,5,0.0001478013291489333,0.24442225694656372,8.11126708984375,1.8466012477874756
A,13c868d7ccfa48288730c0e6334a288c,1,0.10519255697727203,0.23327897489070892,5.73936128616333,0.821654736995697
A,13c868d7ccfa48288730c0e6334a288c,2,0.1051921546459198,0.2332802712917328,5.739348888397217,1.1658656597137451
A,13c868d7ccfa48288730c0e6334a288c,3,0.10519233345985413,0.23327884078025818,5.73936653137207,1.4262958765029907
A,13c868d7ccfa48288730c0e6334a288c,5,0.10519217699766159,0.2332797348499298,5.739353179931641,1.8466252088546753
A,13d4e5021ab84f30afd31f35c213cccb,1,0.009238569997251034,0.07970092445611954,7.705671310424805,0.8215226531028748
A,13d4e5021ab84f30afd31f35c213cccb,2,0.00923848245292902,0.07970079034566879,7.705684185028076,1.165910243988037
A,13d4e5021ab84f30afd31f35c213cccb,3,0.009238418191671371,0.07970184087753296,7.705688953399658,1.426285982131958
A,13d4e5021ab84f30afd31f35c213cccb,5,0.009238789789378643,0.07969995588064194,7.705672264099121,1.8467016220092773
A,1420fb72273245db90f1e90ab0bc1724,1,0.08153867721557617,0.33730319142341614,18.47233772277832,0.8222668766975403
A,1420fb72273245db90f1e90ab0bc1724,2,0.08153873682022095,0.3373033106327057,18.472332000732422,1.1656694412231445
A,1420fb72273245db90f1e90ab0bc1724,3,0.0815388560295105,0.3373030126094818,18.472339630126953,1.4264930486679077
A,1420fb72273245db90f1e90ab0bc1724,5,0.08153864741325378,0.3373039662837982,18.472379684448242,1.8464385271072388
A,15db5f6f195c4995898af1b0ce431f80,1,0.015894580632448196,0.49373188614845276,4.0441179275512695,0.8214558362960815
A,15db5f6f195c4995898af1b0ce431f80,2,0.01589461974799633,0.4937334358692169,4.0441412925720215,1.1659313440322876
A,15db5f6f195c4995898af1b0ce431f80,3,0.01589461788535118,0.49373289942741394,4.044122219085693,1.4262405633926392
A,15db5f6f195c4995898af1b0ce431f80,5,0.015894724056124687,0.49373239278793335,4.044132232666016,1.8466966152191162
A,1603ccd8b72e49c1a7074f124b212f0e,1,0.00014745995576959103,0.2214394062757492,8.681135177612305,0.8224883079528809
A,1603ccd8b72e49c1a7074f124b212f0e,2,0.0001474599412176758,0.2214411199092865,8.681135177612305,1.1655994653701782
A,1603ccd8b72e49c1a7074f124b212f0e,3,0.0001474599412176758,0.22144047915935516,8.681170463562012,1.426565170288086
A,1603ccd8b72e49c1a7074f124b212f0e,5,0.0001474599412176758,0.22144190967082977,8.681159019470215,1.8463718891143799
A,16ffa17d84c8467f89403df9ad894301,1,0.010178317315876484,0.3540485203266144,8.690048217773438,0.8207168579101562
A,16ffa17d84c8467f89403df9ad894301,2,0.010178325697779655,0.35404908657073975,8.690028190612793,1.1661683320999146
A,16ffa17d84c8467f89403df9ad894301,3,0.010178258642554283,0.35404884815216064,8.690032005310059,1.4260754585266113
A,16ffa17d84c8467f89403df9ad894301,5,0.010178265161812305,0.35404911637306213,8.690042495727539,1.846996545791626
A,17092add79b24457ba29f0b35d660072,1,0.06777547299861908,0.20462577044963837,6.8165717124938965,0.8218458294868469
