probe,scene,S_a,S_b,D_albedo,D_normal_deg,si_mae_a,si_mae_b
A,1b98302c1ed9406a8343b3d39d6c5095,"1,2,4","2,3,4",8.08806908025872e-06,0.0009385158773511648,0.00014744879445061088,0.00014744886721018702
A,1bbd90606751424ca876f2c94e183784,"1,2,3","2,3,4",9.726965799927711e-06,0.0009501440217718482,0.022101907059550285,0.02210213616490364
A,1bc61e7f64a54ccc9f3942b874779522,"2,3,4","0,1,3",8.122980034386273e-06,0.0007302426965907216,0.11409378051757812,0.11409381777048111
A,1d29f591697e493387d51a116b895934,"0,2,4","0,3,4",6.625687092309818e-06,0.0010260833660140634,0.07272996753454208,0.07272999733686447
A,1dbcb5f847804c75822615e161505d83,"0,2,3","0,2,4",1.6464359759993386e-06,0.0013785341288894415,0.00014709844253957272,0.00014709844253957272
A,1e5929958e9d4fd5b0b8cdeaf2752d01,"0,1,3","1,2,4",5.4422321227320936e-06,0.0010316837579011917,0.03266448527574539,0.03266451507806778
A,1ea9f54daa68475d867243576d94e9b5,"0,1,2","0,1,4",7.69706821301952e-06,0.0011469571618363261,0.1141449362039566,0.1141449362039566
A,1eeefd2d22dd4b6c8ec6fbfa1f885d01,"1,3,4","0,1,4",4.699391411122633e-06,0.002797885099425912,0.0928676426410675,0.09286734461784363
A,1f6c403e514e4d259ecb329543003c3d,"0,1,3","0,3,4",3.679614110296825e-06,0.0015857262769713998,0.01871451549232006,0.018714558333158493
A,1f899649bb9f4e51a031668b0a97d438,"2,3,4","0,2,4",2.462197699060198e-06,0.002325661014765501,0.010847063735127449,0.01084712240844965
A,202304220aef4cac84572ec4a072bf68,"0,1,2","0,2,3",0.001850694534368813,0.09561925381422043,0.014893515035510063,0.014902547933161259
A,210f600a968c47e4abeed9c8d25f36bd,"1,3,4","0,1,3",0.0,2.872000368370209e-05,0.0001476063480367884,0.0001476063480367884
A,21228b0cf30745efbf0842c86f34e584,"2,3,4","1,2,4",5.098969268146902e-06,0.0016031806590035558,0.014096688479185104,0.01409651804715395
A,2242ba8057ed45c998208ca71cd13b3e,"0,2,3","1,3,4",5.073167812952306e-06,0.0005314987502060831,0.04081929847598076,0.04081926494836807
A,229df31da28c4d3390d6ae1fef2867e0,"0,1,3","1,2,4",7.47443573345663e-06,0.0013531299773603678,0.021123481914401054,0.021123278886079788
A,22a62914e48948cbb93a08364e3d650c,"0,2,3","1,3,4",0.000161274554557167,0.0075148772448301315,0.08629878610372543,0.08630388230085373
A,2408f7b6d1d64b9ca70b14a84dee8d84,"0,2,4","0,1,2",9.199468877341133e-06,0.0008189306827262044,0.13007362186908722,0.13007348775863647
A,24a0d4520d444db7980f3737950f2a5c,"1,2,3","0,2,3",0.0,0.003539890982210636,0.012866245582699776,0.012866245582699776
A,2570d5ef94e740e9bd85d42e6b8c59f6,"0,1,3","1,3,4",3.4461140785424504e-06,0.0016057898756116629,0.02645275369286537,0.02645271085202694
A,25b1735633484414aef07006a0099c26,"1,2,3","1,2,3",0.0,0.0015872442163527012,0.02643320895731449,0.02643320895731449
A,25b74c8c02ef41f6bdb3dc2b097c6eee,"0,1,4","0,1,2",2.5289147743023932e-05,0.001683394075371325,0.07860639691352844,0.07859407365322113
A,260151f2360c484e8c0a5034ff391021,"0,2,4","0,2,4",0.0,0.0017923804698511958,0.03598080202937126,0.03598080202937126
A,273a3aa035784eacb89db08c1a0710bf,"0,2,4","2,3,4",5.8160326261713635e-06,0.0010049735428765416,0.09837182611227036,0.09837181866168976
A,276f390b0cfc475898b445466d387cf6,"0,1,4","1,2,3",9.339843927591573e-06,0.0007706968463025987,0.07498359680175781,0.07498359680175781
A,27b4f79643cb40ae8cdde5d5a9adebf1,"1,2,3","1,2,4",7.740325600025244e-06,0.0011661346070468426,0.07679010182619095,0.07679028809070587
A,285fbc3ac47c47dead4bae4f21dbf966,"0,1,4","1,3,4",3.1745551041240105e-06,0.0023353712167590857,0.00969398021697998,0.009694155305624008
A,28e9c03735124472877f9f4741a74d78,"0,3,4","1,3,4",7.322283636312932e-06,0.0008361224317923188,0.04901847988367081,0.04901847243309021
A,28f3639867884b1ab9357e990899d9d6,"2,3,4","1,2,4",2.7198632324143546e-06,0.0017710586544126272,0.008447911590337753,0.008447946049273014
A,2989fed94cf84cc8bddefad13d208932,"0,1,4","0,1,2",8.920394975575618e-06,0.000671793008223176,0.04552293196320534,0.04552288353443146
A,29bc29d28a574da5a81e51a7bdccc563,"0,1,4","0,1,4",0.0,0.0016616388456895947,0.013821128755807877,0.013821128755807877
A,29dd1b62f2a74a1f85cad5fede2fc423,"1,3,4","2,3,4",5.216011800257547e-07,0.0026129938196390867,0.042215414345264435,0.042215391993522644
A,29dfbc6436484061ba94690407c5f8fd,"1,3,4","1,2,3",7.716688742220867e-06,0.0007266218890435994,0.004661678336560726,0.0046615563333034515
A,2a37df8f84254af1aa4fca1efdbc4fe7,"0,1,2","1,3,4",6.530301561724627e-06,0.0013006026856601238,0.006247626151889563,0.006247545592486858
A,2b59a3b183004c3c860337ceb41750c8,"0,2,3","1,3,4",7.972295861691236e-06,0.001969571691006422,0.09109535068273544,0.09109526872634888
A,2be296fc2d684166b4e0dcbe84d92337,"0,1,3","1,3,4",7.032447228993988e-06,0.0010628127492964268,0.0001471958967158571,0.00014719586761202663
A,2c0aa3bfb16540fba4ba538a8c67f3b3,"1,2,4","2,3,4",0.0,0.0014558946713805199,0.00014658438158221543,0.00014658438158221543
A,2c3da301c24245ce9b25ce41e44a5b35,"2,3,4","0,1,2",3.1558007322018966e-05,0.0017292145639657974,0.16030244529247284,0.1603032499551773
A,2c60afeb98c3492f8007ac509de7698b,"0,2,3","0,1,4",9.217737897415645e-06,0.0007949548307806253,0.021907903254032135,0.021907903254032135
A,2c6ce38f887f4373ae8f065210b7e9ee,"1,2,3","2,3,4",3.3665785394987324e-06,0.0020679119043052197,0.027036860585212708,0.027036866173148155
A,2c886582d8a94d5d9994de58b51911eb,"2,3,4","0,1,2",7.546563210780732e-06,0.0011756711173802614,0.18519717454910278,0.18519727885723114
A,2cdb6470844d4daba89365be8ad30f14,"0,1,3","0,3,4",1.38978266477352e-05,0.0008205330814234912,0.00014669467054773122,0.0001466947142034769
A,2cf849fec80647928b7638ef08e602f4,"0,1,2","0,1,3",2.1322525753930677e-06,0.0022185889538377523,0.01050576101988554,0.010505600832402706
A,2d0280394a11463a9bf5b6ef8a1659a1,"0,2,3","0,2,3",0.0,0.002582857385277748,0.12446930259466171,0.12446930259466171
A,2d514ed8cabb4519b0e376bd0950115e,"0,1,3","1,2,3",1.461117972212378e-05,0.0015197524335235357,0.0728522464632988,0.07284767925739288
A,2d6cf5ded8634930b65314a62150bc6f,"2,3,4","0,1,4",5.9736980801972095e-06,0.0006807799218222499,0.004578006453812122,0.004577995743602514
A,2d8059066be34f61af4776f23f00640c,"1,2,3","0,1,3",5.120795322000049e-06,0.0009407748002558947,0.08612029999494553,0.08612029999494553
A,2d82e08ea31549a99aa03ac6511613c6,"0,1,3","0,2,4",1.1314035873510875e-05,0.0007501729996874928,0.16432906687259674,0.16432783007621765
A,2dfa3a4d58a442bb9abbf1f7beb2e5e6,"1,2,3","1,3,4",5.100317252981768e-07,0.0027990974485874176,0.05231250450015068,0.05231256037950516
A,2f761f9165384a0e8f51abafd1247e35,"0,1,3","0,1,4",4.342120973888086e-06,0.0015393018256872892,0.05511242523789406,0.055112458765506744
A,2fd7a41706254e6cb2c24467a5ca0370,"0,2,3","1,3,4",1.286241240450181e-05,0.0006722263060510159,0.02219224162399769,0.022192521020770073
A,3050967715914e7791ae4a1d47551822,"1,2,4","1,2,3",4.808870471606497e-06,0.0013762452872470021,0.10571307688951492,0.10571311414241791
A,308472c7daa94a4fbb44be3a345a879a,"1,2,3","2,3,4",6.546396889461903e-06,0.001076640677638352,0.042674168944358826,0.042674023658037186
A,3098fe550c534448adf2e2844e06950d,"1,2,4","0,1,4",1.6467477053083712e-06,0.0017400674987584352,0.10665924102067947,0.10665921866893768
A,31260ec93c914a0ea7835850db66e445,"0,1,3","1,2,4",2.620900431793416e-06,0.0016139937797561288,0.1259869486093521,0.1259869635105133
A,319376f14ac644759cc5f8fae239d6be,"1,2,3","0,1,2",3.301349124740227e-06,0.0015885396860539913,0.09834658354520798,0.09834660589694977
A,31aa0fb227cb47b1897084a9d23aa10f,"0,1,4","0,1,4",0.0,0.0016729658236727118,0.010670222342014313,0.010670222342014313
A,322dc0a758414cd2932ad3bd3d78c678,"0,1,3","0,3,4",1.7818570086092222e-06,0.0018532074755057693,0.08988827466964722,0.08988824486732483
A,3338cda4fe694bc8869b7c587c078246,"0,2,3","2,3,4",0.000425326987169683,0.028775449842214584,0.28222280740737915,0.28229475021362305
A,3354476a318444a88d29eb0105f69289,"0,1,3","2,3,4",6.075179044273682e-06,0.0006104714702814817,0.04074529930949211,0.040745269507169724
B,00f7c6d95b7d4c359681cc3b93f8a077,"0,3,4","0,1,2",9.177954780170694e-06,0.0007968818536028266,0.002009902847930789,0.0020098937675356865
B,00ff6c772dce4e84bf66544ada6093a0,"0,2,3","0,2,4",6.715858489769744e-06,0.0011352024739608169,0.017450939863920212,0.01745077222585678
B,0104f4b9bd3c476d949785e03f2ff7c6,"1,3,4","1,3,4",0.0,0.002332966076210141,0.0001474132004659623,0.0001474132004659623
B,0109cde49c664b408e6a95a82d235070,"0,1,3","0,3,4",4.774442459165584e-06,0.0014444177504628897,0.20014148950576782,0.20014150440692902
B,01f2d9c189f5404c97f696d022b0ad81,"0,2,4","1,2,4",0.0,0.0017756925662979484,0.0008753535221330822,0.0008753535221330822
B,024bfdbc8f1c4a75bdbaaecb905e04e8,"0,1,3","0,2,3",3.600132458814187e-07,0.0018602836644276977,0.06590599566698074,0.06590599566698074
B,027e8e8787bf40689bdd8e795636a106,"2,3,4","0,3,4",6.851366379123647e-06,0.001266799052245915,0.02863600291311741,0.028636004775762558
B,02c1619333c74000886bee7b9667e1d6,"0,3,4","2,3,4",4.570964392769383e-06,0.0014772438444197178,0.00014787996769882739,0.00014787998225074261
B,02fc000a981e416386d8cc51c858de5b,"0,1,3","0,1,3",0.0,0.0021003782749176025,0.1814381182193756,0.1814381182193756
B,03ba54375bcb45d1a92a5dcb9e8e3a59,"2,3,4","2,3,4",0.0,0.0022284328006207943,0.05150566250085831,0.05150566250085831
B,0437089225fb4b8496c6c4a824d370e6,"1,3,4","0,1,2",9.092545951716602e-06,0.001014169305562973,0.08087337762117386,0.08087331056594849
B,048002dcad254cf8b57d51d84ad84435,"0,3,4","0,1,3",4.7721428018121514e-06,0.0015149664832279086,0.07422249019145966,0.07422254979610443
B,04dbe2471a134bd68f5b8d8d4af95aae,"1,2,4","1,2,3",7.748902135062963e-06,0.0008762512006796896,0.04260171204805374,0.0426018126308918
B,04e43ff1195e45029a03b6cdc53f9aa8,"0,1,4","0,1,2",6.541617949551437e-06,0.001092703896574676,0.0001469881972298026,0.00014698821178171784
B,04e5ee9a0baa446e9ab973cce0153bc8,"0,2,3","1,3,4",8.521885206391744e-07,0.0022185801062732935,0.00014720352191943675,0.00014720353647135198
B,05703932eb2c45c0918d4f91c875d064,"0,2,4","0,3,4",7.959209142427426e-06,0.0007551294984295964,0.01978990249335766,0.019789906218647957
B,060c9e87a01b4fd08f87578d63e4961e,"2,3,4","0,3,4",8.941716259869281e-06,0.0010792327811941504,0.03471020236611366,0.03471037745475769
B,062ad5b97bf34d75b7c7003b9b6f2cb0,"0,1,3","0,2,4",3.574352149371407e-06,0.00153251551091671,0.0043021515011787415,0.004302112851291895
B,069044476a7f49b9b83f6364654c85c3,"0,2,3","0,2,4",5.496082849276718e-06,0.001090159290470183,0.12031516432762146,0.12031515687704086
B,0692e0ff0ef34b21b1f3659270d2e558,"0,2,3","1,3,4",5.7406286941841245e-06,0.000868852948769927,0.03773239254951477,0.03773242235183716
B,06dd0877eb584e569d1bc9070e42baa2,"1,2,3","0,1,3",8.741278179513756e-06,0.0009596716263331473,0.08151786029338837,0.08151784539222717
B,07a81928f67f4aa2ad0d59a057ae374e,"1,3,4","0,1,2",9.50046432990348e-06,0.000789278419688344,0.10495401173830032,0.1049540787935257
B,07c2642631f947a5ac799dddeea39eb9,"2,3,4","0,2,3",8.073776371020358e-06,0.0007950551225803792,0.046993155032396317,0.0469931922852993
B,086be698bca14d7791d9032884909954,"0,2,3","1,2,4",4.232080755173229e-06,0.00114162708632648,0.07617198675870895,0.07617194950580597
B,087ca366dee64594bba4189b31dd7a45,"1,2,3","1,2,3",0.0,0.0021729327272623777,0.027206791564822197,0.027206791564822197
B,08aab5b01d384e0082c56c17fc9f2245,"1,2,3","0,1,4",1.4554760809915024e-06,0.002051717136055231,0.00014691722753923386,0.00014691721298731863
B,08bc3a0eec7042389949e2c5ad9bf700,"1,2,3","0,1,2",6.58673161524348e-06,0.0008901145774871111,0.025381704792380333,0.02538173831999302
B,099450527f614a3e81baf1fe4fe087ab,"1,3,4","0,1,2",4.1281032281403895e-06,0.0016642040573060513,0.059860747307538986,0.059860795736312866
B,09fb340c826c402683eca48320936aec,"0,2,4","0,2,3",7.457678748323815e-06,0.0010675014927983284,0.0001479342463426292,0.00014793421723879874
B,0a354259149c4930bac9bab65ce89cdd,"1,2,3","0,3,4",6.9263151090126485e-06,0.0009042459423653781,0.018991520628333092,0.018991490826010704
B,0a39c8c2a2df48b6a072da1d9306cf36,"0,1,3","0,2,3",6.450387900258647e-06,0.000753446074668318,0.1070403903722763,0.1070403903722763
B,0ae2a05bf20c4b028b86c33e26aa9e0c,"0,2,4","0,2,3",5.228914687904762e-06,0.001298221293836832,0.08648751676082611,0.0864875391125679
B,0af17e65f26647cc99709f7d15944994,"0,1,2","1,2,4",7.114749678294174e-06,0.001161046326160431,0.07292590290307999,0.07292590290307999
B,0b1cc5fa9d8744ddabb84d3ec55b9a97,"0,1,3","0,3,4",5.7290694712719414e-06,0.0013305741595104337,0.07136492431163788,0.07136499881744385
B,0b6168841a3f46bdaa56947d469c79da,"1,2,3","0,3,4",2.4599582957307575e-06,0.0019270452903583646,0.0001468911796109751,0.00014689119416289032
B,0bba5774d2bd40e48a2d246fdd0b92f5,"0,1,4","0,2,4",5.5340224207611755e-06,0.0012454654788598418,0.05377906188368797,0.0537789985537529
B,0c5eb9cedea94e2180187a07cb661ceb,"0,1,2","0,1,3",2.699719289012137e-06,0.002058769343420863,0.013515409082174301,0.013515549711883068
B,0c87b9d50c7f4a2292e337ceb54ec36a,"1,2,3","2,3,4",6.207680144143524e-06,0.00120272277854383,0.044676512479782104,0.044676557183265686
B,0cc862bb5d9f41269631ff62504cfdf9,"2,3,4","0,3,4",4.094040377822239e-06,0.0008130062487907708,0.01692480407655239,0.01692480780184269
B,0e63e1ef419b49278ddc45ec63f69979,"1,2,4","0,1,4",9.889430657494813e-06,0.0007794878329150379,0.010192104615271091,0.010192112997174263
B,0e92245b9cac4423810aece64743decd,"0,1,3","0,2,4",4.808381163456943e-06,0.0015549947274848819,0.054526228457689285,0.05452624708414078
B,0f3d54f4b2b74580a2c1891c1116dc5f,"1,3,4","0,2,3",7.238411853904836e-06,0.0022157246712595224,0.0716266930103302,0.07162663340568542
B,0f48025ff969419582312f9a02fd7af0,"0,1,4","1,3,4",1.4929287317499984e-05,0.0007088411948643625,0.08486920595169067,0.08486777544021606
B,10edcd93ffa94c2a8cc0bc2e9bcf7eae,"1,2,4","1,3,4",7.442954938596813e-06,0.0008379719802178442,0.00014733109856024384,0.00014733109856024384
B,1175f68a974a45f5b9b6e51c08f1a432,"1,2,4","1,3,4",8.140128556988202e-06,0.0008544623269699514,0.03653772547841072,0.03653772175312042
B,11940acb7fe34046ae965ed2fc1a3359,"2,3,4","0,2,3",2.8282145194680197e-06,6.368389222188853e-06,0.00028939160984009504,0.0002893916971515864
B,1199736697cb491a899f77c0b75112dd,"0,1,4","0,2,4",1.6114034906422603e-06,0.0018700748914852738,0.0001473955053370446,0.00014739551988895983
B,11b4c003677148478409d6a66a65eb0e,"0,2,3","0,1,2",8.006632924661972e-06,0.0008466160506941378,0.00940653495490551,0.00940663367509842
B,12aef634af8944ff86f9a967ccb1608b,"1,2,4","0,1,2",0.0,0.002693876624107361,0.06236027926206589,0.06236027926206589
B,1397ff3d60e04d9aa7b0524d022cf5cf,"0,2,3","1,3,4",0.00029231063672341406,0.03958949074149132,0.00014783153892494738,0.0001478313934057951
B,13c868d7ccfa48288730c0e6334a288c,"1,2,3","1,3,4",9.482270797889214e-06,0.0007828972884453833,0.10515980422496796,0.10515982657670975
B,13d4e5021ab84f30afd31f35c213cccb,"0,1,3","0,2,3",4.4048947529518045e-06,0.001690753735601902,0.008400693535804749,0.008400749415159225
B,1420fb72273245db90f1e90ab0bc1724,"0,2,3","0,2,3",0.0,0.0024217318277806044,0.08198152482509613,0.08198152482509613
B,15db5f6f195c4995898af1b0ce431f80,"0,3,4","0,1,3",2.939186742878519e-06,0.001304621808230877,0.015179689042270184,0.01517964992672205
B,1603ccd8b72e49c1a7074f124b212f0e,"0,2,4","0,2,3",2.3038880954118213e-06,5.6195265642600134e-05,0.00014745969383511692,0.00014745969383511692
B,16ffa17d84c8467f89403df9ad894301,"0,1,2","0,1,4",1.131474164139945e-06,0.0024344618432223797,0.008909910917282104,0.008909913711249828
B,17092add79b24457ba29f0b35d660072,"1,2,4","0,1,4",7.694380656175781e-06,0.0010336494306102395,0.06784232705831528,0.06784239411354065
B,179832b0585c415d979f90dced97ae71,"0,3,4","0,1,2",8.680369319336023e-06,0.000980063690803945,0.08920708298683167,0.08920729160308838
B,17bc5de2691b43cfb873091778a8de52,"1,2,4","0,1,3",7.663331416551955e-06,0.0009707070421427488,0.0001461858191760257,0.00014618583372794092
B,18b0f54db566476fb861c8fa187cd8d8,"0,1,2","0,2,4",7.669853403058369e-06,0.0010094568133354187,0.21521785855293274,0.21521781384944916
B,1907da7461054e5ba6885302c08c2677,"1,2,3","0,1,2",1.610755680303555e-05,0.002326173707842827,0.0829852819442749,0.08299201726913452
B,191df4fa5f48453d81ede86ed863a3c2,"0,2,4","0,2,4",0.0,0.0022643976844847202,0.0873720720410347,0.0873720720410347
B,193c0e81efc74ed0bd5834586cf3fe8f,"1,3,4","0,1,4",6.7628261604113504e-06,0.001201070612296462,0.11511843651533127,0.11511855572462082
B,195a37929e644c3dbfbe25de252b0969,"0,1,2","0,2,4",8.023493137443438e-06,0.000918278528843075,0.18071207404136658,0.18071210384368896
B,1ada36a1a86a4bdaaa106bee7d9ac67d,"0,3,4","0,2,4",4.979172899766127e-06,0.0015433960361406207,0.12165363132953644,0.12165363132953644
B,1b98302c1ed9406a8343b3d39d6c5095,"0,1,2","0,1,3",7.414570859509695e-07,0.0022366868797689676,0.00014744859072379768,0.00014744859072379768
B,1bbd90606751424ca876f2c94e183784,"0,1,2","0,1,3",7.056241884129122e-06,0.0011777232866734266,0.022116050124168396,0.022116318345069885
B,1bc61e7f64a54ccc9f3942b874779522,"0,3,4","2,3,4",8.061419976002071e-06,0.0007823245832696557,0.1142365112900734,0.11423645913600922
B,1d29f591697e493387d51a116b895934,"1,2,3","0,1,3",6.643808774242643e-06,0.0010697200195863843,0.07382296025753021,0.07382301986217499
B,1dbcb5f847804c75822615e161505d83,"1,2,4","1,2,3",1.8842063127522124e-06,0.001358519191853702,0.00014709687093272805,0.00014709687093272805
B,1e5929958e9d4fd5b0b8cdeaf2752d01,"2,3,4","0,1,4",6.448266049119411e-06,0.0010740028228610754,0.032639116048812866,0.032639067620038986
B,1ea9f54daa68475d867243576d94e9b5,"1,2,3","1,3,4",8.463845915684942e-06,0.001104208524338901,0.11475498229265213,0.11475493758916855
B,1eeefd2d22dd4b6c8ec6fbfa1f885d01,"0,3,4","0,1,3",4.503728632698767e-06,0.0027922315057367086,0.09418034553527832,0.09418054670095444
B,1f6c403e514e4d259ecb329543003c3d,"1,2,4","0,3,4",3.9359683796647005e-06,0.001563798519782722,0.018734797835350037,0.018734818324446678
B,1f899649bb9f4e51a031668b0a97d438,"0,2,3","0,1,3",2.575933876869385e-06,0.0021571661345660686,0.008153134025633335,0.008153147995471954
B,202304220aef4cac84572ec4a072bf68,"0,1,2","2,3,4",0.001933913677930832,0.10965203493833542,0.01490468718111515,0.014912914484739304
B,210f600a968c47e4abeed9c8d25f36bd,"0,2,4","0,3,4",1.1711689467119868e-06,1.9146671093039913e-06,0.00014760630438104272,0.00014760630438104272
B,21228b0cf30745efbf0842c86f34e584,"1,2,3","0,2,4",7.280721092683962e-06,0.0008624302572570741,0.008861295878887177,0.008861029520630836
B,2242ba8057ed45c998208ca71cd13b3e,"0,1,3","2,3,4",6.2570425143348984e-06,0.0006290872115641832,0.04081088304519653,0.04081088677048683
B,229df31da28c4d3390d6ae1fef2867e0,"1,2,3","0,2,3",7.598847332701553e-06,0.0011521050473675132,0.021297017112374306,0.021296875551342964
B,22a62914e48948cbb93a08364e3d650c,"1,2,3","0,1,2",0.00011911224282812327,0.0061750770546495914,0.086293525993824,0.08629094809293747
B,2408f7b6d1d64b9ca70b14a84dee8d84,"1,2,4","0,1,2",1.0580468369880691e-05,0.0007520198705606163,0.1303623765707016,0.13036248087882996
B,24a0d4520d444db7980f3737950f2a5c,"0,1,3","1,3,4",8.190382686734665e-06,0.0010565255070105195,0.012771720066666603,0.012771804817020893
B,2570d5ef94e740e9bd85d42e6b8c59f6,"2,3,4","1,2,4",3.276997858847608e-06,0.0016517705516889691,0.02638430893421173,0.0263842660933733
B,25b1735633484414aef07006a0099c26,"1,2,3","2,3,4",8.645129128126428e-06,0.0009753535268828273,0.026438334956765175,0.026438342407345772
B,25b74c8c02ef41f6bdb3dc2b097c6eee,"0,1,3","1,3,4",1.1232691576879006e-05,0.000874571967869997,0.0789550393819809,0.07895664125680923
B,260151f2360c484e8c0a5034ff391021,"1,3,4","1,3,4",0.0,0.00200639758259058,0.036349792033433914,0.036349792033433914
B,273a3aa035784eacb89db08c1a0710bf,"1,3,4","1,2,3",6.87118472342263e-06,0.000966699211858213,0.09857892245054245,0.09857894480228424
B,276f390b0cfc475898b445466d387cf6,"0,2,3","1,3,4",9.735918865771964e-06,0.0007000216282904148,0.07497198134660721,0.07497190684080124
B,27b4f79643cb40ae8cdde5d5a9adebf1,"1,2,4","2,3,4",7.238416856125696e-06,0.0010906294919550419,0.07681354880332947,0.07681348919868469
B,285fbc3ac47c47dead4bae4f21dbf966,"1,2,3","0,2,4",5.026004600949818e-06,0.0017860657535493374,0.007730303332209587,0.0077302525751292706
B,28e9c03735124472877f9f4741a74d78,"1,3,4","0,3,4",7.996574822755065e-06,0.0008202131721191108,0.04897337406873703,0.048973362892866135
B,28f3639867884b1ab9357e990899d9d6,"0,1,4","0,2,3",3.5242692320025526e-06,0.0017505658324807882,0.007220461033284664,0.007220354396849871
B,2989fed94cf84cc8bddefad13d208932,"1,2,3","0,1,3",8.946150046540424e-06,0.000554430007468909,0.0455218143761158,0.04552186653017998
B,29bc29d28a574da5a81e51a7bdccc563,"1,2,3","0,1,3",6.666901026619598e-05,0.004889376927167177,0.013822853565216064,0.013823715038597584
B,29dd1b62f2a74a1f85cad5fede2fc423,"0,1,3","0,1,2",7.24179074040876e-07,0.0025816247798502445,0.041752785444259644,0.04175286367535591
B,29dfbc6436484061ba94690407c5f8fd,"0,1,3","0,1,2",5.505150056706043e-06,0.0008181213052012026,0.004453051835298538,0.0044530341401696205
B,2a37df8f84254af1aa4fca1efdbc4fe7,"0,1,4","1,2,4",6.916322035976918e-06,0.0011808607960119843,0.006299193482846022,0.0062992023304104805
B,2b59a3b183004c3c860337ceb41750c8,"0,3,4","0,1,4",7.8756302173133e-06,0.0020022985991090536,0.0911153256893158,0.091115303337574
B,2be296fc2d684166b4e0dcbe84d92337,"1,2,3","2,3,4",7.490238203899935e-06,0.001082061673514545,0.0001471937430324033,0.00014719377213623375
B,2c0aa3bfb16540fba4ba538a8c67f3b3,"1,2,3","0,1,3",0.0,0.0016103978268802166,0.00014658411964774132,0.00014658411964774132
B,2c3da301c24245ce9b25ce41e44a5b35,"0,1,4","0,2,4",1.623054049559869e-05,0.0012770817847922444,0.1603706181049347,0.1603718101978302
B,2c60afeb98c3492f8007ac509de7698b,"2,3,4","0,1,3",1.0346471754019149e-05,0.000791564816609025,0.02190767042338848,0.021907666698098183
B,2c6ce38f887f4373ae8f065210b7e9ee,"0,1,4","1,3,4",3.6601875308406306e-06,0.0021865149028599262,0.027022968977689743,0.027022957801818848
B,2c886582d8a94d5d9994de58b51911eb,"0,3,4","1,2,3",8.042776244110428e-06,0.001082349568605423,0.1861940622329712,0.18619409203529358
B,2cdb6470844d4daba89365be8ad30f14,"2,3,4","1,2,4",1.2467977285268717e-05,0.0006779535906389356,0.00014669413212686777,0.00014669410302303731
B,2cf849fec80647928b7638ef08e602f4,"0,1,2","0,2,3",2.88596447717282e-06,0.0018971400568261743,0.008872359059751034,0.008872438222169876
B,2d0280394a11463a9bf5b6ef8a1659a1,"0,2,3","2,3,4",8.47551018523518e-06,0.0011138732079416513,0.1251433789730072,0.12514328956604004
B,2d514ed8cabb4519b0e376bd0950115e,"1,3,4","0,1,2",4.230550621286966e-05,0.005666058976203203,0.07308752834796906,0.07311072945594788
B,2d6cf5ded8634930b65314a62150bc6f,"0,1,3","0,1,4",3.810871476161992e-06,0.0009355585789307952,0.004594361875206232,0.004594371188431978
B,2d8059066be34f61af4776f23f00640c,"1,2,3","0,2,3",7.398863090202212e-06,0.000910240865778178,0.08619745075702667,0.08619742095470428
B,2d82e08ea31549a99aa03ac6511613c6,"1,3,4","0,3,4",1.0998524885508232e-05,0.000765801640227437,0.16478243470191956,0.16478192806243896
B,2dfa3a4d58a442bb9abbf1f7beb2e5e6,"1,2,3","0,2,4",2.0832947029703064e-06,0.0022861487232148647,0.05218397453427315,0.05218403786420822
B,2f761f9165384a0e8f51abafd1247e35,"2,3,4","0,1,4",5.983063147141365e-06,0.0014152710791677237,0.05514701455831528,0.05514713004231453
B,2fd7a41706254e6cb2c24467a5ca0370,"1,3,4","1,3,4",0.0,0.0015946499770507216,0.02218812331557274,0.02218812331557274
B,3050967715914e7791ae4a1d47551822,"0,3,4","1,3,4",4.717599495052127e-06,0.0014960034750401974,0.10655297338962555,0.10655304789543152
B,308472c7daa94a4fbb44be3a345a879a,"2,3,4","2,3,4",0.0,0.0024379820097237825,0.04288655146956444,0.04288655146956444
B,3098fe550c534448adf2e2844e06950d,"0,2,4","0,1,4",9.598370525054634e-07,0.001992475939914584,0.10669552534818649,0.1066955104470253
B,31260ec93c914a0ea7835850db66e445,"0,1,3","0,2,3",2.6858288038056344e-06,0.0015745855635032058,0.1267310231924057,0.1267310082912445
B,319376f14ac644759cc5f8fae239d6be,"0,2,4","1,2,3",5.014493581256829e-06,0.0013988077407702804,0.09850770235061646,0.09850770980119705
B,31aa0fb227cb47b1897084a9d23aa10f,"0,2,4","1,3,4",8.191575943783391e-06,0.0006441880250349641,0.010661217384040356,0.010661222040653229
B,322dc0a758414cd2932ad3bd3d78c678,"1,3,4","0,1,2",6.106387900217669e-06,0.0011025896528735757,0.09005273133516312,0.09005275368690491
B,3338cda4fe694bc8869b7c587c078246,"0,2,3","1,2,3",6.986187509028241e-05,0.004833625629544258,0.2834923267364502,0.28347116708755493
B,3354476a318444a88d29eb0105f69289,"1,3,4","1,2,4",6.986876087466953e-06,0.0006268820725381374,0.04082953557372093,0.040829576551914215
C,00f7c6d95b7d4c359681cc3b93f8a077,"1,2,3","1,2,4",0.0,0.0,0.0020253616385161877,0.0020253616385161877
C,00ff6c772dce4e84bf66544ada6093a0,"0,1,2","0,2,3",0.00011360645294189453,0.0,0.017983928322792053,0.017984045669436455
