scene,N,subset,P,pixel_seed,cutoff,trace,eig_norm_q0,eig_norm_q0.1,eig_norm_q0.5,eig_norm_q1,eig_norm_q2,eig_norm_q5,eig_norm_q10,eig_norm_q25,eig_norm_q50,eig_norm_q75,eig_norm_q90,eig_norm_q95,eig_norm_q99,eig_norm_q100,n_above_0e+00,n_above_1e-12,n_above_1e-10,n_above_1e-09,n_above_1e-08,n_above_1e-07,n_above_1e-06,n_above_1e-05,n_above_1e-04,n_negative,eig_raw_min,eig_raw_max,neg_mass_over_trace,logdet_pos_mean_log,eig_norm_geomean_pos,eff_rank_entropy,participation_ratio,cond_p1_p99,gauge_residual,rank_Fk_min,rank_Fk_max,rank_Fk_mean,Fk_eigmax_min,Fk_minpos_min,active_frac_min,active_frac_mean,boundary_frac_max,F_ss_diag_min,F_ss_diag_median,n_dead_pixels
conf_cube_plus_cone,8,"0,5,10,11,21,22,25,27",1000,607294586,1e-08,2235.7249759440438,1.3120504965805731e-14,3.297183248047219e-10,2.0002056654109775e-06,0.00043789159465399113,0.0006629730850401961,0.0007840512069272268,0.0007840512069272285,0.0007840512069272294,0.0007840512069272303,0.0013778183862221455,0.0015731049603798248,0.001573104960379826,0.0015731049603798276,0.0015790130266629622,1000,999,999,998,997,996,995,993,991,0,2.933384064904973e-11,3.530238861051383,0.0,-7.041131226040948,0.000875136025442,939.679235384931,889.1126358675596,3.592452971432001,9.221417687972346e-12,9,9,9.0,174.96289548601737,4.4227754704107004e-05,0.308,0.822375,0.0,0.6658128100874222,1.7529228657462792,0
conf_cube_plus_cone,8,"0,2,3,5,7,8,19,24",1000,26179786,1e-08,2192.3424348309527,6.673150367016673e-15,6.735328433412706e-10,1.6469765684007361e-06,0.00025955884630295085,0.0005925688181683081,0.0009976707014859648,0.0009976709333880502,0.0009976709333880517,0.000997670933388053,0.0010007607674445034,0.0010007607674445077,0.00120769006850028,0.0015837027332397807,0.001618763177738494,1000,999,999,998,997,996,995,993,991,0,1.46298307236184e-11,3.5488832064979,0.0,-6.992791386046763,0.000918479120217779,984.8667022659445,978.8239943489078,6.101517077138341,4.567527760897057e-12,9,9,9.0,182.04302103526953,5.975351165876803e-05,0.365,0.91525,0.0,0.4983170315252627,2.187236323264032,0
conf_cube_plus_cone,8,"0,1,14,15,18,21,23,26",1000,1888666730,1e-08,2123.209219709095,-5.135321620731665e-15,2.415570970792281e-10,2.1387282575261793e-06,0.00013856794649247142,0.00029175108755070945,0.00069476553105939,0.0006947655646089405,0.0006947655646089415,0.0006947655646089424,0.0016270067954396196,0.0016270067954396224,0.0016631424690901353,0.002050319458190499,0.0020888739559365016,999,999,999,998,997,996,995,993,991,1,-1.0903362211308924e-11,4.43511644205459,5.135321620731665e-15,-7.064857998696565,0.0008546162683698246,895.3994842050071,815.4632939753253,14.796491613606294,2.6071938425315277e-12,9,9,9.0,188.77789624159496,0.00011544519438662839,0.311,0.8302499999999999,0.0,0.22493240944903725,1.4751326523141004,0
conf_cube_plus_cone,8,"5,8,9,12,20,21,23,30",1000,464387531,1e-08,2002.3877345755216,-2.6501043852535188e-14,7.303566314725382e-11,1.6223440729977295e-06,0.00019187624816824903,0.0004427839087800202,0.0006595951395750401,0.0006595951395750419,0.0006595951395750427,0.0006595951395750436,0.001798519420251819,0.001806473947738882,0.001806473947738883,0.001806473947738885,0.0018535876046226834,999,999,998,998,997,996,995,993,991,1,-5.3065365163764485e-11,3.7116010844576826,2.6501043852535188e-14,-7.082775233933623,0.0008394402696122179,879.1768526392304,786.7657106331696,9.414786691862227,1.7697876421660364e-11,9,9,9.0,189.9322357885834,2.1957100729312552e-05,0.306,0.668625,0.0,0.3681314744523436,1.3207652172706954,0
conf_cube_plus_cone,8,"0,6,8,12,15,21,25,27",1000,1956025191,1e-08,2065.3565035109145,-1.3943400616264818e-14,3.425276943382962e-11,9.212803338795992e-07,0.00014169879346473207,0.0002946999716166641,0.0007248360457991933,0.0008148777433821407,0.0008148777433821421,0.0008148777433821429,0.0013547061495370512,0.0016039191978378055,0.0016039191978378068,0.0016039191978378087,0.0016039192669512657,999,999,998,997,996,995,994,992,991,1,-2.8798093143860636e-11,3.312665089104255,1.3943400616264818e-14,-7.033058641273895,0.0008822292269051647,934.3646887199634,881.7005664385267,11.319215630703406,1.788245912530798e-11,9,9,9.0,178.29025819262023,1.4887714539518782e-05,0.318,0.81725,0.0,0.21361796420652412,1.6830130468606062,0
conf_cube_plus_cone,8,"0,1,5,11,14,16,17,18",1000,835874972,1e-08,1955.9823000753868,2.1136365559340097e-15,2.0537192602957165e-10,2.311192273788465e-06,0.00023419299165880787,0.000407496974883258,0.0008953194895996138,0.0008953196524763943,0.0008953196524763956,0.0008953196524763966,0.0012659071424610876,0.0012659071424610904,0.0012795851108274115,0.0014735333295969192,0.0015661295053458135,1000,999,999,998,997,996,995,993,991,0,4.1342356921992235e-12,3.063321592082232,0.0,-7.011790603422345,0.0009011934627043468,970.3269374665698,951.3913090150608,6.291961681516444,5.604852704918955e-12,9,9,9.0,184.42871409504076,0.00011115427282891435,0.307,0.7415,0.0,0.41495567310963205,1.7512293931534773,0
conf_cube_plus_cone,8,"0,6,15,16,20,22,24,30",1000,1141291019,1e-08,1808.9053024852528,6.281737343179817e-15,2.686184545141141e-10,1.7826451135486444e-06,0.00014038949501823613,0.000303189073839061,0.0006016776088693941,0.0006216745008882621,0.0006216745008882633,0.0006216745008882641,0.0015277916948715328,0.0021098841905129433,0.0021098841905129446,0.002109884190512948,0.002109884251365079,1000,999,999,998,997,996,995,993,991,0,1.1363067988897595e-11,3.8165808099244196,0.0,-7.159980140666299,0.0007770699851564913,828.0016193833884,702.9188313236394,15.028789655799255,5.737803506231911e-12,9,9,9.0,187.37480392110007,3.068175295983601e-05,0.321,0.741125,0.0,0.17650904496596947,1.124550301076653,0
conf_cube_plus_cone,8,"7,10,13,15,19,20,22,26",1000,1442463014,1e-08,1650.9596761860664,-1.5314551248601693e-14,7.128206893818069e-10,1.6328981486764813e-06,0.00013814057130118776,0.00033596892220814575,0.00044358498915237173,0.0004435849891523742,0.00044358498915237504,0.00044358498915237585,0.002230842001095166,0.002230842040893555,0.002230842040893557,0.002511095354113556,0.0027156814532701416,999,999,999,998,997,996,996,994,991,1,-2.528370657032637e-11,4.483480572715379,1.5314551248601693e-14,-7.2606789798925595,0.0007026308014225507,736.514791537789,599.9227180259946,18.177826618644982,7.493907160875603e-12,9,9,9.0,188.68862145560865,5.369279011712157e-05,0.336,0.75475,0.0,0.16826066116870073,0.7323409300520053,0
conf_cube_plus_cone,8,"5,8,9,10,16,18,21,30",1000,448058154,1e-08,2233.8108828940294,-2.985002080139939e-15,6.405860900400298e-10,2.134928146858479e-06,0.00021577295552213,0.0006137256136186235,0.0007950961022568587,0.0007950961524197025,0.0007950961524197036,0.0007950961524197044,0.001479561242929019,0.0014795612429290225,0.001592536805725154,0.0018224838020762055,0.001835581912559413,999,999,999,998,997,996,996,993,991,1,-6.667930132077912e-12,4.100342852718653,2.985002080139939e-15,-7.013055150663809,0.0009000545812335337,939.3445413975011,888.6272389313904,8.44630318783991,6.009081953777578e-12,9,9,9.0,163.77857933017714,3.607681649483501e-05,0.275,0.8223750000000001,0.0,0.36520674914284623,1.7760944382223047,0
conf_cube_plus_cone,8,"1,3,4,6,16,22,24,30",1000,681775171,1e-08,1094.3719514988609,2.7245069691284635e-13,5.656419843688733e-10,7.632372520148727e-07,4.708721552509163e-06,1.7380490412380023e-05,0.00016746767289781183,0.0004480249498471196,0.0004480249931032499,0.00044802499310325056,0.0008552098308435465,0.0028948745862929204,0.002894874586292923,0.0028948745862929265,0.0028948746386016125,1000,999,999,998,997,996,994,985,957,0,2.981624008677363e-10,3.1680696075910064,0.0,-7.457334301072168,0.0005771927446372075,638.9278882912226,481.1024449491687,614.789928436163,2.8008902259258817e-06,8,9,8.875,168.60078768176254,2.3985274127207426e-05,0.278,0.714375,0.0,0.003713779387746815,0.49030598602266784,0
conf_cube_plus_cone,8,"2,9,10,12,14,18,26,27",1000,1683502460,1e-08,1373.9857059979988,8.099134197924744e-14,4.6826760431146024e-11,6.849103456690959e-07,0.00017033767466513873,0.0003188275900058139,0.00031882765206295315,0.0003188276520629546,0.00031882765206295543,0.00031882765206295614,0.0024462713423329,0.002446271342332907,0.0024462713423329106,0.0027349021971598817,0.0027560689526872997,1000,999,998,997,997,995,994,992,991,0,1.1128094618908165e-10,3.7867993457372244,0.0,-7.460474279973296,0.0005753832140278805,644.6400758943782,513.4540709556125,16.05576806502928,5.85230579384413e-11,9,9,9.0,186.55943640443695,2.871052662185072e-06,0.309,0.7415,0.0,0.22673155730142275,0.43806463661140443,0
conf_cube_plus_cone,8,"0,2,15,16,21,23,24,31",1000,1449173195,1e-08,2183.7528111553484,6.025470666296359e-15,4.0751112920426894e-10,1.3627956568288184e-06,0.00013494466042187272,0.00027514034978295764,0.0006793608856322785,0.0006793610479458363,0.0006793610479458374,0.0006793610479458383,0.0017544482995567774,0.0017544482995567826,0.0017544482995567857,0.002007036720947534,0.0020540329574800175,1000,999,999,998,997,996,995,993,991,0,1.3158138506058765e-11,4.485500245102722,0.0,-7.102924086287748,0.0008226957692774784,881.6190431825629,791.4738586584325,14.87303547004384,3.0458872392544174e-12,9,9,9.0,483.7789826818298,0.0003991274434653651,0.984,0.998,0.0,0.2725072635946823,1.4835565982411667,0
conf_cube_plus_cone,8,"4,8,11,14,16,25,26,31",1000,1944855517,1e-08,1684.09395965246,6.198632634338664e-15,3.545977195694989e-10,8.765532846384979e-07,4.4667152457512636e-05,0.00021029898706699708,0.0005843572158679051,0.0005843574062800741,0.0005843574062800752,0.000584357406280076,0.0014976880401907937,0.002262909764090666,0.0022629097640906675,0.0022629097640906714,0.0022804463197762677,1000,999,999,998,996,996,994,993,982,0,1.043907977759436e-11,3.840485872446895,0.0,-7.2051120890147375,0.0007427789340977698,796.4169191807812,660.1647039599404,50.66160790623825,3.3791105668945025e-12,9,9,9.0,173.05010255382894,8.09984540031508e-06,0.296,0.813875,0.0,0.05401868621251878,0.9841127781944536,0
conf_cube_plus_cone,8,"0,5,6,7,11,12,17,28",1000,811385524,1e-08,1700.9016357364774,-1.3551303525767141e-14,3.7114709632035944e-10,7.998851522550851e-07,0.00026884486938166374,0.0005241435686248582,0.0008090468861566123,0.0008090468861566136,0.0008090468861566147,0.0008090468861566155,0.0013731794148525809,0.0015130471234270201,0.0015130471234270212,0.001513047123427024,0.0017682636991342695,999,999,999,998,997,996,994,993,991,1,-2.3049434333338823e-11,3.0076426182709133,1.3551303525767141e-14,-7.0083161290013205,0.0009043300822356415,946.4726479596737,902.7425955345205,5.627956103112525,8.563081625811647e-12,9,9,9.0,180.24604709634121,2.3000712329183286e-05,0.311,0.73725,0.0,0.39076687609743854,1.37610917205129,0
conf_cube_plus_cone,8,"0,14,15,21,22,24,26,31",1000,1473408818,1e-08,2225.999295644993,1.8181925977015236e-14,3.9109742798852805e-10,1.845818212425137e-06,0.0001020384393216673,0.00024990501878709257,0.0006186472861128226,0.0006186474270849035,0.0006186474270849047,0.0006186474270849056,0.0018944129320848364,0.0019535557191802653,0.0019535557191802675,0.00195355571918027,0.0019795663206257745,1000,999,999,998,997,996,995,993,990,0,4.047295441830531e-11,4.406513235395524,0.0,-7.145820421678013,0.0007881513471179366,845.1176658286461,735.4341357311552,19.14529203079886,9.309570874274624e-12,9,9,9.0,194.0461222233884,0.0002526717191444602,0.328,0.831375,0.0,0.19406438197074732,1.3771087369435855,0
conf_cube_plus_cone,8,"2,3,6,7,10,18,25,26",1000,391347406,1e-08,1382.2808748153748,-1.2229659064137442e-14,2.831577637706311e-09,3.4293623575903594e-06,0.00019887949214802684,0.00045725079447353224,0.0004811593300515644,0.0004811593300515659,0.0004811593300515667,0.0004811593300515674,0.002088699832445348,0.0020886998324453547,0.0020886998388220607,0.0029517110521287645,0.0030216260522721874,999,999,999,999,998,996,996,993,991,1,-1.690482382986968e-11,4.176735902899726,1.2229659064137442e-14,-7.213554763424915,0.0007365342912341811,762.8714866172396,625.2890177489124,14.841706504015978,8.09654540916568e-12,9,9,9.0,180.8445309080766,3.5897624276305894e-05,0.325,0.82625,0.0,0.2244662415390071,0.6650973396692594,0
conf_cube_plus_cone,8,"0,1,2,6,9,21,28,29",1000,846166685,1e-08,1696.3477196957274,1.2806280204149272e-13,8.973640144575308e-11,1.6935198455830895e-06,0.00025259130002684135,0.000438278440708172,0.0007370186631115381,0.0007370188330822724,0.0007370188330822737,0.0007370188330822747,0.0014714237849233612,0.001751401792121742,0.001751401792121743,0.001751401792121745,0.0017658639338331854,1000,999,998,997,997,995,995,993,991,0,2.172390422209315e-10,2.9955192574508507,0.0,-7.074181909207782,0.0008466849357392752,908.2302936212824,832.3643989397634,6.933737590865696,5.163638860929624e-07,8,9,8.875,166.1632523904513,5.457746055551176e-06,0.28,0.810125,0.0,0.3880717200228804,1.2502402168719216,0
conf_cube_plus_cone,8,"9,15,16,17,20,22,23,24",1000,1800309360,1e-08,1329.9371479681165,1.479091457400785e-15,4.68534139679829e-10,1.020913764466623e-06,1.5073036664005575e-05,5.8761758939898254e-05,0.00021877841767762291,0.00021877842123186253,0.0002187784212318636,0.0002187784212318642,0.002482365921315559,0.0030475752902844873,0.00304757529028449,0.0030475752902844955,0.003047575339095872,1000,999,999,998,997,996,995,991,976,0,1.967098674439605e-12,4.053083654695129,0.0,-7.74641848677159,0.00043228801660219945,520.0416214655116,403.60755107282023,202.1872140444074,1.3576993018336938e-12,9,9,9.0,184.16706624271285,1.6006556424311156e-05,0.304,0.664625,0.0,0.01244454301135298,0.29096154957007214,0
conf_cube_plus_cone,8,"5,8,10,11,14,15,17,22",1000,1976680277,1e-08,1705.6929058116868,4.7320551467348526e-15,3.48065868163924e-10,1.6187567084863048e-06,0.0002562388657679555,0.0006856004171299969,0.0006861327092732483,0.0006861327092732492,0.00068613270927325,0.000686132709273251,0.001677222954429465,0.0016837747145241652,0.0016837747145241665,0.0016837747145241684,0.0016837747523688721,1000,999,999,998,997,996,995,993,991,0,8.071432893695319e-12,2.872002650100415,0.0,-7.081814380678258,0.0008402472361540884,900.781321024845,823.1911810297365,6.571113673477463,3.262202631796391e-12,9,9,9.0,191.58468691861717,6.048673544546782e-05,0.317,0.744875,0.0,0.34368207431778497,1.1703316946527358,0
conf_cube_plus_cone,8,"0,4,16,25,26,28,29,30",1000,517878869,1e-08,2072.194418327242,9.224918515286517e-16,3.264865289020979e-10,1.3127251214191904e-06,0.00010235463086266205,0.00022334083602775504,0.0006331045123222109,0.000633104653239243,0.0006331046532392442,0.0006331046532392451,0.0013017619854863284,0.002198543429762367,0.0021985434297623696,0.0021985434297623744,0.00220304335799784,1000,999,999,998,996,996,995,993,990,0,1.911582465690035e-12,4.5651341497760285,0.0,-7.162009916122765,0.000775494307249817,827.5968526921616,699.2698851125705,21.47966741937009,9.403055586868321e-12,9,9,9.0,165.34884243360557,1.6874822421815188e-05,0.304,0.815,0.0,0.176414288894381,1.311915928659367,0
conf_cyl_plus_sphere,3,"1,6,24",1000,1203229885,1e-08,403.0420114875728,-7.022411573323263e-19,-5.257178657184975e-19,-3.6618107023290173e-19,-1.3905921729199262e-19,1.672239246390432e-19,1.63206112839644e-06,1.591679385014197e-05,0.00015856647237686968,0.000726905786334036,0.0017710356340752244,0.002361230656101229,0.0025682202650075276,0.0036779446972768234,0.004938031937983829,984,970,970,970,970,969,960,909,783,16,-2.8303268860058185e-16,1.99023432507488,4.215494560525676e-18,-8.24853955554247,0.0002616403896682754,627.5803136074799,530.8000973345027,3.677944697276823e+297,5.33903969138463e-14,9,9,9.0,200.5703767328237,0.012614801178574348,0.389,0.7043333333333334,0.0,0.0,0.29881082655782737,29
conf_cyl_plus_sphere,3,"14,17,23",1000,1911797444,1e-08,382.0656033661746,-3.634622158716964e-17,-1.5109943904313609e-18,6.323908538622631e-19,1.4774396546584124e-07,1.2020084526859494e-06,2.9703879043280615e-06,8.428893462855036e-06,7.968858322499461e-05,0.0005061291833538214,0.001636653349602024,0.002712549705621111,0.003540654824967171,0.004500788891250654,0.004564245267831614,997,994,993,992,991,991,981,884,732,3,-1.388664108078265e-14,1.7438411221652932,3.801226831530722e-17,-8.276617445615084,0.0002543962554842499,540.4220175802309,436.2614972534947,30463.436371560285,7.50425393055974e-14,9,9,9.0,263.64511460202,0.011871347025199005,0.597,0.7236666666666668,0.0,0.0,0.19976447899675356,5
conf_cyl_plus_sphere,3,"1,4,8",1000,2074066255,1e-08,619.3134405140395,-4.3432148917817295e-17,1.5699207786512255e-07,4.038337733228459e-06,8.224058138001441e-05,8.526874747532805e-05,0.00016482729929932983,0.0002994908961447136,0.0007703555681774575,0.0010770572694975109,0.0013589496443273197,0.001475791192066624,0.001502287971739258,0.0016211320822143438,0.001654881165259688,999,999,999,999,999,999,996,993,972,1,-2.6898113575211545e-14,1.0248901480988601,4.3432148917817295e-17,-7.092106175414068,0.000831643931732946,894.8746162053592,847.4542462647901,19.712069820171543,6.15333545061556e-14,9,9,9.0,189.82388583804726,0.011932480686371668,0.398,0.6573333333333333,0.0,0.044463339002330605,0.6724976164261645,0
conf_cyl_plus_sphere,3,"16,17,28",1000,1189819008,1e-08,718.1385284513465,-7.756419281453093e-17,1.882946833174023e-07,2.6728781041566618e-06,8.45757892093572e-06,1.0747948623147196e-05,3.852996609070243e-05,9.328906543511099e-05,0.00035376712382652374,0.0008971617711372458,0.0016102846370150972,0.00200993038725925,0.0022050251386126363,0.0024616052832142784,0.002465704567813546,999,999,999,999,999,999,996,981,888,1,-5.5701835288343747e-14,1.7707174499253833,7.756419281453093e-17,-7.416784187961162,0.0006010789979076604,747.993604731504,661.8569557711111,291.0531851048851,8.160927524485248e-14,9,9,9.0,275.15349252593353,0.008402387572294901,0.605,0.815,0.0,0.0019167955863462168,0.6652076500434603,0
conf_cyl_plus_sphere,3,"17,21,29",1000,192800081,1e-08,1096.4990889053995,4.3240560809689117e-16,1.1699533882854614e-07,1.9349112623366277e-06,5.300456975157065e-06,5.513879590618717e-06,2.5578780117209975e-05,8.891858711102201e-05,0.0003953461652524296,0.0010596964837386192,0.0016473738128354885,0.0018239662392878714,0.0018626763866404755,0.0018857509989534404,0.0019118663019596532,1000,999,999,999,999,999,996,975,888,0,4.741323553158264e-13,2.096359658207695,0.0,-7.4345514342134,0.0005904937927636212,776.9303436117309,709.490794618838,355.7714000494384,2.517844305649725e-13,9,9,9.0,269.9088063810892,0.03453817091083653,0.59,0.8576666666666667,0.0,0.005603486459098061,1.169126070666834,0
conf_cyl_plus_sphere,3,"11,21,24",1000,1135205011,1e-08,1069.5400942955846,-2.66018662751479e-16,7.731022507427525e-09,2.1709738695172386e-06,2.6117282365383892e-06,9.776656754898314e-06,3.4409200874943295e-05,0.00010259530774050554,0.0003759776966256776,0.0009341495193468865,0.001672711947497791,0.0018665536103408262,0.0019347843432407346,0.002385785525194518,0.002450667852446769,999,999,999,999,998,996,995,979,901,1,-2.845176256436022e-13,2.621087525993075,2.66018662751479e-16,-7.411881321156837,0.0006040332443939222,763.9381426033293,685.0458377707782,913.4891953217392,1.153019502140594e-13,9,9,9.0,403.9067681155286,0.031028985204567244,0.964,0.9786666666666667,0.0,0.002286603449746457,1.0083863118302607,0
conf_cyl_plus_sphere,3,"3,6,22",1000,453632640,1e-08,441.956790615288,-5.9671569533883e-16,-3.566024277915031e-18,1.7958380109796097e-07,1.990827384947872e-06,8.972330514971415e-06,5.638232437675178e-05,0.00016012994471119576,0.0004454875377828547,0.0008831535300295242,0.0013117845359584832,0.0020447796476600194,0.0024399385600984503,0.003431756457674621,0.0041138691303655986,998,998,998,998,998,995,992,979,932,2,-2.637225536217193e-13,1.8181523978676857,5.996879762022697e-16,-7.360631293793064,0.0006357969581458445,756.0423474318429,637.9641300900072,1723.784032518961,1.5751629701516355e-13,9,9,9.0,332.4469101466116,0.01785466573728158,0.679,0.8119999999999999,0.0,0.0,0.39031569975241065,1
conf_cyl_plus_sphere,3,"0,1,13",1000,201435863,1e-08,1277.5557008471283,-1.3701753167180097e-16,4.96252711367505e-08,9.830076091856415e-06,0.0001513595521193142,0.0001553458251093523,0.0003121273795460418,0.0004028893891803794,0.000681032053103017,0.0010771135389719805,0.0013622771841518347,0.0014758649420605202,0.0015102355018917462,0.0015169809536282903,0.001521676310220482,999,999,999,999,999,998,996,994,991,1,-1.7504752870331129e-13,1.9440262449662,1.3701753167180097e-16,-7.05268884156436,0.0008650797648673313,909.7198795663867,860.1756518409061,10.022366823816178,1.0460578233357387e-13,9,9,9.0,192.99251570002332,0.01037726651096431,0.394,0.798,0.0,0.18828667334186824,1.3778461540192721,0
conf_cyl_plus_sphere,3,"4,7,28",1000,1482483882,1e-08,281.00533512846084,-1.5146749427195337e-19,-2.6632677016348565e-20,1.6409166352882292e-08,3.480960646844073e-07,1.0995480328534894e-06,2.9762819942045744e-06,5.559555116373116e-06,1.5556448433874694e-05,0.0004170508920609577,0.0015548229942202064,0.003108209978292488,0.003949392313470773,0.0049285895387275016,0.006138265730469805,998,997,997,997,995,991,981,796,657,2,-4.256317398895848e-17,1.724885418698214,1.7797521151126928e-19,-8.601942884021165,0.00018374844471904955,462.2267978970066,368.02892662102425,14158.705135594928,9.804865573547325e-14,9,9,9.0,199.88347228278528,0.009336545248695807,0.583,0.7013333333333334,0.0,0.0,0.11958229985442641,2
conf_cyl_plus_sphere,3,"5,21,24",1000,940491459,1e-08,1409.544682563218,8.641176701211999e-17,1.986559654426203e-08,6.6712716944530025e-06,3.831543324679735e-05,4.110229477865886e-05,0.00013309613086556228,0.00024004615084785854,0.0006138161561550547,0.0010932344855761663,0.0014117246960659341,0.00156478596569376,0.0015975281595494376,0.0016088151835517135,0.0016145310657898727,1000,999,999,999,999,997,996,994,956,0,1.2180124670282542e-13,2.27575367861724,0.0,-7.183963841178742,0.0007586546875719368,865.6700241758052,811.0832104947511,41.988698736329404,1.092244419861288e-13,9,9,9.0,405.6352322379006,0.028209148001545257,0.953,0.9843333333333333,0.0,0.03630803839754842,1.559800810630625,0
conf_cyl_plus_sphere,3,"5,26,27",1000,420900332,1e-08,1177.0919739511114,-9.593697223281114e-17,1.5814392377946373e-08,4.858923999796304e-06,2.6481968194537915e-05,4.531868949034017e-05,0.00011863575581844932,0.00023277733945562123,0.0006050799642341719,0.0011078859667353618,0.0014613843267448148,0.0015963940611978685,0.0016267193408544848,0.0016702275098786452,0.0016901206689195942,999,999,999,999,999,997,996,993,951,1,-1.1292664002041263e-13,1.989427474394138,9.593697223281114e-17,-7.175146716414432,0.0007653734170161127,857.4048936956414,800.3734085001939,63.07036915115474,1.2680699967780513e-13,9,9,9.0,378.74029002537725,0.009467339847753832,0.818,0.9343333333333333,0.0,0.005240979657907967,1.3115802429053556,0
conf_cyl_plus_sphere,3,"12,14,15",1000,1725554974,1e-08,247.3188960213831,-1.3442953727524072e-16,-7.354396351653665e-19,-1.3611209006328664e-19,-3.4153129364566616e-20,1.8924008008961076e-19,2.4687006304497136e-07,9.128062945027696e-07,2.6939283098667038e-05,0.00033088998164632966,0.0015142865103584622,0.0032029252578044936,0.004167254627942958,0.0056258750699561206,0.006054280279257915,987,977,976,976,975,970,899,794,637,13,-3.32469647515779e-14,1.4973379148700985,1.3620257808575301e-16,-9.112485792183865,0.00011028024036928639,434.31442194940206,338.59937569196507,5.625875069956121e+297,3.633002274262054e-14,9,9,9.0,257.8182171035124,0.011969369919023346,0.577,0.6936666666666667,0.0,0.0,0.08913437317432701,22
conf_cyl_plus_sphere,3,"10,15,19",1000,2069676473,1e-08,575.3536935161649,-6.406540180238786e-16,-1.2129365287288826e-18,3.066791859428994e-07,1.3175973749667637e-06,2.9336695727139985e-06,2.5111948277959873e-05,5.940469849689814e-05,0.00026134604745207686,0.0008958326196774751,0.001652546458670625,0.0020827020610745977,0.0021761935250629166,0.0029806615153959402,0.003331393994666964,998,998,998,998,998,997,992,971,868,2,-3.6860265553601023e-13,1.9167298393892087,6.412268733899497e-16,-7.550907585155158,0.0005256328539904781,708.1516430036814,615.512780016781,2262.194485224386,2.4016986988808486e-13,9,9,9.0,387.56206552173563,0.012602878147480843,0.873,0.916,0.0,0.0,0.5203692057376831,1
conf_cyl_plus_sphere,3,"1,10,28",1000,501158685,1e-08,506.4862515636811,-2.45981193308951e-18,-1.2016893867165072e-18,-4.739056202188299e-20,1.5149054780885615e-18,8.843118559653146e-07,1.5215688846562496e-05,6.26509479984615e-05,0.0002693616221362253,0.0008554671956529584,0.0016188104698812258,0.0021919456564542393,0.002367833780399808,0.0033141773989016077,0.0034845401943044787,994,988,988,987,986,985,979,963,871,6,-1.2458609255421182e-15,1.7648717014362565,4.752902804527215e-18,-7.7497284614491875,0.0004308595196623758,693.8874916130464,594.0926924193265,2187712333764404.5,3.5999432390594887e-13,9,9,9.0,212.7355181298042,0.009054963841708747,0.42,0.7546666666666667,0.0,0.0,0.43328237326196184,11
conf_cyl_plus_sphere,3,"1,6,26",1000,1741054315,1e-08,566.6713741323897,-1.098725953541042e-18,-5.103886122869859e-19,6.36289163809123e-20,8.678205440846261e-19,2.57737822693432e-06,1.392869438669138e-05,5.4810158844304354e-05,0.0003296603592721649,0.0009965603944082535,0.0016672924175674746,0.0019120483341266944,0.0019443218772026514,0.002013857486413176,0.0023052453839061604,996,987,987,987,986,985,982,956,861,4,-6.226165458880224e-16,1.3063165694104522,1.840276668370419e-18,-7.794311735689751,0.0004120723011883635,746.8943716382786,679.8424821283002,2320592085702909.5,2.7503711069601976e-13,9,9,9.0,201.6262679858209,0.009241800263255266,0.393,0.715,0.0,0.0,0.5647222481052419,12
conf_cyl_plus_sphere,3,"4,13,22",1000,2096673521,1e-08,736.9824634762174,-9.616601181636516e-16,1.193143698772214e-07,4.604072844463304e-06,3.566826153107874e-05,4.503975002042676e-05,0.00014835734497289154,0.00025603593076657134,0.0006765394989204697,0.0011221136914216527,0.001409285306474172,0.00143520262437438,0.0014707910185772098,0.00171756856665936,0.0017316154848699378,999,999,999,999,999,999,996,994,961,1,-7.087266429110783e-13,1.2761702458330113,9.616601181636516e-16,-7.134605931637136,0.0007970398091811048,876.6303560452434,827.3924762854895,48.1539747924859,5.909904573311116e-13,9,9,9.0,189.2794352952444,0.01832860845603218,0.569,0.753,0.0,0.01943593448816858,0.8304714039081985,0
conf_cyl_plus_sphere,3,"18,22,29",1000,108956330,1e-08,1008.7526685613012,1.9148609098090634e-18,4.0389251475769654e-08,3.415132566777027e-07,1.2744308888949674e-06,3.1388437756202356e-06,2.607572414129832e-05,0.00010589920858217726,0.00035607684522792756,0.0009525868064563518,0.0016717694913408719,0.0019090113803984542,0.0019716250317941106,0.0019834666334115443,0.0019836994026087022,1000,999,999,999,999,997,993,967,902,0,1.931621052693614e-15,2.0010620660049874,0.0,-7.490131217631711,0.0005585696614823808,761.7639179957798,687.9777008177002,1556.354801735359,5.4180080712979675e-14,9,9,9.0,326.4046026625913,0.02041169559126324,0.682,0.8889999999999999,0.0,0.00016872056439251381,0.9655854782336228,0
conf_cyl_plus_sphere,3,"3,13,19",1000,1460646245,1e-08,1103.9628852061505,-9.905789602353496e-17,5.318057921820994e-08,2.4652549432198282e-05,4.328685213933921e-05,7.210014239491935e-05,0.0001635283694672029,0.0002920453481138958,0.0006727152286907205,0.0010926402972799665,0.001383012082000082,0.0014598850001214855,0.0016038412167807005,0.0017825670790543296,0.001854443682160393,999,999,999,999,999,998,996,995,969,1,-1.0935624069659251e-13,2.047236997810105,9.905789602353496e-17,-7.113368959407152,0.0008141475366682492,881.4323448603793,827.5138439021931,41.180335158497876,7.951633851136379e-14,9,9,9.0,398.14393588163745,0.018652124929661677,0.888,0.9613333333333333,0.0,0.046015527430316186,1.2240531481473156,0
